meaning_index,sink_index,productive_frac,beautiful_one_frac,aggressor_frac,withdrawn_frac,collapsed_frac,birth_intention,social_trust,post_labor_current,band_occupancy,sink_collapsed,scenario,post_labor,run_id
0.4945912802472829,0.265,0.33,0.405,0.015,0.185,0.065,0.38899902847555273,0.4871354882601215,0.5,0.76,0,baseline,0.5,125
0.4831316502486238,0.325,0.355,0.32,0.025,0.245,0.055,0.3807830754468945,0.4871193497471164,0.5,0.705,0,baseline,0.5,126
0.4746282598123054,0.37,0.27,0.36,0.0,0.29,0.08,0.3617386535199113,0.4609122408960711,0.5,0.72,0,baseline,0.5,127
0.49191296287880826,0.275,0.32,0.405,0.0,0.21,0.065,0.3859980895815259,0.4814443797719208,0.5,0.715,0,baseline,0.5,128
0.4999465693545994,0.31,0.375,0.315,0.005,0.26,0.045,0.39100105742460955,0.4814897259720165,0.5,0.755,0,baseline,0.5,129
0.5023524355106885,0.28,0.375,0.345,0.0,0.23,0.05,0.398220584535949,0.49090107666229577,0.5,0.68,0,baseline,0.5,130
0.49940654996350164,0.25,0.32,0.43,0.0,0.2,0.05,0.3886278097650798,0.47635786599260704,0.5,0.72,0,baseline,0.5,131
0.4979600749772723,0.31,0.36,0.33,0.01,0.245,0.055,0.39292062828667246,0.48811521487236154,0.5,0.73,0,baseline,0.5,132
0.49321085762559475,0.29,0.3,0.41,0.0,0.22,0.07,0.3837592163299186,0.47070333192429736,0.5,0.715,0,baseline,0.5,133
0.47823896051978076,0.32,0.29,0.39,0.005,0.24,0.075,0.36625274879855835,0.45709642760729724,0.5,0.715,0,baseline,0.5,134
0.484288280102103,0.335,0.325,0.34,0.0,0.29,0.045,0.37058304870144454,0.46971565845096974,0.5,0.745,0,baseline,0.5,135
0.4967801036352075,0.275,0.37,0.355,0.005,0.205,0.065,0.3894734507982715,0.5074536727813692,0.5,0.725,0,baseline,0.5,136
0.49356927911895426,0.285,0.34,0.375,0.005,0.2,0.08,0.3806659679311777,0.47140804718040985,0.5,0.745,0,baseline,0.5,137
0.4952177240537683,0.29,0.325,0.385,0.0,0.23,0.06,0.39039117928994216,0.484062525632507,0.5,0.725,0,baseline,0.5,138
0.49039119633855804,0.29,0.31,0.4,0.0,0.22,0.07,0.37807425792573895,0.47027981493685744,0.5,0.72,0,baseline,0.5,139
0.493936424608645,0.26,0.355,0.385,0.0,0.175,0.085,0.3808527575431356,0.4745323720265968,0.5,0.78,0,baseline,0.5,140
0.5125811762796078,0.2,0.37,0.43,0.0,0.17,0.03,0.4193247010799807,0.5167104441524599,0.5,0.825,0,baseline,0.5,141
0.4847471759158357,0.325,0.31,0.365,0.005,0.24,0.08,0.37780591035812777,0.46901434993981356,0.5,0.695,0,baseline,0.5,142
0.48258810105602656,0.31,0.3,0.39,0.005,0.225,0.08,0.38055959311228776,0.4899340971591129,0.5,0.775,0,baseline,0.5,143
0.4913094284506453,0.29,0.33,0.38,0.005,0.225,0.06,0.39068200291161587,0.49541617386430475,0.5,0.755,0,baseline,0.5,144
0.4957348307540144,0.28,0.355,0.365,0.005,0.24,0.035,0.3905505220468404,0.5015109199636679,0.5,0.785,0,baseline,0.5,145
0.4858473926930711,0.345,0.315,0.34,0.0,0.28,0.065,0.3859539983484732,0.4935865704612056,0.5,0.715,0,baseline,0.5,146
0.48724825101981173,0.3,0.285,0.415,0.0,0.22,0.08,0.3808111132995479,0.48836935346528365,0.5,0.715,0,baseline,0.5,147
0.4779623173362626,0.33,0.295,0.375,0.0,0.24,0.09,0.36242118956215874,0.46094633613498387,0.5,0.715,0,baseline,0.5,148
0.5008736241274524,0.27,0.37,0.36,0.0,0.21,0.06,0.39517186718245334,0.49164172242038956,0.5,0.805,0,baseline,0.5,149
0.5005706519768599,0.27,0.365,0.365,0.0,0.215,0.055,0.40318268243846833,0.5077270511583906,0.5,0.785,0,ubi_only,0.5,0
0.506034611962423,0.25,0.355,0.395,0.0,0.185,0.065,0.4040109884338946,0.4966162423252105,0.5,0.73,0,ubi_only,0.5,1
0.5082825329591746,0.28,0.355,0.365,0.0,0.235,0.045,0.40515349126764766,0.5172156589191776,0.5,0.775,0,ubi_only,0.5,2
0.5084138484049919,0.255,0.395,0.35,0.0,0.18,0.075,0.4037911315354332,0.5048047019787404,0.5,0.68,0,ubi_only,0.5,3
0.5051192927405315,0.265,0.36,0.375,0.0,0.2,0.065,0.4075216206700905,0.5081362680866892,0.5,0.75,0,ubi_only,0.5,4
0.5220583427558343,0.24,0.43,0.33,0.0,0.18,0.06,0.4271506319303526,0.5311649530563121,0.5,0.665,0,ubi_only,0.5,5
0.5038474695828752,0.265,0.385,0.35,0.015,0.2,0.05,0.4025323455925943,0.48526115508336276,0.5,0.705,0,ubi_only,0.5,6
0.5128844320064778,0.275,0.37,0.355,0.0,0.24,0.035,0.40808629050160294,0.5046876466288868,0.5,0.76,0,ubi_only,0.5,7
0.5027847708563233,0.29,0.375,0.335,0.005,0.22,0.065,0.39944751620391095,0.489994508112264,0.5,0.715,0,ubi_only,0.5,8
0.5204769427157117,0.245,0.445,0.31,0.005,0.175,0.065,0.42171647727756834,0.510610553087854,0.5,0.68,0,ubi_only,0.5,9
0.500668285625346,0.245,0.345,0.41,0.005,0.195,0.045,0.4016495133306116,0.4855856956917681,0.5,0.815,0,ubi_only,0.5,10
0.5084870302067921,0.275,0.395,0.33,0.0,0.235,0.04,0.41180781475145567,0.5033438186035454,0.5,0.72,0,ubi_only,0.5,11
0.49891882062230436,0.28,0.35,0.37,0.0,0.19,0.09,0.38945018849989255,0.4666260314042312,0.5,0.72,0,ubi_only,0.5,12
0.5261006969280169,0.25,0.42,0.33,0.0,0.205,0.045,0.4303101853482111,0.5300067622905761,0.5,0.72,0,ubi_only,0.5,13
0.5072373396656158,0.25,0.37,0.38,0.005,0.195,0.05,0.4085087517543238,0.49260326486990813,0.5,0.76,0,ubi_only,0.5,14
0.510751286432679,0.245,0.38,0.375,0.0,0.2,0.045,0.4032488782652571,0.5067490387399483,0.5,0.77,0,ubi_only,0.5,15
0.5090857799070945,0.295,0.38,0.325,0.01,0.24,0.045,0.4035293574767027,0.49887709558206433,0.5,0.715,0,ubi_only,0.5,16
0.501376706688597,0.28,0.38,0.34,0.0,0.205,0.075,0.39335523093694585,0.47712262010173234,0.5,0.73,0,ubi_only,0.5,17
0.5111291148209832,0.275,0.385,0.34,0.0,0.22,0.055,0.4110828454776048,0.5126907890296024,0.5,0.695,0,ubi_only,0.5,18
0.512995754746488,0.24,0.415,0.345,0.005,0.195,0.04,0.4074729337246121,0.5180833560949005,0.5,0.73,0,ubi_only,0.5,19
0.5049504390484381,0.28,0.4,0.32,0.005,0.195,0.08,0.4046811644740656,0.5148085028390775,0.5,0.73,0,ubi_only,0.5,20
0.5100888292739721,0.22,0.4,0.38,0.005,0.145,0.07,0.4076954527942626,0.5180258063766783,0.5,0.76,0,ubi_only,0.5,21
0.5109331901412881,0.23,0.39,0.38,0.0,0.17,0.06,0.4047645425643843,0.47949242707091694,0.5,0.725,0,ubi_only,0.5,22
0.517371216238519,0.21,0.395,0.395,0.0,0.17,0.04,0.41399582385175554,0.5074841931957996,0.5,0.77,0,ubi_only,0.5,23
0.5126055600520405,0.235,0.375,0.39,0.005,0.185,0.045,0.4127835852187369,0.5212089593500072,0.5,0.745,0,ubi_only,0.5,24
0.5070130119434891,0.275,0.395,0.33,0.0,0.215,0.06,0.40866861937572596,0.5045614038445577,0.5,0.75,0,ubi_only,0.5,25
0.5049975610765407,0.24,0.35,0.41,0.0,0.205,0.035,0.4043250977221015,0.5107649900408174,0.5,0.735,0,ubi_only,0.5,26
0.5181240195740413,0.23,0.4,0.37,0.0,0.18,0.05,0.41696224468750687,0.5061464466526314,0.5,0.705,0,ubi_only,0.5,27
0.5140573327002796,0.27,0.355,0.375,0.0,0.235,0.035,0.41109794996980964,0.5123365696943035,0.5,0.715,0,ubi_only,0.5,28
0.5131607933891434,0.22,0.365,0.415,0.0,0.17,0.05,0.4046265975547674,0.49461562249400837,0.5,0.785,0,ubi_only,0.5,29
0.4978201143701273,0.295,0.35,0.355,0.005,0.225,0.065,0.39931801310906806,0.4984525513864557,0.5,0.75,0,ubi_only,0.5,30
0.49231186929997844,0.28,0.315,0.405,0.005,0.225,0.05,0.39040024843414867,0.4761064447997248,0.5,0.82,0,ubi_only,0.5,31
0.5187195250934618,0.28,0.425,0.295,0.0,0.24,0.04,0.41810933991989235,0.5127483443121029,0.5,0.74,0,ubi_only,0.5,32
0.5100534634650077,0.25,0.39,0.36,0.0,0.18,0.07,0.41803871010284793,0.5309105652504897,0.5,0.705,0,ubi_only,0.5,33
0.5056141267636286,0.28,0.355,0.365,0.005,0.235,0.04,0.40553882078410486,0.49425569244120476,0.5,0.765,0,ubi_only,0.5,34
0.5211954618309148,0.2,0.4,0.4,0.0,0.185,0.015,0.4139441784404073,0.49817435471978555,0.5,0.76,0,ubi_only,0.5,35
0.5158846509764214,0.22,0.42,0.36,0.0,0.165,0.055,0.40670063595830264,0.4924772905801116,0.5,0.73,0,ubi_only,0.5,36
0.5074584832799228,0.28,0.36,0.36,0.0,0.2,0.08,0.40433647323029076,0.4874467467169705,0.5,0.705,0,ubi_only,0.5,37
0.4982279134453433,0.265,0.335,0.4,0.005,0.205,0.055,0.39417527248636364,0.47929505880559203,0.5,0.73,0,ubi_only,0.5,38
