meaning_index,sink_index,productive_frac,beautiful_one_frac,aggressor_frac,withdrawn_frac,collapsed_frac,birth_intention,social_trust,post_labor_current,band_occupancy,sink_collapsed,variant,post_labor,run_id
0.3611922851202071,0.73,0.045,0.225,0.01,0.45,0.27,0.224878284466035,0.46804851875890136,0.95,0.495,1,ubi_pure,0.95,129
0.3525120362835358,0.72,0.055,0.225,0.035,0.425,0.26,0.21837443391123915,0.452078318187923,0.95,0.495,1,ubi_pure,0.95,130
0.3300922426510513,0.78,0.015,0.205,0.035,0.365,0.38,0.19902383679626034,0.4328555828398104,0.95,0.42,1,ubi_pure,0.95,131
0.3549700934120682,0.735,0.05,0.215,0.02,0.425,0.29,0.2198669552857109,0.4565540640126131,0.95,0.49,1,ubi_pure,0.95,132
0.34717192654133994,0.74,0.055,0.205,0.025,0.375,0.34,0.21341213678124554,0.45197776901673015,0.95,0.495,1,ubi_pure,0.95,133
0.34496108109930235,0.72,0.05,0.23,0.035,0.37,0.315,0.20387552186117794,0.43200767942269486,0.95,0.435,1,ubi_pure,0.95,134
0.35350499825429893,0.76,0.05,0.19,0.02,0.455,0.285,0.2198995895964101,0.4656337536854424,0.95,0.505,1,ubi_pure,0.95,135
0.34135860416248776,0.755,0.045,0.2,0.035,0.385,0.335,0.20246292643276598,0.42881229467856685,0.95,0.47,1,ubi_pure,0.95,136
0.34020336107889476,0.755,0.025,0.22,0.015,0.365,0.375,0.20974528336118026,0.44164352488739583,0.95,0.485,1,ubi_pure,0.95,137
0.354206653684211,0.725,0.05,0.225,0.025,0.375,0.325,0.22220661929051969,0.45085079073121875,0.95,0.505,1,ubi_pure,0.95,138
0.35412469690597315,0.735,0.065,0.2,0.055,0.415,0.265,0.2199695377001177,0.4425782870812601,0.95,0.49,1,ubi_pure,0.95,139
0.3617694536046882,0.69,0.04,0.27,0.01,0.39,0.29,0.22696723741993702,0.451398948284258,0.95,0.495,0,ubi_pure,0.95,140
0.33763079903509735,0.77,0.04,0.19,0.025,0.385,0.36,0.20284018523048744,0.4408780578409819,0.95,0.405,1,ubi_pure,0.95,141
0.3469749763799592,0.69,0.025,0.285,0.02,0.34,0.33,0.20983433136451565,0.44858297144504666,0.95,0.47,0,ubi_pure,0.95,142
0.3435761364642778,0.735,0.045,0.22,0.025,0.35,0.36,0.20825264994589024,0.4667175319979185,0.95,0.455,1,ubi_pure,0.95,143
0.3499787667553768,0.745,0.035,0.22,0.03,0.435,0.28,0.21929742105415137,0.4434488076085785,0.95,0.5,1,ubi_pure,0.95,144
0.35182602282700215,0.725,0.03,0.245,0.05,0.415,0.26,0.2144990952116293,0.44657851437025714,0.95,0.53,1,ubi_pure,0.95,145
0.34672625984910005,0.73,0.045,0.225,0.045,0.34,0.345,0.21494759513680922,0.44568946682781246,0.95,0.44,1,ubi_pure,0.95,146
0.33883763994237476,0.75,0.03,0.22,0.03,0.365,0.355,0.20671872677952158,0.44195477338332906,0.95,0.465,1,ubi_pure,0.95,147
0.3553634662972317,0.77,0.025,0.205,0.02,0.475,0.275,0.22271801647043574,0.4652417685402075,0.95,0.515,1,ubi_pure,0.95,148
0.34509186594673125,0.775,0.015,0.21,0.025,0.48,0.27,0.20404055949110309,0.432343266691447,0.95,0.475,1,ubi_pure,0.95,149
0.41093153675280236,0.545,0.115,0.34,0.005,0.38,0.16,0.28288375697721446,0.47015901811722616,0.95,0.67,0,roles_matched,0.95,0
0.3863548152237351,0.595,0.075,0.33,0.01,0.35,0.235,0.2579958306720222,0.43807532154450546,0.95,0.595,0,roles_matched,0.95,1
0.3952096023426405,0.6,0.11,0.29,0.015,0.39,0.195,0.267462503062154,0.4528404191861613,0.95,0.67,0,roles_matched,0.95,2
0.3928152629956888,0.63,0.09,0.28,0.01,0.435,0.185,0.2632133921794038,0.4425904023255912,0.95,0.62,0,roles_matched,0.95,3
0.39398896919870635,0.595,0.07,0.335,0.015,0.385,0.195,0.25714564417572205,0.4370456044360534,0.95,0.64,0,roles_matched,0.95,4
0.39932575281510624,0.57,0.055,0.375,0.02,0.385,0.165,0.27595267999138573,0.4682496955924161,0.95,0.7,0,roles_matched,0.95,5
0.4165731672727334,0.52,0.155,0.325,0.005,0.36,0.155,0.2890100165950607,0.4682563276975429,0.95,0.68,0,roles_matched,0.95,6
0.41211087159793947,0.53,0.11,0.36,0.005,0.35,0.175,0.2844257410394083,0.46642459001358283,0.95,0.675,0,roles_matched,0.95,7
0.3921593991426292,0.61,0.09,0.3,0.025,0.415,0.17,0.2670188355005735,0.44515347070407,0.95,0.665,0,roles_matched,0.95,8
0.4057762895010198,0.545,0.12,0.335,0.015,0.34,0.19,0.27637378934954826,0.47248625309498055,0.95,0.675,0,roles_matched,0.95,9
0.38353792445296536,0.64,0.07,0.29,0.0,0.405,0.235,0.25368648641014324,0.45176720496468675,0.95,0.585,0,roles_matched,0.95,10
0.40619212791032494,0.535,0.09,0.375,0.005,0.395,0.135,0.2867625777381916,0.48510105462245545,0.95,0.65,0,roles_matched,0.95,11
0.39981260279318404,0.56,0.1,0.34,0.0,0.345,0.215,0.2716411377164282,0.44720704816741785,0.95,0.62,0,roles_matched,0.95,12
0.41171651582969176,0.515,0.11,0.375,0.01,0.325,0.18,0.2902596673124652,0.48648511342909756,0.95,0.67,0,roles_matched,0.95,13
0.3967419984129347,0.62,0.075,0.305,0.005,0.415,0.2,0.26541850505902737,0.4495417275996004,0.95,0.645,0,roles_matched,0.95,14
0.3964998942215951,0.59,0.08,0.33,0.01,0.405,0.175,0.27113535036471015,0.45589685046636574,0.95,0.595,0,roles_matched,0.95,15
0.3929676011011415,0.605,0.09,0.305,0.015,0.37,0.22,0.2596022159344506,0.4388612938589106,0.95,0.605,0,roles_matched,0.95,16
0.40699580929027335,0.55,0.16,0.29,0.02,0.34,0.19,0.2792370209911411,0.45858096203307214,0.95,0.63,0,roles_matched,0.95,17
0.39505048705172696,0.575,0.07,0.355,0.005,0.395,0.175,0.2638026351719742,0.4411794740298434,0.95,0.66,0,roles_matched,0.95,18
0.39747090152130515,0.535,0.09,0.375,0.015,0.295,0.225,0.2712430397623893,0.45167602663734724,0.95,0.62,0,roles_matched,0.95,19
0.40800693764936485,0.555,0.145,0.3,0.0,0.36,0.195,0.29233473565626267,0.4981903922028005,0.95,0.665,0,roles_matched,0.95,20
0.40548440356437754,0.55,0.09,0.36,0.015,0.36,0.175,0.2781473072245209,0.45544312832240563,0.95,0.68,0,roles_matched,0.95,21
0.3988973571979945,0.56,0.095,0.345,0.015,0.36,0.185,0.275995835355516,0.464766719399851,0.95,0.66,0,roles_matched,0.95,22
0.38544783631303103,0.635,0.07,0.295,0.01,0.38,0.245,0.26279648104378905,0.46145183659924993,0.95,0.575,0,roles_matched,0.95,23
0.4191069011145699,0.475,0.12,0.405,0.01,0.33,0.135,0.2932703351409489,0.48441788523138113,0.95,0.675,0,roles_matched,0.95,24
0.3838598075552631,0.655,0.06,0.285,0.005,0.43,0.22,0.2527241286311574,0.43793737803475585,0.95,0.595,0,roles_matched,0.95,25
0.39696862684844914,0.6,0.105,0.295,0.025,0.395,0.18,0.2734741445116041,0.4567198724249584,0.95,0.595,0,roles_matched,0.95,26
0.40299742253433335,0.54,0.09,0.37,0.005,0.34,0.195,0.2747476056158758,0.45712379588038243,0.95,0.68,0,roles_matched,0.95,27
0.3924018457727342,0.605,0.095,0.3,0.015,0.385,0.205,0.26494427898874473,0.4559689283359842,0.95,0.63,0,roles_matched,0.95,28
0.3904586770811544,0.625,0.085,0.29,0.005,0.43,0.19,0.2603200861871591,0.4408314541223771,0.95,0.565,0,roles_matched,0.95,29
0.3814694461442374,0.65,0.06,0.29,0.015,0.405,0.23,0.24882731179170256,0.43306349415896017,0.95,0.62,0,roles_matched,0.95,30
0.3810650801411143,0.66,0.075,0.265,0.02,0.45,0.19,0.2562444667720884,0.4454367694941036,0.95,0.59,0,roles_matched,0.95,31
0.41375530400384236,0.535,0.17,0.295,0.005,0.35,0.18,0.28429846000306624,0.476156322299221,0.95,0.62,0,roles_matched,0.95,32
