meaning_index,sink_index,productive_frac,beautiful_one_frac,aggressor_frac,withdrawn_frac,collapsed_frac,birth_intention,social_trust,post_labor_current,band_occupancy,sink_collapsed,variant,post_labor,run_id
0.4035266780218295,0.555,0.06,0.385,0.005,0.405,0.145,0.2704340402914809,0.45036462246923925,0.95,0.7,0,roles_matched,0.95,33
0.39882939398423856,0.605,0.085,0.31,0.0,0.42,0.185,0.27346791029894313,0.45509158762866503,0.95,0.65,0,roles_matched,0.95,34
0.401671619214365,0.58,0.07,0.35,0.01,0.405,0.165,0.27468950936901043,0.4698716301953315,0.95,0.65,0,roles_matched,0.95,35
0.3951556583857301,0.595,0.095,0.31,0.02,0.38,0.195,0.2638240787215981,0.43347517920483236,0.95,0.635,0,roles_matched,0.95,36
0.3927818190469972,0.605,0.115,0.28,0.005,0.365,0.235,0.2602636381199034,0.4362415065170912,0.95,0.635,0,roles_matched,0.95,37
0.3886817882055842,0.62,0.07,0.31,0.005,0.395,0.22,0.26316712232259215,0.4593579277975596,0.95,0.62,0,roles_matched,0.95,38
0.4064073986173636,0.585,0.115,0.3,0.02,0.425,0.14,0.27889370774912964,0.4633870382783495,0.95,0.67,0,roles_matched,0.95,39
0.3919001626640926,0.645,0.07,0.285,0.005,0.465,0.175,0.2638862294862912,0.47123250913149434,0.95,0.59,0,roles_matched,0.95,40
0.402844729384243,0.56,0.1,0.34,0.015,0.355,0.19,0.275435734394442,0.468640170938381,0.95,0.655,0,roles_matched,0.95,41
0.37768236359426605,0.64,0.06,0.3,0.015,0.39,0.235,0.24746686471397422,0.430623346419474,0.95,0.555,0,roles_matched,0.95,42
0.38978358270979496,0.55,0.085,0.365,0.02,0.29,0.24,0.25861928972929143,0.42677981125137665,0.95,0.605,0,roles_matched,0.95,43
0.40246974146215436,0.565,0.085,0.35,0.005,0.37,0.19,0.277416662897319,0.48448160537821894,0.95,0.65,0,roles_matched,0.95,44
0.39766680861654663,0.61,0.105,0.285,0.005,0.415,0.19,0.2660951602205854,0.4526705712593646,0.95,0.59,0,roles_matched,0.95,45
0.4024987048998102,0.565,0.09,0.345,0.0,0.39,0.175,0.2765361513294946,0.47975151538408073,0.95,0.66,0,roles_matched,0.95,46
0.3726663267039423,0.67,0.055,0.275,0.015,0.405,0.25,0.23664136060660737,0.41021727409441594,0.95,0.59,0,roles_matched,0.95,47
0.40565964793639003,0.55,0.085,0.365,0.01,0.385,0.155,0.27823359557368627,0.4632034815345336,0.95,0.695,0,roles_matched,0.95,48
0.3973084479631271,0.595,0.085,0.32,0.01,0.395,0.19,0.2721280647073138,0.4745060216357655,0.95,0.62,0,roles_matched,0.95,49
0.39389262980180395,0.595,0.15,0.255,0.02,0.315,0.26,0.2683295833992603,0.437734101270638,0.95,0.59,0,roles_matched,0.95,50
0.39626896649758125,0.63,0.075,0.295,0.015,0.455,0.16,0.2582598447590901,0.4334268764250049,0.95,0.615,0,roles_matched,0.95,51
0.40979639982936855,0.515,0.125,0.36,0.005,0.35,0.16,0.28468326820965845,0.4649387841759328,0.95,0.69,0,roles_matched,0.95,52
0.4053199769260028,0.555,0.1,0.345,0.005,0.39,0.16,0.28364977385711676,0.4718425579350463,0.95,0.64,0,roles_matched,0.95,53
0.40632763080724726,0.58,0.105,0.315,0.005,0.39,0.185,0.27606013088336556,0.4588441798386198,0.95,0.665,0,roles_matched,0.95,54
0.39343467199361615,0.62,0.1,0.28,0.01,0.415,0.195,0.2538781268145916,0.4127081897910207,0.95,0.635,0,roles_matched,0.95,55
0.41266888932279805,0.55,0.115,0.335,0.005,0.41,0.135,0.2923151909825174,0.473963237197315,0.95,0.72,0,roles_matched,0.95,56
0.40170081873071095,0.585,0.1,0.315,0.0,0.395,0.19,0.2772895222587486,0.47520017957019545,0.95,0.66,0,roles_matched,0.95,57
0.3982786511406418,0.6,0.115,0.285,0.01,0.37,0.22,0.26550307080633856,0.44999172581184754,0.95,0.6,0,roles_matched,0.95,58
0.38257085558028736,0.67,0.065,0.265,0.005,0.49,0.175,0.2541106226568715,0.43331456635070154,0.95,0.585,0,roles_matched,0.95,59
0.40624399893523133,0.535,0.115,0.35,0.015,0.35,0.17,0.2797711037415518,0.45305636463204507,0.95,0.71,0,roles_matched,0.95,60
0.4083977518081484,0.54,0.105,0.355,0.005,0.385,0.15,0.2812533659571311,0.4648323259675604,0.95,0.66,0,roles_matched,0.95,61
0.3878446767788642,0.635,0.07,0.295,0.005,0.405,0.225,0.2635714281034843,0.4431127875909066,0.95,0.65,0,roles_matched,0.95,62
0.3962096782602731,0.625,0.1,0.275,0.015,0.435,0.175,0.2685200904301817,0.4561617473062419,0.95,0.645,0,roles_matched,0.95,63
0.38942901202259295,0.635,0.08,0.285,0.015,0.415,0.205,0.26236809016627377,0.4471733822071073,0.95,0.61,0,roles_matched,0.95,64
0.3901273146636096,0.63,0.065,0.305,0.005,0.445,0.18,0.2641885724167749,0.45603729581814517,0.95,0.63,0,roles_matched,0.95,65
0.4065684168910528,0.57,0.14,0.29,0.0,0.4,0.17,0.2754127477425298,0.45131310421591037,0.95,0.685,0,roles_matched,0.95,66
0.4012600738505019,0.52,0.08,0.4,0.02,0.33,0.17,0.2720218675707619,0.4591524665095148,0.95,0.7,0,roles_matched,0.95,67
0.38846558250669083,0.61,0.09,0.3,0.025,0.4,0.185,0.26101922403197764,0.4450813481705366,0.95,0.585,0,roles_matched,0.95,68
0.3975074402567198,0.57,0.095,0.335,0.005,0.36,0.205,0.27752554513054206,0.46273066232099774,0.95,0.655,0,roles_matched,0.95,69
0.41055344181219083,0.575,0.14,0.285,0.01,0.41,0.155,0.28664988757494425,0.48192091062437875,0.95,0.69,0,roles_matched,0.95,70
0.41196948770294584,0.51,0.095,0.395,0.0,0.335,0.175,0.2756984297951279,0.47038144631851736,0.95,0.685,0,roles_matched,0.95,71
0.4250261768795312,0.485,0.145,0.37,0.0,0.315,0.17,0.30480990870788977,0.4932956758865892,0.95,0.69,0,roles_matched,0.95,72
0.3980875664238579,0.58,0.095,0.325,0.0,0.395,0.185,0.2732101426927813,0.4587212360324463,0.95,0.62,0,roles_matched,0.95,73
0.3961709577887264,0.565,0.08,0.355,0.01,0.33,0.225,0.2714209074252936,0.4520537240865157,0.95,0.62,0,roles_matched,0.95,74
0.3922915747406969,0.605,0.09,0.305,0.015,0.38,0.21,0.26944768313083495,0.46628035872037527,0.95,0.635,0,roles_matched,0.95,75
0.4019728190931016,0.565,0.135,0.3,0.015,0.335,0.215,0.27588841656649504,0.4683332602288256,0.95,0.605,0,roles_matched,0.95,76
0.4042197799604675,0.51,0.07,0.42,0.01,0.32,0.18,0.2816300122096738,0.464112076600343,0.95,0.695,0,roles_matched,0.95,77
0.3970832991048773,0.615,0.12,0.265,0.01,0.435,0.17,0.26892307633587836,0.46838729414136737,0.95,0.61,0,roles_matched,0.95,78
0.4222827295717434,0.515,0.12,0.365,0.0,0.395,0.12,0.30126244451729495,0.4943847468610737,0.95,0.735,0,roles_matched,0.95,79
0.40337143785472984,0.585,0.085,0.33,0.0,0.42,0.165,0.28284185495119035,0.48128395017142056,0.95,0.685,0,roles_matched,0.95,80
0.3976514954362631,0.58,0.085,0.335,0.005,0.365,0.21,0.2709228803532615,0.4665965818987797,0.95,0.62,0,roles_matched,0.95,81
0.389688005539375,0.585,0.065,0.35,0.025,0.365,0.195,0.26257993767848314,0.4458653240994261,0.95,0.67,0,roles_matched,0.95,82
0.4034559304591736,0.555,0.11,0.335,0.005,0.355,0.195,0.274347217257397,0.4542660305292817,0.95,0.68,0,roles_matched,0.95,83
0.40987380661293943,0.535,0.095,0.37,0.0,0.39,0.145,0.2777687805182664,0.47049935808156507,0.95,0.695,0,roles_matched,0.95,84
0.3989517545564814,0.61,0.08,0.31,0.0,0.445,0.165,0.2704776220855999,0.4497222889529356,0.95,0.625,0,roles_matched,0.95,85
0.3923015083989591,0.6,0.055,0.345,0.01,0.39,0.2,0.26869856314072427,0.46217124188942876,0.95,0.63,0,roles_matched,0.95,86
0.40892283310551364,0.555,0.09,0.355,0.0,0.405,0.15,0.28716223149607983,0.4898292601049953,0.95,0.655,0,roles_matched,0.95,87
0.40091452485418033,0.55,0.11,0.34,0.01,0.37,0.17,0.27429297154065674,0.44732012874382654,0.95,0.655,0,roles_matched,0.95,88
0.4037958661494103,0.515,0.085,0.4,0.02,0.35,0.145,0.27783507358413745,0.46857666529473296,0.95,0.64,0,roles_matched,0.95,89
0.3980318387402063,0.545,0.09,0.365,0.01,0.34,0.195,0.26667726423227067,0.45470118418993166,0.95,0.64,0,roles_matched,0.95,90
0.405449365999402,0.555,0.115,0.33,0.02,0.4,0.135,0.2749178514255407,0.4596081271710537,0.95,0.705,0,roles_matched,0.95,91
0.4024861933050837,0.615,0.09,0.295,0.0,0.475,0.14,0.27881668133131915,0.4633043152038476,0.95,0.67,0,roles_matched,0.95,92
0.3966834058410356,0.585,0.075,0.34,0.03,0.375,0.18,0.27244366420018484,0.4548579262523211,0.95,0.645,0,roles_matched,0.95,93
0.40646438017637165,0.585,0.1,0.315,0.005,0.44,0.14,0.27929655929116187,0.4590126483910933,0.95,0.65,0,roles_matched,0.95,94
0.4001980356121396,0.58,0.09,0.33,0.005,0.385,0.19,0.2664243344153004,0.43844754211942977,0.95,0.68,0,roles_matched,0.95,95
0.39788903526940617,0.575,0.095,0.33,0.01,0.34,0.225,0.27007534638079017,0.4464422100518156,0.95,0.63,0,roles_matched,0.95,96
0.3962340835614171,0.595,0.085,0.32,0.01,0.375,0.21,0.26748037435364386,0.4562439182391792,0.95,0.645,0,roles_matched,0.95,97
0.3923822553870643,0.615,0.085,0.3,0.015,0.405,0.195,0.2669750252953524,0.44884412489530406,0.95,0.665,0,roles_matched,0.95,98
0.4076515626186388,0.525,0.1,0.375,0.01,0.33,0.185,0.28152081056783745,0.4512893489719802,0.95,0.635,0,roles_matched,0.95,99
0.4046703049064105,0.54,0.085,0.375,0.0,0.37,0.17,0.2785692469310473,0.46833090809728034,0.95,0.7,0,roles_matched,0.95,100
0.39999194960494777,0.555,0.1,0.345,0.02,0.31,0.225,0.26466437044674146,0.4311921455536604,0.95,0.595,0,roles_matched,0.95,101
0.3837501542533425,0.615,0.08,0.305,0.02,0.37,0.225,0.2529451256102686,0.4401186302612908,0.95,0.595,0,roles_matched,0.95,102
0.4073448484286548,0.55,0.115,0.335,0.005,0.33,0.215,0.2856345213809077,0.47623736968919755,0.95,0.625,0,roles_matched,0.95,103
0.3861891142954494,0.62,0.075,0.305,0.005,0.39,0.225,0.25976169737801674,0.44606384024697676,0.95,0.595,0,roles_matched,0.95,104
0.40371910430258134,0.55,0.075,0.375,0.01,0.39,0.15,0.2749941755719166,0.461470071862927,0.95,0.7,0,roles_matched,0.95,105
0.40129453955175165,0.605,0.08,0.315,0.01,0.46,0.135,0.2705757037030172,0.4515218112220317,0.95,0.685,0,roles_matched,0.95,106
0.389851621170242,0.645,0.085,0.27,0.03,0.445,0.17,0.2581404047143844,0.43705857304384166,0.95,0.635,0,roles_matched,0.95,107
0.399797363573397,0.585,0.095,0.32,0.005,0.4,0.18,0.2713027621116633,0.45264217124812517,0.95,0.67,0,roles_matched,0.95,108
0.4035994456296503,0.585,0.14,0.275,0.005,0.37,0.21,0.2777740178669772,0.439471017449758,0.95,0.66,0,roles_matched,0.95,109
0.40112108414667735,0.595,0.135,0.27,0.0,0.415,0.18,0.26669995266715335,0.4398637596972486,0.95,0.675,0,roles_matched,0.95,110
0.38088112179655226,0.66,0.05,0.29,0.01,0.42,0.23,0.2588507848916705,0.45657187220174195,0.95,0.63,0,roles_matched,0.95,111
0.3917311332501952,0.58,0.075,0.345,0.015,0.355,0.21,0.2626027987819958,0.45089580983437616,0.95,0.645,0,roles_matched,0.95,112
0.4172075220192859,0.5,0.125,0.375,0.005,0.365,0.13,0.28969641977217486,0.47859743632498236,0.95,0.695,0,roles_matched,0.95,113
0.41195885512223285,0.53,0.095,0.375,0.01,0.34,0.18,0.28350112123741184,0.4693160689801637,0.95,0.72,0,roles_matched,0.95,114
0.40875306145427603,0.565,0.13,0.305,0.015,0.38,0.17,0.2842004204980448,0.46216433099267845,0.95,0.645,0,roles_matched,0.95,115
0.3833722997116483,0.615,0.08,0.305,0.01,0.37,0.235,0.25091679420403545,0.42762776400296276,0.95,0.625,0,roles_matched,0.95,116
0.40177982836714377,0.555,0.095,0.35,0.005,0.36,0.19,0.2739181634741019,0.4496649330760188,0.95,0.655,0,roles_matched,0.95,117
0.3850059986293054,0.63,0.075,0.295,0.015,0.385,0.23,0.25691236419930896,0.4433907813914044,0.95,0.575,0,roles_matched,0.95,118
0.3805991119834232,0.65,0.085,0.265,0.02,0.425,0.205,0.25301905041381384,0.4417532482830181,0.95,0.565,0,roles_matched,0.95,119
0.39446528363103267,0.595,0.085,0.32,0.0,0.395,0.2,0.2672850772533391,0.4492680887970479,0.95,0.665,0,roles_matched,0.95,120
0.38777048696562505,0.595,0.085,0.32,0.01,0.365,0.22,0.26342583761446414,0.44948660602638413,0.95,0.575,0,roles_matched,0.95,121
0.4062411894832392,0.565,0.1,0.335,0.015,0.375,0.175,0.2756398150645865,0.46323903809694594,0.95,0.64,0,roles_matched,0.95,122
0.4012733657529109,0.575,0.105,0.32,0.005,0.38,0.19,0.28146608844760673,0.4804264487592536,0.95,0.67,0,roles_matched,0.95,123
0.3941457463500578,0.62,0.085,0.295,0.01,0.45,0.16,0.26352385554541546,0.4517807236419165,0.95,0.61,0,roles_matched,0.95,124
0.3927818500828391,0.585,0.055,0.36,0.015,0.41,0.16,0.26839082683313076,0.4707034100567489,0.95,0.635,0,roles_matched,0.95,125
0.3954064189304933,0.575,0.12,0.305,0.0,0.365,0.21,0.2667591186950984,0.44452948788813473,0.95,0.61,0,roles_matched,0.95,126
0.40068841774588265,0.59,0.08,0.33,0.01,0.425,0.155,0.27288306901898074,0.4589501804969335,0.95,0.63,0,roles_matched,0.95,127
0.4024435865605329,0.535,0.075,0.39,0.01,0.37,0.155,0.2778974289666651,0.46812717417551425,0.95,0.66,0,roles_matched,0.95,128
0.38852731250538,0.605,0.11,0.285,0.02,0.36,0.225,0.26125513752808577,0.4513363806740253,0.95,0.595,0,roles_matched,0.95,129
0.39220754608877095,0.595,0.1,0.305,0.015,0.375,0.205,0.27262412195573854,0.453404131225984,0.95,0.62,0,roles_matched,0.95,130
0.3957787951710102,0.615,0.125,0.26,0.01,0.415,0.19,0.2651627452645286,0.4324517363239914,0.95,0.6,0,roles_matched,0.95,131
0.3966431775626093,0.58,0.04,0.38,0.005,0.395,0.18,0.26772852065051317,0.4638523718710521,0.95,0.69,0,roles_matched,0.95,132
0.4014575174943127,0.59,0.1,0.31,0.025,0.385,0.18,0.27828002960886977,0.4670330593667626,0.95,0.69,0,roles_matched,0.95,133
0.4048968861569553,0.55,0.105,0.345,0.005,0.345,0.2,0.28038124758660293,0.4736806665987517,0.95,0.645,0,roles_matched,0.95,134
0.40105834966985554,0.58,0.13,0.29,0.01,0.36,0.21,0.2759318542258681,0.45975757028325503,0.95,0.63,0,roles_matched,0.95,135
0.39177270260005204,0.595,0.105,0.3,0.0,0.365,0.23,0.2659085428444936,0.4476062453223721,0.95,0.595,0,roles_matched,0.95,136
0.39734103558944445,0.545,0.09,0.365,0.02,0.305,0.22,0.2768596044098206,0.46934171536890107,0.95,0.615,0,roles_matched,0.95,137
0.3824894040653315,0.64,0.06,0.3,0.01,0.41,0.22,0.2531112892142859,0.4453640132533526,0.95,0.62,0,roles_matched,0.95,138
0.398973632913322,0.585,0.085,0.33,0.01,0.425,0.15,0.26635674822772315,0.44986147334465953,0.95,0.665,0,roles_matched,0.95,139
0.3964026551727051,0.59,0.115,0.295,0.02,0.345,0.225,0.2760551340397417,0.464217495916874,0.95,0.62,0,roles_matched,0.95,140
0.3995414327863444,0.57,0.075,0.355,0.005,0.37,0.195,0.2691850719428477,0.44070317847730045,0.95,0.66,0,roles_matched,0.95,141
0.3781532984821146,0.655,0.1,0.245,0.015,0.4,0.24,0.2598783966747728,0.4550278233238554,0.95,0.52,0,roles_matched,0.95,142
0.39034142955371187,0.625,0.06,0.315,0.005,0.475,0.145,0.27074383763693455,0.4765784199994232,0.95,0.65,0,roles_matched,0.95,143
0.39758456809986575,0.605,0.085,0.31,0.01,0.43,0.165,0.2715954306360037,0.46663011829185747,0.95,0.66,0,roles_matched,0.95,144
0.3926976319729089,0.555,0.085,0.36,0.02,0.325,0.21,0.2644418405764487,0.447126615799159,0.95,0.59,0,roles_matched,0.95,145
0.3955555485273193,0.59,0.09,0.32,0.005,0.385,0.2,0.2767467903111057,0.4670420352815543,0.95,0.64,0,roles_matched,0.95,146
0.4058399793831228,0.56,0.08,0.36,0.015,0.41,0.135,0.27424316778147956,0.45499338356671876,0.95,0.69,0,roles_matched,0.95,147
0.39906569837330125,0.54,0.06,0.4,0.0,0.33,0.21,0.26665130046830454,0.4389704523713799,0.95,0.64,0,roles_matched,0.95,148
0.40384705785431846,0.555,0.1,0.345,0.015,0.395,0.145,0.26950368774107014,0.46075691197407537,0.95,0.645,0,roles_matched,0.95,149
0.4241441029278558,0.505,0.16,0.335,0.015,0.35,0.14,0.28654043353965664,0.44911324067631414,0.95,0.71,0,roles_full,0.95,0
0.4279021801200614,0.5,0.135,0.365,0.0,0.39,0.11,0.29063077014470085,0.4496030115143192,0.95,0.775,0,roles_full,0.95,1
0.42056784012389525,0.495,0.135,0.37,0.01,0.345,0.14,0.2761756192644703,0.44971810625226555,0.95,0.71,0,roles_full,0.95,2
0.4364258896456154,0.445,0.16,0.395,0.01,0.33,0.105,0.3056424895797257,0.4876643492954605,0.95,0.735,0,roles_full,0.95,3
0.4145921631909769,0.535,0.105,0.36,0.005,0.4,0.13,0.2757730604472928,0.44318870780401826,0.95,0.72,0,roles_full,0.95,4
0.434039448293384,0.505,0.16,0.335,0.005,0.385,0.115,0.30156605202161874,0.4788578437530087,0.95,0.68,0,roles_full,0.95,5
0.43236267272717016,0.475,0.14,0.385,0.02,0.37,0.085,0.29127693173434904,0.46982375085689343,0.95,0.705,0,roles_full,0.95,6
0.4194788389089223,0.51,0.11,0.38,0.02,0.37,0.12,0.286491595432832,0.47563913765267934,0.95,0.75,0,roles_full,0.95,7
0.4363348964335569,0.495,0.145,0.36,0.0,0.425,0.07,0.2942355568999828,0.476976140160196,0.95,0.78,0,roles_full,0.95,8
0.42361044356658184,0.5,0.13,0.37,0.0,0.37,0.13,0.2905202620798189,0.46163425626525567,0.95,0.71,0,roles_full,0.95,9
0.4411122949950046,0.415,0.17,0.415,0.005,0.295,0.115,0.3075666331212607,0.4765827816696466,0.95,0.76,0,roles_full,0.95,10
0.4305475454305608,0.495,0.14,0.365,0.005,0.405,0.085,0.29042579585440015,0.4571688846938432,0.95,0.7,0,roles_full,0.95,11
0.43677668923909485,0.415,0.165,0.42,0.015,0.305,0.095,0.299352033782045,0.4736092328848833,0.95,0.755,0,roles_full,0.95,12
0.43747728047941,0.46,0.17,0.37,0.0,0.355,0.105,0.29974787369736694,0.4633356850833368,0.95,0.74,0,roles_full,0.95,13
0.4236150550138376,0.515,0.115,0.37,0.0,0.42,0.095,0.294127457165599,0.4656436553394003,0.95,0.725,0,roles_full,0.95,14
0.41883894316692055,0.485,0.115,0.4,0.005,0.31,0.17,0.27539082922886493,0.4416962475798883,0.95,0.71,0,roles_full,0.95,15
0.43095474032500003,0.5,0.115,0.385,0.0,0.39,0.11,0.29274645242060093,0.45200332952565175,0.95,0.73,0,roles_full,0.95,16
0.4297436949383946,0.485,0.13,0.385,0.005,0.385,0.095,0.28949624785043687,0.4506031685602948,0.95,0.74,0,roles_full,0.95,17
0.43474463884984516,0.46,0.19,0.35,0.01,0.33,0.12,0.29304606262375543,0.45224995372963017,0.95,0.715,0,roles_full,0.95,18
0.43542475225523875,0.44,0.14,0.42,0.01,0.34,0.09,0.2951427903907302,0.45556619400935344,0.95,0.795,0,roles_full,0.95,19
0.43926297284504584,0.44,0.18,0.38,0.005,0.32,0.115,0.30568195781759305,0.4847988625975125,0.95,0.73,0,roles_full,0.95,20
0.4412551272514414,0.44,0.195,0.365,0.005,0.315,0.12,0.2999183683983697,0.4629713709715778,0.95,0.725,0,roles_full,0.95,21
0.44066481488497183,0.46,0.17,0.37,0.005,0.36,0.095,0.3016882682117353,0.46719597257186946,0.95,0.755,0,roles_full,0.95,22
0.4295386234464194,0.46,0.14,0.4,0.0,0.32,0.14,0.29102989533306334,0.46125993009786753,0.95,0.72,0,roles_full,0.95,23
0.43725548981818163,0.44,0.165,0.395,0.005,0.335,0.1,0.300565605970547,0.4862682104746757,0.95,0.755,0,roles_full,0.95,24
0.432129342336082,0.46,0.17,0.37,0.0,0.315,0.145,0.2948548867064551,0.4652729172019934,0.95,0.705,0,roles_full,0.95,25
0.41963495432456127,0.5,0.175,0.325,0.005,0.325,0.17,0.27874064744299515,0.45281682114231514,0.95,0.71,0,roles_full,0.95,26
0.4207313600229019,0.515,0.12,0.365,0.005,0.37,0.14,0.2797008852597318,0.4527427492022239,0.95,0.7,0,roles_full,0.95,27
0.42152179490552766,0.49,0.105,0.405,0.0,0.37,0.12,0.2826203072050432,0.4456744336869211,0.95,0.705,0,roles_full,0.95,28
0.43439763783081475,0.435,0.155,0.41,0.01,0.295,0.13,0.2928468618590674,0.45772429322737196,0.95,0.755,0,roles_full,0.95,29
0.42863487943297995,0.46,0.135,0.405,0.01,0.33,0.12,0.2899377704264601,0.45186032953791794,0.95,0.73,0,roles_full,0.95,30
0.42210695513344265,0.52,0.115,0.365,0.005,0.375,0.14,0.287230529310101,0.4670279808206259,0.95,0.7,0,roles_full,0.95,31
0.4205992710377879,0.525,0.17,0.305,0.015,0.36,0.15,0.2822035859336935,0.4593791606864558,0.95,0.655,0,roles_full,0.95,32
0.4297323306215698,0.46,0.17,0.37,0.015,0.32,0.125,0.28789360628318894,0.46552186755419667,0.95,0.71,0,roles_full,0.95,33
0.42884047310346857,0.48,0.16,0.36,0.0,0.355,0.125,0.2895232350229153,0.448488124423484,0.95,0.715,0,roles_full,0.95,34
0.4166212642275947,0.495,0.125,0.38,0.005,0.29,0.2,0.2812754960778877,0.4586056848834123,0.95,0.685,0,roles_full,0.95,35
0.42714845649397987,0.48,0.15,0.37,0.005,0.32,0.155,0.2896140543031581,0.45273651448039104,0.95,0.7,0,roles_full,0.95,36
0.42885870718530134,0.45,0.12,0.43,0.0,0.36,0.09,0.2950160760938343,0.4620725398843098,0.95,0.735,0,roles_full,0.95,37
0.4227606431403471,0.495,0.165,0.34,0.02,0.34,0.135,0.2871757400763408,0.4498203528940914,0.95,0.675,0,roles_full,0.95,38
0.43028091142839836,0.47,0.14,0.39,0.0,0.355,0.115,0.2970594978097189,0.47019587742409014,0.95,0.715,0,roles_full,0.95,39
0.43309345585920456,0.425,0.135,0.44,0.01,0.325,0.09,0.29538126330211534,0.4623452331546391,0.95,0.76,0,roles_full,0.95,40
0.42204938068241643,0.495,0.12,0.385,0.0,0.365,0.13,0.28210508103470244,0.45082153362316774,0.95,0.71,0,roles_full,0.95,41
0.4301041726071385,0.495,0.17,0.335,0.0,0.355,0.14,0.2909324974055045,0.46428055257600065,0.95,0.71,0,roles_full,0.95,42
0.42755801596049503,0.475,0.15,0.375,0.0,0.325,0.15,0.2912979453339171,0.4649184428675873,0.95,0.73,0,roles_full,0.95,43
0.42868315221495906,0.465,0.125,0.41,0.01,0.36,0.095,0.2922102466581965,0.4687942963380493,0.95,0.735,0,roles_full,0.95,44
0.4303267063802184,0.47,0.155,0.375,0.005,0.35,0.115,0.28694657701150017,0.4578811539653475,0.95,0.725,0,roles_full,0.95,45
0.43981294566961615,0.435,0.17,0.395,0.0,0.34,0.095,0.306928250547965,0.4848374902854919,0.95,0.775,0,roles_full,0.95,46
0.42452344877376347,0.505,0.125,0.37,0.005,0.395,0.105,0.2917706763428384,0.46171500441813657,0.95,0.755,0,roles_full,0.95,47
0.4364624531046439,0.44,0.14,0.42,0.01,0.355,0.075,0.29808710316870063,0.46577572236490467,0.95,0.79,0,roles_full,0.95,48
0.43694849141706554,0.47,0.15,0.38,0.0,0.395,0.075,0.2980710954049264,0.4660678224990433,0.95,0.75,0,roles_full,0.95,49
0.4372276065788213,0.455,0.155,0.39,0.0,0.36,0.095,0.3055252073772061,0.46735312061728435,0.95,0.725,0,roles_full,0.95,50
0.4328866503892773,0.465,0.14,0.395,0.0,0.345,0.12,0.2982777974370888,0.47085642485734225,0.95,0.71,0,roles_full,0.95,51
0.43257554613350785,0.495,0.175,0.33,0.005,0.345,0.145,0.29201788673347534,0.45830255413460663,0.95,0.675,0,roles_full,0.95,52
0.43416814966418643,0.425,0.16,0.415,0.01,0.28,0.135,0.2946635448052085,0.4658608730296996,0.95,0.73,0,roles_full,0.95,53
0.435789318085988,0.46,0.155,0.385,0.0,0.38,0.08,0.30097286840299053,0.4798833773982001,0.95,0.77,0,roles_full,0.95,54
0.44131774236922056,0.42,0.165,0.415,0.0,0.325,0.095,0.304179752963584,0.47549712026899554,0.95,0.79,0,roles_full,0.95,55
0.42314074802603213,0.49,0.13,0.38,0.01,0.35,0.13,0.2825477855737371,0.45175540095176486,0.95,0.695,0,roles_full,0.95,56
0.43426291924954774,0.435,0.19,0.375,0.005,0.285,0.145,0.2964756623534274,0.4546495916721865,0.95,0.76,0,roles_full,0.95,57
0.4173520588797979,0.55,0.15,0.3,0.01,0.4,0.14,0.2834170018930052,0.4592337141500133,0.95,0.645,0,roles_full,0.95,58
0.4527325028562942,0.395,0.2,0.405,0.005,0.3,0.09,0.31025154152784135,0.47661648137226875,0.95,0.73,0,roles_full,0.95,59
0.4428836102784001,0.4,0.21,0.39,0.01,0.29,0.1,0.3072450832746397,0.4533689450107157,0.95,0.735,0,roles_full,0.95,60
0.45008489860983114,0.395,0.205,0.4,0.0,0.28,0.115,0.3121423634073107,0.4842766202748422,0.95,0.765,0,roles_full,0.95,61
0.424906328988521,0.525,0.145,0.33,0.01,0.41,0.105,0.2836004978949152,0.4513972923242225,0.95,0.69,0,roles_full,0.95,62
0.43764656009714387,0.435,0.15,0.415,0.0,0.31,0.125,0.3078388208254728,0.4824599112682367,0.95,0.76,0,roles_full,0.95,63
0.4359608367494364,0.46,0.15,0.39,0.0,0.335,0.125,0.28958708999708244,0.45275857998170993,0.95,0.75,0,roles_full,0.95,64
0.4185649132890332,0.495,0.115,0.39,0.005,0.35,0.14,0.28917491279490287,0.4764753490480394,0.95,0.685,0,roles_full,0.95,65
0.42492137082361464,0.475,0.125,0.4,0.0,0.355,0.12,0.28756816465479496,0.4570233356453186,0.95,0.715,0,roles_full,0.95,66
0.4366447508074188,0.455,0.17,0.375,0.0,0.34,0.115,0.2980629419738945,0.4530110123365067,0.95,0.76,0,roles_full,0.95,67
0.4354294580841366,0.47,0.155,0.375,0.0,0.31,0.16,0.29961395534992746,0.4608113326489081,0.95,0.705,0,roles_full,0.95,68
0.42563947796569956,0.51,0.14,0.35,0.015,0.395,0.1,0.2881980098284054,0.46292071968463916,0.95,0.665,0,roles_full,0.95,69
0.45351350623061515,0.405,0.205,0.39,0.0,0.33,0.075,0.31220211314925367,0.4698205536226095,0.95,0.745,0,roles_full,0.95,70
0.40725616561014105,0.545,0.105,0.35,0.01,0.345,0.19,0.26650153922885184,0.42789588985506805,0.95,0.66,0,roles_full,0.95,71
0.42889588760700165,0.505,0.11,0.385,0.0,0.415,0.09,0.2946872343928112,0.46727442696644467,0.95,0.77,0,roles_full,0.95,72
0.4308078988938418,0.465,0.155,0.38,0.0,0.335,0.13,0.2886203099128777,0.4408600088120657,0.95,0.715,0,roles_full,0.95,73
