meaning_index,sink_index,productive_frac,beautiful_one_frac,aggressor_frac,withdrawn_frac,collapsed_frac,birth_intention,social_trust,post_labor_current,sink_collapsed,ratio,economic_weight,virtual_weight,scenario,post_labor,run_id
0.5239297303515461,0.185,0.425,0.39,0.0,0.155,0.03,0.3736855358188606,0.5221575816526535,0.95,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,2
0.5297650127164529,0.155,0.43,0.415,0.0,0.145,0.01,0.38025461724166637,0.5411313568748262,0.95,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,3
0.5232983249963297,0.195,0.39,0.415,0.0,0.18,0.015,0.3734769660775342,0.5352565101251521,0.95,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,4
0.544293278079334,0.135,0.455,0.41,0.0,0.13,0.005,0.4020193912780141,0.5592844298059879,0.95,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,5
0.50813870214131,0.225,0.36,0.415,0.0,0.205,0.02,0.3610675856589913,0.5098026327660622,0.95,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,6
0.5287570909473776,0.16,0.42,0.42,0.0,0.14,0.02,0.38083394461328945,0.532873539961436,0.95,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,7
0.5205509263735936,0.18,0.385,0.435,0.0,0.165,0.015,0.37438828765847587,0.5216417641224449,0.95,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,8
0.5175366120453774,0.195,0.385,0.42,0.0,0.175,0.02,0.3704727669278261,0.5257859374023077,0.95,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,9
0.5265016316036006,0.175,0.4,0.425,0.0,0.165,0.01,0.37680143503992597,0.5249478652472441,0.95,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,10
0.5145539586370103,0.205,0.425,0.37,0.0,0.19,0.015,0.36228377622024704,0.5009906767219565,0.95,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,11
0.5352204283660442,0.17,0.47,0.36,0.0,0.145,0.025,0.39052591404924764,0.5472170192719443,0.95,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,12
0.515259435431214,0.195,0.38,0.425,0.0,0.175,0.02,0.37630225601580364,0.5356726717511503,0.95,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,13
0.5230811391035353,0.19,0.4,0.41,0.0,0.18,0.01,0.37362998932858404,0.5242373800434115,0.95,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,14
0.524988349117411,0.18,0.4,0.42,0.0,0.15,0.03,0.3736959301454551,0.5078976207844952,0.95,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,15
