speed,scenario,step,steps_after_target,run_id,sink_index,meaning_index,post_labor_current
rapid,ubi_only,45,40,36,0.565,0.40642094206528756,0.95
rapid,ubi_only,15,10,37,0.32,0.4707479744234513,0.95
rapid,ubi_only,25,20,37,0.435,0.4476978941826093,0.95
rapid,ubi_only,45,40,37,0.53,0.4202967284307631,0.95
rapid,ubi_only,15,10,38,0.39,0.44989215621930634,0.95
rapid,ubi_only,25,20,38,0.45,0.43045432493583313,0.95
rapid,ubi_only,45,40,38,0.535,0.4069434226176382,0.95
rapid,ubi_only,15,10,39,0.465,0.44746651544754334,0.95
rapid,ubi_only,25,20,39,0.53,0.4127506666298746,0.95
rapid,ubi_only,45,40,39,0.495,0.4194672228826104,0.95
rapid,ubi_only,15,10,40,0.335,0.4701910293316465,0.95
rapid,ubi_only,25,20,40,0.395,0.44268233035047805,0.95
rapid,ubi_only,45,40,40,0.515,0.41965516135449066,0.95
rapid,ubi_only,15,10,41,0.335,0.46274926048549775,0.95
rapid,ubi_only,25,20,41,0.47,0.4377293255083016,0.95
rapid,ubi_only,45,40,41,0.545,0.41500373918692435,0.95
rapid,ubi_only,15,10,42,0.44,0.4411925882615481,0.95
rapid,ubi_only,25,20,42,0.41,0.4374218070871387,0.95
rapid,ubi_only,45,40,42,0.475,0.42226331836261904,0.95
rapid,ubi_only,15,10,43,0.47,0.43223866258314847,0.95
rapid,ubi_only,25,20,43,0.55,0.4102696967219465,0.95
rapid,ubi_only,45,40,43,0.52,0.4126661655504363,0.95
rapid,ubi_only,15,10,44,0.395,0.4400320705614807,0.95
rapid,ubi_only,25,20,44,0.42,0.4367101441584688,0.95
rapid,ubi_only,45,40,44,0.555,0.4053984844188131,0.95
rapid,ubi_only,15,10,45,0.415,0.44918549204148767,0.95
rapid,ubi_only,25,20,45,0.46,0.43213257534916977,0.95
rapid,ubi_only,45,40,45,0.46,0.42690881869446246,0.95
rapid,ubi_only,15,10,46,0.315,0.45872182501124426,0.95
rapid,ubi_only,25,20,46,0.45,0.44510403398505816,0.95
rapid,ubi_only,45,40,46,0.505,0.42816300950509645,0.95
rapid,ubi_only,15,10,47,0.335,0.4514624956048975,0.95
rapid,ubi_only,25,20,47,0.46,0.4322377266659885,0.95
rapid,ubi_only,45,40,47,0.49,0.42479629696414406,0.95
rapid,ubi_only,15,10,48,0.4,0.43378089763432276,0.95
rapid,ubi_only,25,20,48,0.51,0.4239872681572858,0.95
rapid,ubi_only,45,40,48,0.55,0.40856869946891794,0.95
rapid,ubi_only,15,10,49,0.38,0.44725829570548514,0.95
rapid,ubi_only,25,20,49,0.48,0.4344869460206791,0.95
rapid,ubi_only,45,40,49,0.46,0.43512747401536345,0.95
rapid,full_bundle,15,10,0,0.09,0.5481680996899341,0.95
rapid,full_bundle,25,20,0,0.135,0.5414352547572382,0.95
rapid,full_bundle,45,40,0,0.095,0.5574535888912713,0.95
rapid,full_bundle,15,10,1,0.08,0.5582241791529929,0.95
rapid,full_bundle,25,20,1,0.135,0.5484144672796202,0.95
rapid,full_bundle,45,40,1,0.135,0.548423954078034,0.95
rapid,full_bundle,15,10,2,0.135,0.5469083631421475,0.95
rapid,full_bundle,25,20,2,0.125,0.5615812896959099,0.95
rapid,full_bundle,45,40,2,0.115,0.5519720697191969,0.95
rapid,full_bundle,15,10,3,0.125,0.5474661142813715,0.95
rapid,full_bundle,25,20,3,0.07,0.5632626139868954,0.95
rapid,full_bundle,45,40,3,0.135,0.5433469470543498,0.95
rapid,full_bundle,15,10,4,0.15,0.5517564941775853,0.95
rapid,full_bundle,25,20,4,0.11,0.5493658010046886,0.95
rapid,full_bundle,45,40,4,0.135,0.535310190199201,0.95
rapid,full_bundle,15,10,5,0.095,0.5689740875061681,0.95
rapid,full_bundle,25,20,5,0.1,0.5527381233765634,0.95
rapid,full_bundle,45,40,5,0.15,0.543344435589454,0.95
rapid,full_bundle,15,10,6,0.185,0.5446655376251589,0.95
rapid,full_bundle,25,20,6,0.145,0.5441878051183782,0.95
rapid,full_bundle,45,40,6,0.155,0.5474805688791445,0.95
rapid,full_bundle,15,10,7,0.08,0.5697234079569895,0.95
rapid,full_bundle,25,20,7,0.1,0.5461867970407804,0.95
rapid,full_bundle,45,40,7,0.16,0.5414872809250101,0.95
rapid,full_bundle,15,10,8,0.14,0.5406985690863604,0.95
rapid,full_bundle,25,20,8,0.13,0.5454687176894868,0.95
rapid,full_bundle,45,40,8,0.11,0.5527024168847982,0.95
rapid,full_bundle,15,10,9,0.165,0.5395255096787194,0.95
rapid,full_bundle,25,20,9,0.21,0.5272222395912408,0.95
rapid,full_bundle,45,40,9,0.175,0.5353509177147642,0.95
rapid,full_bundle,15,10,10,0.105,0.5512936029644666,0.95
rapid,full_bundle,25,20,10,0.11,0.5491831817096304,0.95
rapid,full_bundle,45,40,10,0.13,0.5578077618593742,0.95
rapid,full_bundle,15,10,11,0.145,0.5621874121528818,0.95
rapid,full_bundle,25,20,11,0.11,0.5572851136862537,0.95
rapid,full_bundle,45,40,11,0.105,0.5521089595122561,0.95
rapid,full_bundle,15,10,12,0.13,0.5457501716123392,0.95
rapid,full_bundle,25,20,12,0.16,0.5368324877528149,0.95
rapid,full_bundle,45,40,12,0.1,0.5492844174114682,0.95
rapid,full_bundle,15,10,13,0.095,0.55657506726482,0.95
rapid,full_bundle,25,20,13,0.13,0.5432324076316526,0.95
rapid,full_bundle,45,40,13,0.16,0.5366143278946215,0.95
rapid,full_bundle,15,10,14,0.11,0.5617227642541591,0.95
rapid,full_bundle,25,20,14,0.14,0.549014282691304,0.95
rapid,full_bundle,45,40,14,0.12,0.5576414279579844,0.95
rapid,full_bundle,15,10,15,0.105,0.549845269770431,0.95
rapid,full_bundle,25,20,15,0.13,0.5496956245713926,0.95
rapid,full_bundle,45,40,15,0.14,0.5452045994224805,0.95
rapid,full_bundle,15,10,16,0.12,0.5445072668377535,0.95
rapid,full_bundle,25,20,16,0.155,0.5427586387751998,0.95
rapid,full_bundle,45,40,16,0.11,0.5434573131504281,0.95
rapid,full_bundle,15,10,17,0.095,0.5680710299798165,0.95
rapid,full_bundle,25,20,17,0.135,0.5552015000359102,0.95
rapid,full_bundle,45,40,17,0.125,0.5465838796141625,0.95
rapid,full_bundle,15,10,18,0.15,0.5449037171484372,0.95
rapid,full_bundle,25,20,18,0.125,0.5397161868702648,0.95
rapid,full_bundle,45,40,18,0.16,0.5492113225690507,0.95
rapid,full_bundle,15,10,19,0.11,0.5481099338904012,0.95
rapid,full_bundle,25,20,19,0.12,0.543846470502066,0.95
rapid,full_bundle,45,40,19,0.15,0.5475107341582514,0.95
rapid,full_bundle,15,10,20,0.125,0.5515419791809117,0.95
rapid,full_bundle,25,20,20,0.11,0.5479146518156014,0.95
rapid,full_bundle,45,40,20,0.09,0.5590620843534256,0.95
rapid,full_bundle,15,10,21,0.135,0.5493240905853672,0.95
rapid,full_bundle,25,20,21,0.105,0.5521538211001149,0.95
rapid,full_bundle,45,40,21,0.065,0.5615831498988544,0.95
rapid,full_bundle,15,10,22,0.135,0.5527146967938638,0.95
rapid,full_bundle,25,20,22,0.12,0.5539510297815465,0.95
rapid,full_bundle,45,40,22,0.11,0.553170729259579,0.95
rapid,full_bundle,15,10,23,0.11,0.5600332988464496,0.95
rapid,full_bundle,25,20,23,0.08,0.5620500905544032,0.95
rapid,full_bundle,45,40,23,0.12,0.5579169074492142,0.95
rapid,full_bundle,15,10,24,0.12,0.5492609996009543,0.95
rapid,full_bundle,25,20,24,0.165,0.5421496899178956,0.95
rapid,full_bundle,45,40,24,0.19,0.5358643163178107,0.95
rapid,full_bundle,15,10,25,0.105,0.571048536153332,0.95
rapid,full_bundle,25,20,25,0.1,0.5644037432715056,0.95
rapid,full_bundle,45,40,25,0.125,0.5501640138039905,0.95
rapid,full_bundle,15,10,26,0.075,0.55735579193975,0.95
rapid,full_bundle,25,20,26,0.11,0.5647668147950456,0.95
rapid,full_bundle,45,40,26,0.145,0.5483632532661802,0.95
rapid,full_bundle,15,10,27,0.135,0.5457439829365913,0.95
rapid,full_bundle,25,20,27,0.14,0.5385567801815002,0.95
rapid,full_bundle,45,40,27,0.2,0.5321423502619751,0.95
rapid,full_bundle,15,10,28,0.09,0.5577378784073934,0.95
rapid,full_bundle,25,20,28,0.13,0.5468982535091862,0.95
rapid,full_bundle,45,40,28,0.145,0.5457122457775266,0.95
rapid,full_bundle,15,10,29,0.075,0.5492051764348933,0.95
rapid,full_bundle,25,20,29,0.14,0.5446066952525136,0.95
rapid,full_bundle,45,40,29,0.105,0.5626676661571489,0.95
rapid,full_bundle,15,10,30,0.09,0.5563800865541388,0.95
rapid,full_bundle,25,20,30,0.11,0.546254089586478,0.95
rapid,full_bundle,45,40,30,0.1,0.5514376435344819,0.95
rapid,full_bundle,15,10,31,0.185,0.5363420237896119,0.95
rapid,full_bundle,25,20,31,0.14,0.5450409771119099,0.95
rapid,full_bundle,45,40,31,0.145,0.5486245103046056,0.95
rapid,full_bundle,15,10,32,0.105,0.5449722132675031,0.95
rapid,full_bundle,25,20,32,0.135,0.542293953950876,0.95
rapid,full_bundle,45,40,32,0.155,0.54966446430216,0.95
rapid,full_bundle,15,10,33,0.095,0.558089463426517,0.95
rapid,full_bundle,25,20,33,0.07,0.5555860273394796,0.95
rapid,full_bundle,45,40,33,0.125,0.5396197543343331,0.95
rapid,full_bundle,15,10,34,0.145,0.5542311667101468,0.95
rapid,full_bundle,25,20,34,0.095,0.5643365002191097,0.95
rapid,full_bundle,45,40,34,0.145,0.5449564922779605,0.95
rapid,full_bundle,15,10,35,0.14,0.5496007202345762,0.95
rapid,full_bundle,25,20,35,0.09,0.5640766839917911,0.95
rapid,full_bundle,45,40,35,0.145,0.542492743594455,0.95
rapid,full_bundle,15,10,36,0.13,0.5474853515269119,0.95
rapid,full_bundle,25,20,36,0.145,0.5497224350826514,0.95
rapid,full_bundle,45,40,36,0.165,0.5360310727676658,0.95
rapid,full_bundle,15,10,37,0.095,0.5693708543854554,0.95
rapid,full_bundle,25,20,37,0.105,0.5650121058653623,0.95
rapid,full_bundle,45,40,37,0.145,0.5515566318071954,0.95
rapid,full_bundle,15,10,38,0.115,0.5501807570234892,0.95
rapid,full_bundle,25,20,38,0.13,0.5491914615824641,0.95
rapid,full_bundle,45,40,38,0.155,0.5366144169643744,0.95
rapid,full_bundle,15,10,39,0.08,0.5517293179515588,0.95
rapid,full_bundle,25,20,39,0.2,0.5309591874924638,0.95
rapid,full_bundle,45,40,39,0.13,0.5517307628003766,0.95
rapid,full_bundle,15,10,40,0.075,0.5679602011709914,0.95
rapid,full_bundle,25,20,40,0.13,0.5581409138507071,0.95
rapid,full_bundle,45,40,40,0.1,0.5501960116985356,0.95
rapid,full_bundle,15,10,41,0.09,0.5620915428819483,0.95
rapid,full_bundle,25,20,41,0.105,0.5552464534948792,0.95
rapid,full_bundle,45,40,41,0.135,0.5466855041551323,0.95
rapid,full_bundle,15,10,42,0.14,0.5418626741486018,0.95
rapid,full_bundle,25,20,42,0.11,0.5538198197478736,0.95
rapid,full_bundle,45,40,42,0.125,0.5520364808954445,0.95
