meaning_index,sink_index,productive_frac,beautiful_one_frac,aggressor_frac,withdrawn_frac,collapsed_frac,birth_intention,social_trust,post_labor_current,band_occupancy,sink_collapsed,scenario,post_labor,speed,run_id
0.5220902320708471,0.225,0.415,0.36,0.0,0.17,0.055,0.4188514129732846,0.5233189783213524,0.4999999999999992,0.71,0,ubi_only,0.5,gradual,20
0.5258068964134773,0.205,0.42,0.375,0.0,0.165,0.04,0.4223460388281212,0.5264754032697517,0.4999999999999992,0.715,0,ubi_only,0.5,gradual,21
0.5259420345481929,0.18,0.455,0.365,0.005,0.135,0.04,0.4181014401789726,0.48798106117207124,0.4999999999999992,0.77,0,ubi_only,0.5,gradual,22
0.5327754209821861,0.195,0.415,0.39,0.005,0.14,0.05,0.42946719949736206,0.5161671499153583,0.4999999999999992,0.72,0,ubi_only,0.5,gradual,23
0.5271952562211571,0.21,0.39,0.4,0.0,0.17,0.04,0.4269685546722986,0.5295429741341237,0.4999999999999992,0.69,0,ubi_only,0.5,gradual,24
0.5248853117374579,0.19,0.435,0.375,0.0,0.165,0.025,0.4241977222303862,0.5121768102143701,0.4999999999999992,0.755,0,ubi_only,0.5,gradual,25
0.5207178884969472,0.24,0.42,0.34,0.0,0.195,0.045,0.4194662504081166,0.5186007950721409,0.4999999999999992,0.775,0,ubi_only,0.5,gradual,26
0.5330369457538204,0.2,0.44,0.36,0.005,0.16,0.035,0.43135321766264384,0.5140995476127055,0.4999999999999992,0.755,0,ubi_only,0.5,gradual,27
0.531123050393591,0.18,0.415,0.405,0.0,0.14,0.04,0.42657106731144734,0.520392228210276,0.4999999999999992,0.76,0,ubi_only,0.5,gradual,28
0.5286642886470694,0.205,0.46,0.335,0.0,0.17,0.035,0.4189260484360154,0.5017858823263598,0.4999999999999992,0.755,0,ubi_only,0.5,gradual,29
0.5144336336228402,0.27,0.425,0.305,0.0,0.205,0.065,0.4133468519509094,0.5065588247877518,0.4999999999999992,0.735,0,ubi_only,0.5,gradual,30
0.5070651692254271,0.255,0.39,0.355,0.0,0.195,0.06,0.4051080560228069,0.4844310333456457,0.4999999999999992,0.74,0,ubi_only,0.5,gradual,31
0.5356652726866367,0.185,0.43,0.385,0.0,0.14,0.045,0.4333669434818229,0.5209465859446641,0.4999999999999992,0.75,0,ubi_only,0.5,gradual,32
0.5255816218392035,0.255,0.44,0.305,0.0,0.215,0.04,0.4326335296590598,0.5390986441840119,0.4999999999999992,0.73,0,ubi_only,0.5,gradual,33
