meaning_index,sink_index,productive_frac,beautiful_one_frac,aggressor_frac,withdrawn_frac,collapsed_frac,birth_intention,social_trust,post_labor_current,sink_collapsed,scenario,post_labor,virtual_world_quality,run_id
0.595102279901592,0.0,0.825,0.175,0.0,0.0,0.0,0.4992136666771779,0.5864871530089432,0.8,0,full_bundle,0.8,0.6,96
0.5936794908889049,0.0,0.785,0.215,0.0,0.0,0.0,0.5000771552236098,0.5860124978842742,0.8,0,full_bundle,0.8,0.6,97
0.5948825360086601,0.0,0.83,0.17,0.0,0.0,0.0,0.49957097210782897,0.5939642193298502,0.8,0,full_bundle,0.8,0.6,98
0.5938222204745864,0.0,0.81,0.19,0.0,0.0,0.0,0.49912329871799116,0.5900194714694562,0.8,0,full_bundle,0.8,0.6,99
0.3521961716002753,0.9,0.0,0.1,0.0,0.73,0.17,0.21550622590598206,0.45874863287111906,0.95,1,baseline,0.95,0.6,0
0.3496546687895547,0.91,0.0,0.09,0.0,0.75,0.16,0.21233403289387254,0.45800950171103416,0.95,1,baseline,0.95,0.6,1
0.3497391891040179,0.925,0.0,0.075,0.0,0.805,0.12,0.2116512586590672,0.4550025066615103,0.95,1,baseline,0.95,0.6,2
0.34749297407123586,0.93,0.0,0.07,0.0,0.78,0.15,0.21024940452364616,0.45162051825044386,0.95,1,baseline,0.95,0.6,3
0.34934482761143676,0.915,0.0,0.085,0.0,0.755,0.16,0.21115317763249997,0.4535658316456744,0.95,1,baseline,0.95,0.6,4
0.3469928611360402,0.95,0.0,0.05,0.0,0.79,0.16,0.2095787522706808,0.4545647557307166,0.95,1,baseline,0.95,0.6,5
0.3499486937970942,0.915,0.0,0.085,0.0,0.78,0.135,0.2125705727923762,0.45722642467320784,0.95,1,baseline,0.95,0.6,6
0.3488523237110388,0.93,0.0,0.07,0.005,0.785,0.14,0.2117864675238355,0.45686773178833945,0.95,1,baseline,0.95,0.6,7
0.35058268715090746,0.94,0.0,0.06,0.0,0.845,0.095,0.2137364648844656,0.45556062504474343,0.95,1,baseline,0.95,0.6,8
0.3524081409814762,0.895,0.0,0.105,0.005,0.735,0.155,0.21219524236419005,0.4575326311022738,0.95,1,baseline,0.95,0.6,9
0.3507949104214225,0.905,0.005,0.09,0.0,0.77,0.135,0.21188397499781358,0.4546838290365794,0.95,1,baseline,0.95,0.6,10
0.3478036176266095,0.915,0.0,0.085,0.0,0.775,0.14,0.21072690019439286,0.4548460683152844,0.95,1,baseline,0.95,0.6,11
0.34729502664693235,0.935,0.005,0.06,0.0,0.745,0.19,0.20872176712665474,0.45055826376246316,0.95,1,baseline,0.95,0.6,12
0.34781046714486735,0.94,0.005,0.055,0.0,0.795,0.145,0.21067771556126055,0.4571293722033024,0.95,1,baseline,0.95,0.6,13
0.3494208740260561,0.92,0.0,0.08,0.0,0.755,0.165,0.21124299485865933,0.4527623138911063,0.95,1,baseline,0.95,0.6,14
0.35041616059895103,0.92,0.0,0.08,0.005,0.775,0.14,0.21346718135611742,0.45608574936413787,0.95,1,baseline,0.95,0.6,15
0.3503384374268139,0.92,0.0,0.08,0.0,0.77,0.15,0.21154825262611468,0.4528646020621664,0.95,1,baseline,0.95,0.6,16
0.35350915326356896,0.935,0.005,0.06,0.0,0.805,0.13,0.21519764444072956,0.4576490272229832,0.95,1,baseline,0.95,0.6,17
0.34821898110102983,0.935,0.005,0.06,0.01,0.755,0.17,0.21191639761164122,0.4534794484003414,0.95,1,baseline,0.95,0.6,18
0.35022626559515646,0.93,0.005,0.065,0.0,0.75,0.18,0.2106691966278531,0.45086766417055446,0.95,1,baseline,0.95,0.6,19
0.34840192891133354,0.92,0.0,0.08,0.0,0.75,0.17,0.21064336611041867,0.45373475125411034,0.95,1,baseline,0.95,0.6,20
0.35102079759681293,0.905,0.005,0.09,0.0,0.745,0.16,0.21333930329060863,0.4561449912554032,0.95,1,baseline,0.95,0.6,21
0.3518176834332292,0.935,0.0,0.065,0.0,0.83,0.105,0.21455910984011922,0.45608111721894345,0.95,1,baseline,0.95,0.6,22
0.34797222573552977,0.95,0.005,0.045,0.0,0.81,0.14,0.2115326719775107,0.454190546636265,0.95,1,baseline,0.95,0.6,23
0.3467860010002171,0.92,0.005,0.075,0.0,0.765,0.155,0.2095542860802062,0.4535371070165681,0.95,1,baseline,0.95,0.6,24
0.34979928874337207,0.9,0.0,0.1,0.005,0.74,0.155,0.21189608229796963,0.45817878329604966,0.95,1,baseline,0.95,0.6,25
