horizon,scenario,post_labor,run_id,sink_index,meaning_index
160,full_bundle,0.8,15,0.095,0.574118800738616
240,full_bundle,0.8,15,0.095,0.5610055185643107
80,full_bundle,0.8,16,0.085,0.5758728093597497
120,full_bundle,0.8,16,0.105,0.5720177620152538
160,full_bundle,0.8,16,0.085,0.5729014780309629
240,full_bundle,0.8,16,0.08,0.5822437245645045
80,full_bundle,0.8,17,0.095,0.578806096221659
120,full_bundle,0.8,17,0.09,0.5684568307572134
160,full_bundle,0.8,17,0.105,0.5804567767619261
240,full_bundle,0.8,17,0.08,0.5839975620236271
80,full_bundle,0.8,18,0.075,0.5815937318122727
120,full_bundle,0.8,18,0.115,0.5673238674050538
160,full_bundle,0.8,18,0.09,0.5703132892306514
240,full_bundle,0.8,18,0.1,0.5757833689854364
80,full_bundle,0.8,19,0.105,0.5807629971345145
120,full_bundle,0.8,19,0.1,0.5673553237779498
160,full_bundle,0.8,19,0.09,0.5686833788320572
240,full_bundle,0.8,19,0.09,0.5746356308239404
80,full_bundle,0.8,20,0.1,0.5753863157257796
120,full_bundle,0.8,20,0.065,0.5756360822795556
160,full_bundle,0.8,20,0.085,0.5777871006647558
240,full_bundle,0.8,20,0.095,0.5686752426095927
80,full_bundle,0.8,21,0.075,0.5642847966183558
120,full_bundle,0.8,21,0.115,0.5710910462970554
160,full_bundle,0.8,21,0.105,0.5722023032888308
240,full_bundle,0.8,21,0.065,0.5903604396615678
80,full_bundle,0.8,22,0.09,0.5668440846017462
120,full_bundle,0.8,22,0.095,0.574122461721013
160,full_bundle,0.8,22,0.105,0.5696163638416724
240,full_bundle,0.8,22,0.115,0.5729490308902144
80,full_bundle,0.8,23,0.09,0.5659260832423599
120,full_bundle,0.8,23,0.09,0.580575077665151
160,full_bundle,0.8,23,0.1,0.5751214239928693
240,full_bundle,0.8,23,0.085,0.5826494414696053
80,full_bundle,0.8,24,0.065,0.5895623829069112
120,full_bundle,0.8,24,0.1,0.57588356353322
160,full_bundle,0.8,24,0.045,0.5807714375604508
240,full_bundle,0.8,24,0.095,0.5677193188187393
80,full_bundle,0.8,25,0.115,0.5618008436628891
120,full_bundle,0.8,25,0.12,0.5662571672943946
160,full_bundle,0.8,25,0.11,0.5709680223845777
240,full_bundle,0.8,25,0.105,0.5653020324377976
80,full_bundle,0.8,26,0.09,0.5743898733731171
120,full_bundle,0.8,26,0.08,0.5847426368882737
160,full_bundle,0.8,26,0.125,0.5674214063066921
240,full_bundle,0.8,26,0.045,0.5922742204108457
80,full_bundle,0.8,27,0.075,0.5762671652078604
120,full_bundle,0.8,27,0.14,0.5515252547177407
160,full_bundle,0.8,27,0.11,0.566288912286806
240,full_bundle,0.8,27,0.1,0.581137474162824
80,full_bundle,0.8,28,0.08,0.5785837624449308
120,full_bundle,0.8,28,0.08,0.588073501863543
160,full_bundle,0.8,28,0.1,0.5729064429137171
240,full_bundle,0.8,28,0.085,0.5847243178112308
80,full_bundle,0.8,29,0.085,0.5814995389758788
120,full_bundle,0.8,29,0.095,0.57414756676661
160,full_bundle,0.8,29,0.08,0.5781366436853898
240,full_bundle,0.8,29,0.135,0.5556025471913868
80,full_bundle,0.8,30,0.08,0.5628416116576449
120,full_bundle,0.8,30,0.115,0.5635549874832837
160,full_bundle,0.8,30,0.06,0.5791609967809528
240,full_bundle,0.8,30,0.055,0.5909574383253152
80,full_bundle,0.8,31,0.07,0.5756763617681667
120,full_bundle,0.8,31,0.085,0.5731172731868653
160,full_bundle,0.8,31,0.07,0.588510028200927
240,full_bundle,0.8,31,0.06,0.5961624781620328
80,full_bundle,0.8,32,0.135,0.5631777118006911
120,full_bundle,0.8,32,0.09,0.5705088295602921
160,full_bundle,0.8,32,0.125,0.5746061164211866
240,full_bundle,0.8,32,0.06,0.5768550099743276
80,full_bundle,0.8,33,0.085,0.5877443591390299
120,full_bundle,0.8,33,0.085,0.574162028146758
160,full_bundle,0.8,33,0.095,0.5742266286732101
240,full_bundle,0.8,33,0.11,0.5735646288400426
80,full_bundle,0.8,34,0.065,0.5817858110436746
120,full_bundle,0.8,34,0.065,0.582735383131456
160,full_bundle,0.8,34,0.1,0.5782325746947801
240,full_bundle,0.8,34,0.11,0.5602517132261241
80,full_bundle,0.8,35,0.135,0.5620009504216091
120,full_bundle,0.8,35,0.08,0.5807850757288139
160,full_bundle,0.8,35,0.07,0.5811701808419913
240,full_bundle,0.8,35,0.06,0.5787604523237588
80,full_bundle,0.8,36,0.1,0.5734173782189028
120,full_bundle,0.8,36,0.075,0.5780454801809327
160,full_bundle,0.8,36,0.12,0.5694384154683818
240,full_bundle,0.8,36,0.08,0.5737267283000422
80,full_bundle,0.8,37,0.09,0.5865502339911748
120,full_bundle,0.8,37,0.065,0.5944874500559834
160,full_bundle,0.8,37,0.085,0.5944859516653509
240,full_bundle,0.8,37,0.075,0.5844495901161756
80,full_bundle,0.8,38,0.11,0.5784354454688614
120,full_bundle,0.8,38,0.085,0.5748339826156795
160,full_bundle,0.8,38,0.08,0.5785327591107898
240,full_bundle,0.8,38,0.06,0.5747154800550933
80,full_bundle,0.8,39,0.08,0.5722985628707891
120,full_bundle,0.8,39,0.105,0.5719769195319431
160,full_bundle,0.8,39,0.14,0.5612141485737493
240,full_bundle,0.8,39,0.11,0.5808520991750257
80,full_bundle,0.8,40,0.055,0.5770776904291092
120,full_bundle,0.8,40,0.095,0.5719798294244265
160,full_bundle,0.8,40,0.07,0.5808662844765335
240,full_bundle,0.8,40,0.085,0.5715185835419614
80,full_bundle,0.8,41,0.085,0.5731784949110684
120,full_bundle,0.8,41,0.045,0.5868010179196638
160,full_bundle,0.8,41,0.085,0.5873988079820038
240,full_bundle,0.8,41,0.1,0.573028612643298
80,full_bundle,0.8,42,0.095,0.5832273474434279
120,full_bundle,0.8,42,0.115,0.5668601391689791
160,full_bundle,0.8,42,0.12,0.5727991165713009
240,full_bundle,0.8,42,0.09,0.5767012271628085
80,full_bundle,0.8,43,0.105,0.5686695579690358
120,full_bundle,0.8,43,0.095,0.5721540051515466
160,full_bundle,0.8,43,0.06,0.5893590092633922
240,full_bundle,0.8,43,0.09,0.5844379802636122
80,full_bundle,0.8,44,0.07,0.5827700207483107
120,full_bundle,0.8,44,0.045,0.5871696088350912
160,full_bundle,0.8,44,0.06,0.5822527156680664
240,full_bundle,0.8,44,0.12,0.5768326160029236
80,full_bundle,0.8,45,0.08,0.5748776436008604
120,full_bundle,0.8,45,0.13,0.5638751500419498
160,full_bundle,0.8,45,0.105,0.5661831681703596
240,full_bundle,0.8,45,0.055,0.5826341273901555
80,full_bundle,0.8,46,0.09,0.5775603938724444
120,full_bundle,0.8,46,0.075,0.5811731718342519
160,full_bundle,0.8,46,0.115,0.5658632194177031
240,full_bundle,0.8,46,0.08,0.5695307891381663
80,full_bundle,0.8,47,0.105,0.5735015314685193
120,full_bundle,0.8,47,0.065,0.5827326157666102
160,full_bundle,0.8,47,0.075,0.5862119756419472
240,full_bundle,0.8,47,0.06,0.5721193692709875
80,full_bundle,0.8,48,0.12,0.571982945340547
120,full_bundle,0.8,48,0.095,0.5655318153203459
160,full_bundle,0.8,48,0.085,0.5754059835873885
240,full_bundle,0.8,48,0.11,0.5718093193491991
80,full_bundle,0.8,49,0.085,0.5753125484872789
120,full_bundle,0.8,49,0.045,0.5918695357630529
160,full_bundle,0.8,49,0.09,0.5796497140576248
240,full_bundle,0.8,49,0.09,0.5769603522108383
80,baseline,0.95,0,0.78,0.328516833283077
120,baseline,0.95,0,0.775,0.34298971937935735
160,baseline,0.95,0,0.82,0.32571251627356923
240,baseline,0.95,0,0.775,0.32514528279858895
80,baseline,0.95,1,0.805,0.34033034038614773
120,baseline,0.95,1,0.795,0.33375121631134425
160,baseline,0.95,1,0.75,0.3445786263886644
240,baseline,0.95,1,0.755,0.3434880417309835
80,baseline,0.95,2,0.795,0.32659288158247224
120,baseline,0.95,2,0.805,0.32900662127469077
160,baseline,0.95,2,0.755,0.3371828712861992
240,baseline,0.95,2,0.835,0.32303244098163647
80,baseline,0.95,3,0.84,0.3280824705093539
120,baseline,0.95,3,0.82,0.32506436875356715
160,baseline,0.95,3,0.835,0.31544330717106317
240,baseline,0.95,3,0.8,0.32606512251499964
80,baseline,0.95,4,0.79,0.3348772047549127
120,baseline,0.95,4,0.815,0.3169859049989982
160,baseline,0.95,4,0.83,0.32719487516024415
240,baseline,0.95,4,0.81,0.32279559071153974
80,baseline,0.95,5,0.805,0.33122021030452287
120,baseline,0.95,5,0.775,0.33478183954978674
160,baseline,0.95,5,0.735,0.34525966398740493
240,baseline,0.95,5,0.84,0.3241698549070911
80,baseline,0.95,6,0.755,0.3390410438093518
120,baseline,0.95,6,0.81,0.32466900671592014
160,baseline,0.95,6,0.78,0.3295773956939167
240,baseline,0.95,6,0.75,0.3403037233859079
80,baseline,0.95,7,0.835,0.3178987733189406
120,baseline,0.95,7,0.78,0.3301570408743972
160,baseline,0.95,7,0.815,0.3219843765875295
240,baseline,0.95,7,0.815,0.32625596141043883
80,baseline,0.95,8,0.815,0.3222681686129791
120,baseline,0.95,8,0.815,0.3279598762989043
160,baseline,0.95,8,0.785,0.3361760170190546
240,baseline,0.95,8,0.76,0.33732297346261314
80,baseline,0.95,9,0.775,0.3368784787878646
120,baseline,0.95,9,0.835,0.31339776099672073
160,baseline,0.95,9,0.83,0.3286757266321541
240,baseline,0.95,9,0.735,0.33430320172717964
80,baseline,0.95,10,0.755,0.3409054336580803
120,baseline,0.95,10,0.82,0.3243082986263898
160,baseline,0.95,10,0.875,0.31857040812914034
240,baseline,0.95,10,0.8,0.32822186362252187
80,baseline,0.95,11,0.755,0.33202434718944757
120,baseline,0.95,11,0.825,0.32189696760310677
160,baseline,0.95,11,0.81,0.3230460464147912
240,baseline,0.95,11,0.77,0.3324185817510276
80,baseline,0.95,12,0.795,0.32424977594609694
120,baseline,0.95,12,0.775,0.33649843257169876
160,baseline,0.95,12,0.82,0.3227651149922764
240,baseline,0.95,12,0.76,0.340353377013076
80,baseline,0.95,13,0.78,0.32731866005501126
120,baseline,0.95,13,0.78,0.3332722665473868
160,baseline,0.95,13,0.76,0.3348799842136239
240,baseline,0.95,13,0.8,0.329562735867532
80,baseline,0.95,14,0.79,0.3283626609877102
120,baseline,0.95,14,0.805,0.327126674829251
160,baseline,0.95,14,0.745,0.34307644909088736
240,baseline,0.95,14,0.82,0.32899889978121793
80,baseline,0.95,15,0.8,0.3288829843353313
120,baseline,0.95,15,0.755,0.3355031292410166
160,baseline,0.95,15,0.74,0.3390659258245064
240,baseline,0.95,15,0.795,0.3289493991175226
80,baseline,0.95,16,0.765,0.3362466591182958
120,baseline,0.95,16,0.805,0.3166002772747747
160,baseline,0.95,16,0.755,0.32982410610307605
240,baseline,0.95,16,0.765,0.3303173457990141
80,baseline,0.95,17,0.765,0.3324464722319958
120,baseline,0.95,17,0.81,0.324306795716397
160,baseline,0.95,17,0.81,0.32416911242029484
240,baseline,0.95,17,0.795,0.3285568097345667
80,baseline,0.95,18,0.81,0.3240911619350356
120,baseline,0.95,18,0.765,0.340499994581257
160,baseline,0.95,18,0.8,0.3165313363501018
240,baseline,0.95,18,0.77,0.32241601185351276
80,baseline,0.95,19,0.755,0.3295585816697937
120,baseline,0.95,19,0.825,0.3213994986606151
160,baseline,0.95,19,0.765,0.33443392193020327
240,baseline,0.95,19,0.795,0.3362894923433241
80,baseline,0.95,20,0.735,0.34514367551079145
120,baseline,0.95,20,0.835,0.31268702016406663
160,baseline,0.95,20,0.79,0.3239568944302185
240,baseline,0.95,20,0.77,0.3346509214798231
80,baseline,0.95,21,0.78,0.3402829764635678
120,baseline,0.95,21,0.83,0.31611475146013274
160,baseline,0.95,21,0.8,0.3258621662522498
240,baseline,0.95,21,0.69,0.3536783846600467
80,baseline,0.95,22,0.785,0.32664569594253023
120,baseline,0.95,22,0.75,0.3411978139845992
160,baseline,0.95,22,0.795,0.32542701231069543
240,baseline,0.95,22,0.86,0.3096935747873544
80,baseline,0.95,23,0.8,0.31232368796585247
120,baseline,0.95,23,0.775,0.34082696741591895
160,baseline,0.95,23,0.785,0.33090824748463066
240,baseline,0.95,23,0.815,0.330053290087865
80,baseline,0.95,24,0.805,0.3186843888509365
120,baseline,0.95,24,0.8,0.331316741628789
160,baseline,0.95,24,0.77,0.33271063267814044
240,baseline,0.95,24,0.785,0.33535331932695445
80,baseline,0.95,25,0.785,0.32234364191592063
120,baseline,0.95,25,0.8,0.3339080792909411
160,baseline,0.95,25,0.77,0.3325930186879974
240,baseline,0.95,25,0.785,0.3305235381490702
80,baseline,0.95,26,0.81,0.3252028838080291
120,baseline,0.95,26,0.75,0.33859751707160696
160,baseline,0.95,26,0.82,0.32819183518540096
240,baseline,0.95,26,0.795,0.3276290008110517
80,baseline,0.95,27,0.8,0.3209229113346541
120,baseline,0.95,27,0.845,0.3224666667112029
160,baseline,0.95,27,0.82,0.32584339986209854
240,baseline,0.95,27,0.785,0.3303518731300769
80,baseline,0.95,28,0.83,0.31951538100416954
120,baseline,0.95,28,0.76,0.33505774403732275
160,baseline,0.95,28,0.765,0.34096188874525524
240,baseline,0.95,28,0.785,0.3317599951726683
80,baseline,0.95,29,0.8,0.3270832599994189
120,baseline,0.95,29,0.775,0.3256613847148603
160,baseline,0.95,29,0.81,0.321119324142461
240,baseline,0.95,29,0.765,0.33085464209469495
80,baseline,0.95,30,0.74,0.3421354629509773
120,baseline,0.95,30,0.82,0.31852586675525474
160,baseline,0.95,30,0.785,0.3283008960890544
240,baseline,0.95,30,0.795,0.33391951538194475
80,baseline,0.95,31,0.76,0.33816662719443136
120,baseline,0.95,31,0.81,0.32880128035119155
160,baseline,0.95,31,0.78,0.3323003154754477
240,baseline,0.95,31,0.79,0.33470939276889994
80,baseline,0.95,32,0.775,0.34107577102450193
120,baseline,0.95,32,0.765,0.3398090891471614
160,baseline,0.95,32,0.8,0.31629052881410546
240,baseline,0.95,32,0.81,0.3300000355134276
80,baseline,0.95,33,0.805,0.32990137907295375
120,baseline,0.95,33,0.76,0.32639708326840194
160,baseline,0.95,33,0.785,0.3400147715965921
240,baseline,0.95,33,0.785,0.3270807176877101
80,baseline,0.95,34,0.805,0.3240157637178659
120,baseline,0.95,34,0.82,0.3285974222531615
160,baseline,0.95,34,0.785,0.3259805270851237
240,baseline,0.95,34,0.775,0.3382494290897625
80,baseline,0.95,35,0.79,0.3235686380003152
120,baseline,0.95,35,0.77,0.33582997875591786
160,baseline,0.95,35,0.785,0.33904086586478016
240,baseline,0.95,35,0.785,0.33083547195979846
80,baseline,0.95,36,0.74,0.33551282453337306
120,baseline,0.95,36,0.8,0.3248946053113272
160,baseline,0.95,36,0.825,0.32630558157088957
240,baseline,0.95,36,0.815,0.3232862164866206
80,baseline,0.95,37,0.725,0.34631550073519324
120,baseline,0.95,37,0.77,0.3329629593962744
160,baseline,0.95,37,0.795,0.332605404720356
240,baseline,0.95,37,0.755,0.34166875799880153
80,baseline,0.95,38,0.775,0.3312761791820218
120,baseline,0.95,38,0.775,0.322339932697083
160,baseline,0.95,38,0.79,0.32851194200657136
240,baseline,0.95,38,0.735,0.3419496649608275
80,baseline,0.95,39,0.775,0.3380576800489724
120,baseline,0.95,39,0.815,0.3176888960104992
160,baseline,0.95,39,0.77,0.34148516366079557
240,baseline,0.95,39,0.805,0.3182108264184165
80,baseline,0.95,40,0.795,0.33082488862793313
120,baseline,0.95,40,0.84,0.32511406853552793
160,baseline,0.95,40,0.77,0.3400089350879044
240,baseline,0.95,40,0.74,0.3413304710049156
80,baseline,0.95,41,0.79,0.32474418881907696
120,baseline,0.95,41,0.785,0.3308514008099548
160,baseline,0.95,41,0.81,0.33129680594726835
240,baseline,0.95,41,0.81,0.3289219156785672
80,baseline,0.95,42,0.805,0.3221791921208663
120,baseline,0.95,42,0.765,0.3316010562819848
160,baseline,0.95,42,0.775,0.3252368918637892
240,baseline,0.95,42,0.855,0.3126185988844843
80,baseline,0.95,43,0.79,0.3390206091213195
120,baseline,0.95,43,0.78,0.3335087487085484
160,baseline,0.95,43,0.8,0.329897789581741
240,baseline,0.95,43,0.81,0.3379705918150704
80,baseline,0.95,44,0.815,0.3312793684506947
120,baseline,0.95,44,0.75,0.3353942235364808
160,baseline,0.95,44,0.75,0.3429543576799794
240,baseline,0.95,44,0.73,0.33378298281787155
80,baseline,0.95,45,0.8,0.33445169081137055
120,baseline,0.95,45,0.78,0.3360328844362988
160,baseline,0.95,45,0.765,0.3317812718556722
240,baseline,0.95,45,0.825,0.3198745157654843
80,baseline,0.95,46,0.775,0.33351835971448524
120,baseline,0.95,46,0.74,0.33293361313990594
160,baseline,0.95,46,0.755,0.3347712590283804
240,baseline,0.95,46,0.795,0.3236519028671999
80,baseline,0.95,47,0.81,0.32248686485910966
120,baseline,0.95,47,0.87,0.31702242367296796
160,baseline,0.95,47,0.77,0.3377903285650172
240,baseline,0.95,47,0.845,0.3111352467398612
80,baseline,0.95,48,0.795,0.3380004054775842
120,baseline,0.95,48,0.795,0.32505596123477276
160,baseline,0.95,48,0.77,0.32810087103910485
240,baseline,0.95,48,0.78,0.3239152303867266
80,baseline,0.95,49,0.82,0.32262118551728447
120,baseline,0.95,49,0.79,0.3246064865468825
160,baseline,0.95,49,0.81,0.31937310285024806
240,baseline,0.95,49,0.83,0.31373398718475193
80,ubi_only,0.95,0,0.495,0.41618955260650004
120,ubi_only,0.95,0,0.435,0.43358628217863304
160,ubi_only,0.95,0,0.52,0.41370278383745046
240,ubi_only,0.95,0,0.56,0.4107745250419056
80,ubi_only,0.95,1,0.445,0.43142473270653975
120,ubi_only,0.95,1,0.5,0.4211417651768694
160,ubi_only,0.95,1,0.445,0.43227903292274655
240,ubi_only,0.95,1,0.445,0.43206334698505494
80,ubi_only,0.95,2,0.56,0.41217503153031276
120,ubi_only,0.95,2,0.52,0.41617471730815303
160,ubi_only,0.95,2,0.5,0.4254532071098822
240,ubi_only,0.95,2,0.565,0.40822105675766696
80,ubi_only,0.95,3,0.52,0.41751380736631183
120,ubi_only,0.95,3,0.505,0.4128934938793314
160,ubi_only,0.95,3,0.58,0.4024424757612195
240,ubi_only,0.95,3,0.51,0.41407600468896805
80,ubi_only,0.95,4,0.555,0.4204433806299792
120,ubi_only,0.95,4,0.585,0.40356405639806137
160,ubi_only,0.95,4,0.49,0.4184374985168672
240,ubi_only,0.95,4,0.55,0.40922422046921025
80,ubi_only,0.95,5,0.475,0.4211958741410539
120,ubi_only,0.95,5,0.485,0.42310266983514283
160,ubi_only,0.95,5,0.48,0.43153297348044295
240,ubi_only,0.95,5,0.555,0.4135204022239549
80,ubi_only,0.95,6,0.495,0.4259666424751197
120,ubi_only,0.95,6,0.535,0.4132281706683487
160,ubi_only,0.95,6,0.515,0.4157711930029651
240,ubi_only,0.95,6,0.46,0.42818099080934646
80,ubi_only,0.95,7,0.51,0.40851007534662215
120,ubi_only,0.95,7,0.525,0.4176614848945314
160,ubi_only,0.95,7,0.58,0.40927512138971744
240,ubi_only,0.95,7,0.55,0.4118296628459781
80,ubi_only,0.95,8,0.535,0.41123642303534824
120,ubi_only,0.95,8,0.55,0.41428525810437244
160,ubi_only,0.95,8,0.49,0.4227622462594164
240,ubi_only,0.95,8,0.475,0.4249861636379395
80,ubi_only,0.95,9,0.455,0.4249187681448919
120,ubi_only,0.95,9,0.595,0.39912305635158346
160,ubi_only,0.95,9,0.475,0.4176577478191698
240,ubi_only,0.95,9,0.51,0.41905905948024236
80,ubi_only,0.95,10,0.48,0.4309761736726264
120,ubi_only,0.95,10,0.56,0.4109117548800738
160,ubi_only,0.95,10,0.54,0.4106494800585163
240,ubi_only,0.95,10,0.52,0.41364282651669826
80,ubi_only,0.95,11,0.525,0.41913196258173735
120,ubi_only,0.95,11,0.555,0.40908245436035523
160,ubi_only,0.95,11,0.54,0.40776415784628456
240,ubi_only,0.95,11,0.49,0.41962204298252975
80,ubi_only,0.95,12,0.535,0.4114895073181634
120,ubi_only,0.95,12,0.495,0.42525823867748863
160,ubi_only,0.95,12,0.555,0.40958349985601505
240,ubi_only,0.95,12,0.48,0.42821189568903795
80,ubi_only,0.95,13,0.49,0.4151278493279459
120,ubi_only,0.95,13,0.52,0.4214285783560374
160,ubi_only,0.95,13,0.5,0.4214243319084583
240,ubi_only,0.95,13,0.555,0.41357674091023694
80,ubi_only,0.95,14,0.52,0.4142329067263044
120,ubi_only,0.95,14,0.485,0.4172016776923445
160,ubi_only,0.95,14,0.465,0.4296489347685173
240,ubi_only,0.95,14,0.48,0.4194290995630376
80,ubi_only,0.95,15,0.535,0.41398373925274606
120,ubi_only,0.95,15,0.525,0.41994232644279833
160,ubi_only,0.95,15,0.475,0.4261988533192796
240,ubi_only,0.95,15,0.485,0.4174973298192419
80,ubi_only,0.95,16,0.475,0.4241290035792483
120,ubi_only,0.95,16,0.61,0.40061703354496275
160,ubi_only,0.95,16,0.53,0.413791022233907
240,ubi_only,0.95,16,0.53,0.4169626870386135
80,ubi_only,0.95,17,0.495,0.41913796455941005
120,ubi_only,0.95,17,0.51,0.41404177505749373
160,ubi_only,0.95,17,0.495,0.4123462001988977
240,ubi_only,0.95,17,0.58,0.41086375215102144
80,ubi_only,0.95,18,0.545,0.4098171638826841
120,ubi_only,0.95,18,0.485,0.4275747436156091
160,ubi_only,0.95,18,0.58,0.39990548075494614
240,ubi_only,0.95,18,0.565,0.4076020171767248
80,ubi_only,0.95,19,0.565,0.4123960261260976
120,ubi_only,0.95,19,0.555,0.4079790425999594
160,ubi_only,0.95,19,0.49,0.42330672575305284
240,ubi_only,0.95,19,0.485,0.4252312826330023
80,ubi_only,0.95,20,0.495,0.4319872646873314
120,ubi_only,0.95,20,0.62,0.3986419823458607
160,ubi_only,0.95,20,0.54,0.41040688100190187
240,ubi_only,0.95,20,0.525,0.42296759547610674
80,ubi_only,0.95,21,0.485,0.42706711922051865
120,ubi_only,0.95,21,0.545,0.402998745680307
160,ubi_only,0.95,21,0.51,0.41309906466906726
240,ubi_only,0.95,21,0.445,0.4412699221710507
80,ubi_only,0.95,22,0.55,0.4126286452223428
120,ubi_only,0.95,22,0.515,0.42554306348152227
160,ubi_only,0.95,22,0.545,0.4107958313733197
240,ubi_only,0.95,22,0.58,0.3957793547045071
80,ubi_only,0.95,23,0.61,0.3954215862895482
120,ubi_only,0.95,23,0.49,0.42691927301140015
160,ubi_only,0.95,23,0.495,0.4195080588514756
240,ubi_only,0.95,23,0.56,0.41646339957885076
80,ubi_only,0.95,24,0.615,0.4030587572309804
120,ubi_only,0.95,24,0.525,0.4188109891688677
160,ubi_only,0.95,24,0.505,0.4199924582877957
240,ubi_only,0.95,24,0.465,0.4230271895158516
80,ubi_only,0.95,25,0.575,0.4071208395505201
120,ubi_only,0.95,25,0.49,0.42337950021117654
160,ubi_only,0.95,25,0.525,0.41867233126222614
240,ubi_only,0.95,25,0.51,0.4182016517644772
80,ubi_only,0.95,26,0.58,0.41058063275067797
120,ubi_only,0.95,26,0.49,0.4260954671639992
160,ubi_only,0.95,26,0.485,0.41798043311854166
240,ubi_only,0.95,26,0.49,0.41806344106579746
80,ubi_only,0.95,27,0.55,0.40608356757416003
120,ubi_only,0.95,27,0.54,0.4099224024818821
160,ubi_only,0.95,27,0.56,0.4122651905836821
240,ubi_only,0.95,27,0.495,0.41700408359210756
80,ubi_only,0.95,28,0.565,0.4066003850611116
120,ubi_only,0.95,28,0.465,0.42431844370400396
160,ubi_only,0.95,28,0.49,0.42844441733811095
240,ubi_only,0.95,28,0.52,0.41746944666538693
80,ubi_only,0.95,29,0.54,0.4144461493928307
120,ubi_only,0.95,29,0.515,0.4116473734258588
160,ubi_only,0.95,29,0.565,0.40876988232071876
240,ubi_only,0.95,29,0.525,0.41570449904730666
80,ubi_only,0.95,30,0.475,0.42653656752477176
120,ubi_only,0.95,30,0.565,0.4053670763076875
160,ubi_only,0.95,30,0.535,0.41516369685430193
240,ubi_only,0.95,30,0.5,0.42081790160252297
80,ubi_only,0.95,31,0.525,0.4208578923921179
120,ubi_only,0.95,31,0.55,0.41606547324407017
160,ubi_only,0.95,31,0.505,0.4187391154739275
240,ubi_only,0.95,31,0.45,0.4243256515008128
80,ubi_only,0.95,32,0.485,0.43000599226805775
120,ubi_only,0.95,32,0.49,0.42840486509481146
160,ubi_only,0.95,32,0.55,0.40301299853220895
240,ubi_only,0.95,32,0.485,0.4200887690774357
80,ubi_only,0.95,33,0.48,0.4208252778059314
120,ubi_only,0.95,33,0.545,0.41115074285685776
160,ubi_only,0.95,33,0.5,0.42826772509147126
240,ubi_only,0.95,33,0.535,0.4118370429439135
80,ubi_only,0.95,34,0.52,0.4121030498297186
120,ubi_only,0.95,34,0.54,0.4143367510750194
160,ubi_only,0.95,34,0.57,0.4107968879488875
240,ubi_only,0.95,34,0.425,0.4299721420131812
80,ubi_only,0.95,35,0.51,0.41150031304573
120,ubi_only,0.95,35,0.51,0.42370050652966723
160,ubi_only,0.95,35,0.525,0.4269715412455911
240,ubi_only,0.95,35,0.58,0.41668300007255993
80,ubi_only,0.95,36,0.485,0.42116455820039406
120,ubi_only,0.95,36,0.54,0.411682594513853
160,ubi_only,0.95,36,0.555,0.41271451698324824
240,ubi_only,0.95,36,0.52,0.40956697443942075
80,ubi_only,0.95,37,0.45,0.43358819181220626
120,ubi_only,0.95,37,0.48,0.4220344200348628
160,ubi_only,0.95,37,0.485,0.4230044126138188
240,ubi_only,0.95,37,0.48,0.42967041393620437
80,ubi_only,0.95,38,0.485,0.41809286620976666
120,ubi_only,0.95,38,0.555,0.40691506089693547
160,ubi_only,0.95,38,0.55,0.4134121994838529
240,ubi_only,0.95,38,0.51,0.4265839909627963
80,ubi_only,0.95,39,0.465,0.4249547608090038
120,ubi_only,0.95,39,0.605,0.40264108776839885
160,ubi_only,0.95,39,0.445,0.43010702742769474
240,ubi_only,0.95,39,0.545,0.4039030403485945
80,ubi_only,0.95,40,0.495,0.4196854302984766
120,ubi_only,0.95,40,0.515,0.41363279966383487
160,ubi_only,0.95,40,0.435,0.4319654476948728
240,ubi_only,0.95,40,0.495,0.42946011542386825
80,ubi_only,0.95,41,0.535,0.4104331114596589
120,ubi_only,0.95,41,0.49,0.42044147593057324
160,ubi_only,0.95,41,0.475,0.4210556413882931
240,ubi_only,0.95,41,0.52,0.4153665370385044
80,ubi_only,0.95,42,0.54,0.4082836707597579
120,ubi_only,0.95,42,0.5,0.41808823622296726
160,ubi_only,0.95,42,0.545,0.41056210850704844
240,ubi_only,0.95,42,0.6,0.39975507094663165
80,ubi_only,0.95,43,0.49,0.42769739891880776
120,ubi_only,0.95,43,0.455,0.42352646993338156
160,ubi_only,0.95,43,0.51,0.41718237970190203
240,ubi_only,0.95,43,0.505,0.4245591393440222
80,ubi_only,0.95,44,0.48,0.42006684955240076
120,ubi_only,0.95,44,0.535,0.41992417025439077
160,ubi_only,0.95,44,0.485,0.42969645599957884
240,ubi_only,0.95,44,0.505,0.4196734123133423
80,ubi_only,0.95,45,0.505,0.42131914567192963
120,ubi_only,0.95,45,0.48,0.42491688631149976
160,ubi_only,0.95,45,0.5,0.41780232811475904
240,ubi_only,0.95,45,0.54,0.4051339342683711
80,ubi_only,0.95,46,0.515,0.42007809822804615
120,ubi_only,0.95,46,0.505,0.4202012191281846
160,ubi_only,0.95,46,0.5,0.42017009627336566
240,ubi_only,0.95,46,0.53,0.4109143707950706
80,ubi_only,0.95,47,0.525,0.4096645052340978
120,ubi_only,0.95,47,0.56,0.40583178301799194
160,ubi_only,0.95,47,0.48,0.42594121147150404
240,ubi_only,0.95,47,0.58,0.3951413233194655
80,ubi_only,0.95,48,0.5,0.42609900017099295
120,ubi_only,0.95,48,0.54,0.4096293185935924
160,ubi_only,0.95,48,0.56,0.41415804140873874
