horizon,scenario,post_labor,run_id,sink_index,meaning_index
120,full_bundle,0.5,32,0.055,0.6248783056009635
160,full_bundle,0.5,32,0.045,0.6204479456508885
240,full_bundle,0.5,32,0.035,0.6221926065632125
80,full_bundle,0.5,33,0.035,0.6324138977695415
120,full_bundle,0.5,33,0.035,0.6296990192476537
160,full_bundle,0.5,33,0.05,0.6378237548122827
240,full_bundle,0.5,33,0.035,0.6417896685499295
80,full_bundle,0.5,34,0.02,0.6284255261379985
120,full_bundle,0.5,34,0.04,0.6398669075198633
160,full_bundle,0.5,34,0.025,0.621883382059938
240,full_bundle,0.5,34,0.045,0.6348850112371411
80,full_bundle,0.5,35,0.01,0.6387470105121316
120,full_bundle,0.5,35,0.065,0.618885724284928
160,full_bundle,0.5,35,0.04,0.6313384531105047
240,full_bundle,0.5,35,0.045,0.6207325833843016
80,full_bundle,0.5,36,0.035,0.6369751565597528
120,full_bundle,0.5,36,0.05,0.6258552145130004
160,full_bundle,0.5,36,0.055,0.6172904050491609
240,full_bundle,0.5,36,0.035,0.6264031619155537
80,full_bundle,0.5,37,0.04,0.6283513023247335
120,full_bundle,0.5,37,0.025,0.6272305583207703
160,full_bundle,0.5,37,0.035,0.623018502756949
240,full_bundle,0.5,37,0.045,0.6348529161748823
80,full_bundle,0.5,38,0.03,0.622685050981283
120,full_bundle,0.5,38,0.025,0.6241656267683257
160,full_bundle,0.5,38,0.045,0.619556477647118
240,full_bundle,0.5,38,0.04,0.6179191638923686
80,full_bundle,0.5,39,0.055,0.6359084927924696
120,full_bundle,0.5,39,0.025,0.6258507773165323
160,full_bundle,0.5,39,0.025,0.62887100894965
240,full_bundle,0.5,39,0.05,0.6173847808010055
80,full_bundle,0.5,40,0.045,0.6402523485303704
120,full_bundle,0.5,40,0.035,0.61803487824366
160,full_bundle,0.5,40,0.03,0.6355217352313303
240,full_bundle,0.5,40,0.04,0.6273878411678397
80,full_bundle,0.5,41,0.035,0.6318298849438746
120,full_bundle,0.5,41,0.02,0.6311050698570676
160,full_bundle,0.5,41,0.025,0.6284220891947039
240,full_bundle,0.5,41,0.035,0.6241826990593032
80,full_bundle,0.5,42,0.05,0.6147672137262898
120,full_bundle,0.5,42,0.04,0.6189877305838076
160,full_bundle,0.5,42,0.03,0.6216067023152532
240,full_bundle,0.5,42,0.035,0.6291453606436346
80,full_bundle,0.5,43,0.035,0.6358444337206397
120,full_bundle,0.5,43,0.045,0.6340852401847776
160,full_bundle,0.5,43,0.035,0.6291125082406194
240,full_bundle,0.5,43,0.04,0.6283870899188422
80,full_bundle,0.5,44,0.015,0.6380671869958084
120,full_bundle,0.5,44,0.055,0.6295080966134323
160,full_bundle,0.5,44,0.025,0.6354897668669027
240,full_bundle,0.5,44,0.035,0.6287122525002355
80,full_bundle,0.5,45,0.05,0.6308287717034521
120,full_bundle,0.5,45,0.06,0.6218996420501444
160,full_bundle,0.5,45,0.025,0.6284050142403236
240,full_bundle,0.5,45,0.035,0.6253706491721983
80,full_bundle,0.5,46,0.025,0.6256959127870174
120,full_bundle,0.5,46,0.015,0.6310775488136428
160,full_bundle,0.5,46,0.02,0.639188344282446
240,full_bundle,0.5,46,0.045,0.6301684025344504
80,full_bundle,0.5,47,0.03,0.6335914495954142
120,full_bundle,0.5,47,0.045,0.6387057661980833
160,full_bundle,0.5,47,0.03,0.6404872849352304
240,full_bundle,0.5,47,0.065,0.626954758257993
80,full_bundle,0.5,48,0.045,0.6391886889846351
120,full_bundle,0.5,48,0.035,0.629834241894272
160,full_bundle,0.5,48,0.045,0.6310958768483023
240,full_bundle,0.5,48,0.03,0.6248076356063312
80,full_bundle,0.5,49,0.035,0.6380317598630375
120,full_bundle,0.5,49,0.03,0.6261606542880818
160,full_bundle,0.5,49,0.035,0.629392903437259
240,full_bundle,0.5,49,0.035,0.6308299826637963
80,baseline,0.8,0,0.635,0.3781711536656065
120,baseline,0.8,0,0.63,0.3874326631403245
160,baseline,0.8,0,0.585,0.39323668320165917
240,baseline,0.8,0,0.695,0.3690225326981516
80,baseline,0.8,1,0.635,0.38602544817792916
120,baseline,0.8,1,0.65,0.3757610479368711
160,baseline,0.8,1,0.55,0.39451194482185137
240,baseline,0.8,1,0.645,0.37777799154261743
80,baseline,0.8,2,0.61,0.38620684292601754
120,baseline,0.8,2,0.59,0.39406786600546895
160,baseline,0.8,2,0.605,0.38475421507100616
240,baseline,0.8,2,0.57,0.39739793466047674
80,baseline,0.8,3,0.61,0.38580402038204553
120,baseline,0.8,3,0.555,0.39733160893296415
160,baseline,0.8,3,0.59,0.38389506055934725
240,baseline,0.8,3,0.64,0.3814538760144842
80,baseline,0.8,4,0.64,0.3853529099494666
120,baseline,0.8,4,0.655,0.37683365119514745
160,baseline,0.8,4,0.645,0.38622374356261735
240,baseline,0.8,4,0.665,0.36886700943328066
80,baseline,0.8,5,0.605,0.39355735257476027
120,baseline,0.8,5,0.575,0.39609445594014103
160,baseline,0.8,5,0.635,0.3902809309265474
240,baseline,0.8,5,0.615,0.39302217395952527
80,baseline,0.8,6,0.615,0.38351183978970627
120,baseline,0.8,6,0.64,0.37699193811792503
160,baseline,0.8,6,0.64,0.36677160063322845
240,baseline,0.8,6,0.65,0.37942794894835236
80,baseline,0.8,7,0.59,0.3888224486625998
120,baseline,0.8,7,0.645,0.38451781401809626
160,baseline,0.8,7,0.62,0.3795756057915027
240,baseline,0.8,7,0.64,0.3818228760296691
80,baseline,0.8,8,0.615,0.38967177366260364
120,baseline,0.8,8,0.605,0.3836148424928168
160,baseline,0.8,8,0.675,0.3751883542995472
240,baseline,0.8,8,0.64,0.3797109841279764
80,baseline,0.8,9,0.67,0.3664694187168412
120,baseline,0.8,9,0.615,0.39478373506472864
160,baseline,0.8,9,0.55,0.4039955733896052
240,baseline,0.8,9,0.59,0.39251588245465285
80,baseline,0.8,10,0.535,0.3998955246281183
120,baseline,0.8,10,0.645,0.381866474259976
160,baseline,0.8,10,0.755,0.3603774322160927
240,baseline,0.8,10,0.67,0.37528011424822394
80,baseline,0.8,11,0.605,0.37768277208295187
120,baseline,0.8,11,0.645,0.38865851078665675
160,baseline,0.8,11,0.655,0.38280215046797084
240,baseline,0.8,11,0.625,0.3859092764118431
80,baseline,0.8,12,0.615,0.3806105499539797
120,baseline,0.8,12,0.66,0.38402045172525673
160,baseline,0.8,12,0.62,0.38076736406310974
240,baseline,0.8,12,0.615,0.3990528676955887
80,baseline,0.8,13,0.635,0.37612673464844065
120,baseline,0.8,13,0.605,0.3850502774161071
160,baseline,0.8,13,0.64,0.3834600255740264
240,baseline,0.8,13,0.625,0.38803987126566997
80,baseline,0.8,14,0.63,0.38465670413265374
120,baseline,0.8,14,0.605,0.37685859087428014
160,baseline,0.8,14,0.675,0.3678832128518624
240,baseline,0.8,14,0.64,0.3846783627533531
80,baseline,0.8,15,0.64,0.37203619953750433
120,baseline,0.8,15,0.67,0.3698028091036532
160,baseline,0.8,15,0.59,0.38240557689278665
240,baseline,0.8,15,0.68,0.36639855169347013
80,baseline,0.8,16,0.64,0.38225277339590674
120,baseline,0.8,16,0.65,0.3786010501172744
160,baseline,0.8,16,0.625,0.38056477155277046
240,baseline,0.8,16,0.585,0.39010756972757965
80,baseline,0.8,17,0.63,0.3843155970028123
120,baseline,0.8,17,0.67,0.37428969110650767
160,baseline,0.8,17,0.565,0.3923348305280466
240,baseline,0.8,17,0.625,0.3895723201440778
80,baseline,0.8,18,0.575,0.38708066123330637
120,baseline,0.8,18,0.65,0.3755708913246243
160,baseline,0.8,18,0.645,0.37405812891627904
240,baseline,0.8,18,0.635,0.383506548305472
80,baseline,0.8,19,0.61,0.38905873156091986
120,baseline,0.8,19,0.645,0.3735679312446256
160,baseline,0.8,19,0.65,0.3736006708487548
240,baseline,0.8,19,0.61,0.386128651017727
80,baseline,0.8,20,0.605,0.38273332443792524
120,baseline,0.8,20,0.645,0.377672804785187
160,baseline,0.8,20,0.585,0.3893693117489267
240,baseline,0.8,20,0.675,0.3762331966437183
80,baseline,0.8,21,0.76,0.3650745753059303
120,baseline,0.8,21,0.64,0.37800635248191156
160,baseline,0.8,21,0.56,0.383784801987113
240,baseline,0.8,21,0.57,0.3977566147115702
80,baseline,0.8,22,0.675,0.37466177046845334
120,baseline,0.8,22,0.605,0.3813346110110911
160,baseline,0.8,22,0.64,0.37844399894492786
240,baseline,0.8,22,0.625,0.3799989563989821
80,baseline,0.8,23,0.68,0.37116641461461525
120,baseline,0.8,23,0.595,0.3880604058501541
160,baseline,0.8,23,0.67,0.3780807807995967
240,baseline,0.8,23,0.585,0.39028462224137217
80,baseline,0.8,24,0.61,0.39418738362440725
120,baseline,0.8,24,0.655,0.38262259013393873
160,baseline,0.8,24,0.615,0.3865436972152459
240,baseline,0.8,24,0.65,0.37284926450811867
80,baseline,0.8,25,0.665,0.368817782957931
120,baseline,0.8,25,0.66,0.37428487129697957
160,baseline,0.8,25,0.65,0.3773062664564317
240,baseline,0.8,25,0.645,0.37006424590124426
80,baseline,0.8,26,0.635,0.3843053926353275
120,baseline,0.8,26,0.61,0.39278860930299603
160,baseline,0.8,26,0.615,0.3758737165895279
240,baseline,0.8,26,0.585,0.3990255492689477
80,baseline,0.8,27,0.645,0.38116529975136965
120,baseline,0.8,27,0.68,0.35697053403584467
160,baseline,0.8,27,0.64,0.3762972029290016
240,baseline,0.8,27,0.61,0.38859068876840497
80,baseline,0.8,28,0.59,0.38858940554269894
120,baseline,0.8,28,0.59,0.39305576475840726
160,baseline,0.8,28,0.6,0.38274928250640544
240,baseline,0.8,28,0.58,0.39367796734009447
80,baseline,0.8,29,0.635,0.3870056117226693
120,baseline,0.8,29,0.65,0.3808856265506941
160,baseline,0.8,29,0.615,0.3819730599761549
240,baseline,0.8,29,0.665,0.36173152534982106
80,baseline,0.8,30,0.67,0.36570701054055293
120,baseline,0.8,30,0.67,0.3693237171569526
160,baseline,0.8,30,0.63,0.38231765715556654
240,baseline,0.8,30,0.595,0.3990478827572531
80,baseline,0.8,31,0.655,0.3810912043119068
120,baseline,0.8,31,0.645,0.37735977226017703
160,baseline,0.8,31,0.6,0.39492854377849207
240,baseline,0.8,31,0.565,0.4041750432681664
80,baseline,0.8,32,0.62,0.37253887955450865
120,baseline,0.8,32,0.705,0.3754098747928572
160,baseline,0.8,32,0.65,0.3826629358062924
240,baseline,0.8,32,0.66,0.3803461974982949
80,baseline,0.8,33,0.63,0.3938130093471628
120,baseline,0.8,33,0.63,0.38061577731685936
160,baseline,0.8,33,0.63,0.37771650993466976
240,baseline,0.8,33,0.6,0.3838914312608985
80,baseline,0.8,34,0.63,0.38710112598463936
120,baseline,0.8,34,0.63,0.38891651664684546
160,baseline,0.8,34,0.575,0.3872735611067493
240,baseline,0.8,34,0.64,0.36663059411083665
80,baseline,0.8,35,0.64,0.368675218324681
120,baseline,0.8,35,0.62,0.3869745052416211
160,baseline,0.8,35,0.59,0.3880045071002538
240,baseline,0.8,35,0.655,0.38207342475969186
80,baseline,0.8,36,0.635,0.3786336371806838
120,baseline,0.8,36,0.65,0.38193986886094505
160,baseline,0.8,36,0.67,0.37586311123994365
240,baseline,0.8,36,0.61,0.3804719047360979
80,baseline,0.8,37,0.535,0.3976464822271268
120,baseline,0.8,37,0.555,0.40301377586262604
160,baseline,0.8,37,0.565,0.4036381312153813
240,baseline,0.8,37,0.6,0.3899424222355533
80,baseline,0.8,38,0.66,0.38379293463242403
120,baseline,0.8,38,0.635,0.38095963048061676
160,baseline,0.8,38,0.585,0.3846140638789734
240,baseline,0.8,38,0.655,0.3790112698137306
80,baseline,0.8,39,0.69,0.37549331826573495
120,baseline,0.8,39,0.665,0.3780626391317904
160,baseline,0.8,39,0.655,0.3695845296008817
240,baseline,0.8,39,0.565,0.39237206316926077
80,baseline,0.8,40,0.63,0.38397709638499095
120,baseline,0.8,40,0.62,0.378698199276072
160,baseline,0.8,40,0.625,0.38737610587978805
240,baseline,0.8,40,0.63,0.3768975351747532
80,baseline,0.8,41,0.665,0.37767342805521964
120,baseline,0.8,41,0.655,0.3899980024990103
160,baseline,0.8,41,0.57,0.3965967341756694
240,baseline,0.8,41,0.615,0.3815844797471742
80,baseline,0.8,42,0.595,0.3917888042210915
120,baseline,0.8,42,0.66,0.3721580610827666
160,baseline,0.8,42,0.655,0.3776163980757589
240,baseline,0.8,42,0.605,0.38380048438830394
80,baseline,0.8,43,0.625,0.37831297662644664
120,baseline,0.8,43,0.645,0.3789589861840892
160,baseline,0.8,43,0.565,0.39787411010950136
240,baseline,0.8,43,0.58,0.39195919683907227
80,baseline,0.8,44,0.64,0.389725291891752
120,baseline,0.8,44,0.62,0.3921424428520525
160,baseline,0.8,44,0.63,0.3886959922879838
240,baseline,0.8,44,0.605,0.3835415648707962
80,baseline,0.8,45,0.64,0.38062569828539694
120,baseline,0.8,45,0.705,0.36716256072084774
160,baseline,0.8,45,0.66,0.37225974875442164
240,baseline,0.8,45,0.635,0.38819518602872266
80,baseline,0.8,46,0.615,0.3868783058062586
120,baseline,0.8,46,0.615,0.38753464765355505
160,baseline,0.8,46,0.665,0.3740506539500871
240,baseline,0.8,46,0.66,0.3779219896102435
80,baseline,0.8,47,0.615,0.37951092706277506
120,baseline,0.8,47,0.64,0.3888668552162182
160,baseline,0.8,47,0.6,0.39516418070505366
240,baseline,0.8,47,0.645,0.3759169150048614
80,baseline,0.8,48,0.605,0.3854489675434941
120,baseline,0.8,48,0.64,0.3701963790602083
160,baseline,0.8,48,0.59,0.38377345223250164
240,baseline,0.8,48,0.655,0.37619833183022955
80,baseline,0.8,49,0.63,0.38318154667408905
120,baseline,0.8,49,0.59,0.3977121645418141
160,baseline,0.8,49,0.595,0.3861544134818958
240,baseline,0.8,49,0.615,0.3834360722504443
80,ubi_only,0.8,0,0.415,0.45411955395971115
120,ubi_only,0.8,0,0.325,0.46502998360375003
160,ubi_only,0.8,0,0.38,0.4672166100913243
240,ubi_only,0.8,0,0.41,0.4457815917435418
80,ubi_only,0.8,1,0.35,0.46627805987806
120,ubi_only,0.8,1,0.445,0.45341248989231175
160,ubi_only,0.8,1,0.335,0.47140660509921417
240,ubi_only,0.8,1,0.405,0.4540072187267721
80,ubi_only,0.8,2,0.415,0.46243636399716487
120,ubi_only,0.8,2,0.34,0.47081348988786087
160,ubi_only,0.8,2,0.345,0.4630781126570707
240,ubi_only,0.8,2,0.36,0.47238704927280123
80,ubi_only,0.8,3,0.395,0.4631377028533629
120,ubi_only,0.8,3,0.36,0.4727030605369883
160,ubi_only,0.8,3,0.38,0.4602032373011306
240,ubi_only,0.8,3,0.37,0.4610103141791742
80,ubi_only,0.8,4,0.4,0.46339048117723036
120,ubi_only,0.8,4,0.36,0.4536154320834246
160,ubi_only,0.8,4,0.375,0.463419460147193
240,ubi_only,0.8,4,0.455,0.44570911144575265
80,ubi_only,0.8,5,0.42,0.4688900492743675
120,ubi_only,0.8,5,0.365,0.47006220254536646
160,ubi_only,0.8,5,0.325,0.4693960860653547
240,ubi_only,0.8,5,0.335,0.47215492292750466
80,ubi_only,0.8,6,0.335,0.461316793243261
120,ubi_only,0.8,6,0.4,0.45444706948537006
160,ubi_only,0.8,6,0.45,0.44075313972027613
240,ubi_only,0.8,6,0.37,0.457168199288769
80,ubi_only,0.8,7,0.345,0.4663956943422992
120,ubi_only,0.8,7,0.315,0.4648312735554178
160,ubi_only,0.8,7,0.42,0.45500277302199293
240,ubi_only,0.8,7,0.38,0.45900533553935124
80,ubi_only,0.8,8,0.335,0.4689639859874559
120,ubi_only,0.8,8,0.39,0.4608888446375199
160,ubi_only,0.8,8,0.42,0.4523814075390073
240,ubi_only,0.8,8,0.375,0.4574148890169029
80,ubi_only,0.8,9,0.4,0.4437844561911632
120,ubi_only,0.8,9,0.365,0.47212228833336456
160,ubi_only,0.8,9,0.27,0.48260595289430985
240,ubi_only,0.8,9,0.36,0.4692039522499104
80,ubi_only,0.8,10,0.315,0.47592909102305464
120,ubi_only,0.8,10,0.355,0.46029416234679643
160,ubi_only,0.8,10,0.455,0.4402054691907316
240,ubi_only,0.8,10,0.445,0.4506195599763312
80,ubi_only,0.8,11,0.385,0.45462083053699764
120,ubi_only,0.8,11,0.36,0.46665232162705567
160,ubi_only,0.8,11,0.365,0.4595067749703459
240,ubi_only,0.8,11,0.375,0.46388883396659525
80,ubi_only,0.8,12,0.38,0.4568115471249884
120,ubi_only,0.8,12,0.375,0.46096051412326344
160,ubi_only,0.8,12,0.4,0.4555970224682669
240,ubi_only,0.8,12,0.35,0.47737821646286815
80,ubi_only,0.8,13,0.465,0.4487434678838395
120,ubi_only,0.8,13,0.355,0.4621821011682684
160,ubi_only,0.8,13,0.42,0.45919263899035895
240,ubi_only,0.8,13,0.39,0.46509684240854987
80,ubi_only,0.8,14,0.355,0.46250328577799815
120,ubi_only,0.8,14,0.415,0.45003860420043246
160,ubi_only,0.8,14,0.41,0.4468091150950721
240,ubi_only,0.8,14,0.38,0.46103003956880145
80,ubi_only,0.8,15,0.39,0.4515908664337175
120,ubi_only,0.8,15,0.41,0.4467499733923663
160,ubi_only,0.8,15,0.355,0.4590492612671212
240,ubi_only,0.8,15,0.44,0.44246668874127254
80,ubi_only,0.8,16,0.41,0.4582879224515115
120,ubi_only,0.8,16,0.4,0.4571909618680165
160,ubi_only,0.8,16,0.395,0.4566764411314712
240,ubi_only,0.8,16,0.37,0.4661238438535007
80,ubi_only,0.8,17,0.365,0.4612364904691087
120,ubi_only,0.8,17,0.42,0.45165558220866997
160,ubi_only,0.8,17,0.37,0.4668860384879167
240,ubi_only,0.8,17,0.37,0.4674676505438687
80,ubi_only,0.8,18,0.36,0.464841665969491
120,ubi_only,0.8,18,0.4,0.4513654082791051
160,ubi_only,0.8,18,0.435,0.45105706248947913
240,ubi_only,0.8,18,0.39,0.461127634387249
80,ubi_only,0.8,19,0.31,0.46711196662056453
120,ubi_only,0.8,19,0.415,0.4501392847597208
160,ubi_only,0.8,19,0.405,0.45103912851419287
240,ubi_only,0.8,19,0.395,0.46047328858880343
80,ubi_only,0.8,20,0.385,0.4590181117054162
120,ubi_only,0.8,20,0.395,0.4556565243878294
160,ubi_only,0.8,20,0.38,0.4636358559218513
240,ubi_only,0.8,20,0.405,0.4536088885890384
80,ubi_only,0.8,21,0.4,0.44600269887618593
120,ubi_only,0.8,21,0.435,0.45385762340791996
160,ubi_only,0.8,21,0.4,0.45756111249938414
240,ubi_only,0.8,21,0.32,0.4758872662428225
80,ubi_only,0.8,22,0.405,0.45086380785094415
120,ubi_only,0.8,22,0.385,0.45836020123891363
160,ubi_only,0.8,22,0.405,0.45346668432897164
240,ubi_only,0.8,22,0.36,0.45617344069756804
80,ubi_only,0.8,23,0.415,0.44759811137746647
120,ubi_only,0.8,23,0.39,0.4637941792178978
160,ubi_only,0.8,23,0.365,0.4595179400235313
240,ubi_only,0.8,23,0.31,0.46976900020050505
80,ubi_only,0.8,24,0.335,0.47349623715906114
120,ubi_only,0.8,24,0.375,0.46046537876483556
160,ubi_only,0.8,24,0.405,0.4631639332232493
240,ubi_only,0.8,24,0.425,0.44876910541612075
80,ubi_only,0.8,25,0.455,0.4433805049303113
120,ubi_only,0.8,25,0.455,0.44902451553509537
160,ubi_only,0.8,25,0.39,0.45425965294770765
240,ubi_only,0.8,25,0.43,0.44731211978942376
80,ubi_only,0.8,26,0.37,0.45973155134461147
120,ubi_only,0.8,26,0.355,0.4698014104821908
160,ubi_only,0.8,26,0.395,0.4509585614552371
240,ubi_only,0.8,26,0.305,0.47777946979545777
80,ubi_only,0.8,27,0.375,0.45872290815560307
120,ubi_only,0.8,27,0.47,0.43312339575088066
160,ubi_only,0.8,27,0.4,0.45163953295608505
240,ubi_only,0.8,27,0.29,0.46753943644218665
80,ubi_only,0.8,28,0.42,0.46204644213481916
120,ubi_only,0.8,28,0.325,0.47120108407409733
160,ubi_only,0.8,28,0.41,0.4575456221914276
240,ubi_only,0.8,28,0.35,0.4704207617871846
80,ubi_only,0.8,29,0.325,0.4664307240393707
120,ubi_only,0.8,29,0.365,0.4579695402043664
160,ubi_only,0.8,29,0.41,0.4589751190414568
240,ubi_only,0.8,29,0.455,0.43724681339334664
80,ubi_only,0.8,30,0.45,0.44264828490141306
120,ubi_only,0.8,30,0.395,0.44788110349683735
160,ubi_only,0.8,30,0.39,0.4590152054982752
240,ubi_only,0.8,30,0.29,0.477298473512028
80,ubi_only,0.8,31,0.385,0.45961572027851305
120,ubi_only,0.8,31,0.385,0.4558948824025787
160,ubi_only,0.8,31,0.295,0.4741385973047593
240,ubi_only,0.8,31,0.28,0.4831709895634926
80,ubi_only,0.8,32,0.41,0.4473202766572669
120,ubi_only,0.8,32,0.37,0.45496688901096016
160,ubi_only,0.8,32,0.355,0.46081969107894233
240,ubi_only,0.8,32,0.415,0.4566095813371485
80,ubi_only,0.8,33,0.325,0.4735739472479568
120,ubi_only,0.8,33,0.375,0.45798108785941705
160,ubi_only,0.8,33,0.405,0.4558311354703678
240,ubi_only,0.8,33,0.39,0.4584341942465519
80,ubi_only,0.8,34,0.375,0.46458935317363415
120,ubi_only,0.8,34,0.375,0.4655750414489648
160,ubi_only,0.8,34,0.375,0.46166896310106614
240,ubi_only,0.8,34,0.44,0.44305876227900626
80,ubi_only,0.8,35,0.39,0.44564439236211184
120,ubi_only,0.8,35,0.37,0.46464794958905187
160,ubi_only,0.8,35,0.345,0.46581762289296363
240,ubi_only,0.8,35,0.39,0.4603999849026964
80,ubi_only,0.8,36,0.45,0.4557326190121897
120,ubi_only,0.8,36,0.38,0.4603819146204893
160,ubi_only,0.8,36,0.395,0.4529781239466397
240,ubi_only,0.8,36,0.38,0.45824787653678956
80,ubi_only,0.8,37,0.335,0.47235511171196976
120,ubi_only,0.8,37,0.31,0.47906302647142474
160,ubi_only,0.8,37,0.33,0.4811368159644364
240,ubi_only,0.8,37,0.345,0.4688403316260192
80,ubi_only,0.8,38,0.365,0.4627890667024744
120,ubi_only,0.8,38,0.39,0.4572502467052098
160,ubi_only,0.8,38,0.39,0.4601860899110664
240,ubi_only,0.8,38,0.335,0.4593464354690988
80,ubi_only,0.8,39,0.355,0.45489023500760906
120,ubi_only,0.8,39,0.385,0.45607613781670525
160,ubi_only,0.8,39,0.42,0.4461453372615764
240,ubi_only,0.8,39,0.355,0.4679568307237062
80,ubi_only,0.8,40,0.385,0.459596540314231
120,ubi_only,0.8,40,0.38,0.45577651262963187
160,ubi_only,0.8,40,0.325,0.4665853197465065
240,ubi_only,0.8,40,0.41,0.4545630908012498
80,ubi_only,0.8,41,0.36,0.45733538333466245
120,ubi_only,0.8,41,0.36,0.4706342413243445
160,ubi_only,0.8,41,0.345,0.47337145042262746
240,ubi_only,0.8,41,0.375,0.4573678156828662
80,ubi_only,0.8,42,0.35,0.4687832496537084
120,ubi_only,0.8,42,0.395,0.4481712294165613
160,ubi_only,0.8,42,0.36,0.45659662493548686
240,ubi_only,0.8,42,0.38,0.4613992077391632
80,ubi_only,0.8,43,0.39,0.45379592143177533
120,ubi_only,0.8,43,0.37,0.45777652622486004
160,ubi_only,0.8,43,0.335,0.47498044026129693
240,ubi_only,0.8,43,0.32,0.4696847065043276
80,ubi_only,0.8,44,0.38,0.46640258647927907
120,ubi_only,0.8,44,0.35,0.47068472263377187
160,ubi_only,0.8,44,0.36,0.467060953446995
240,ubi_only,0.8,44,0.395,0.460443419650705
80,ubi_only,0.8,45,0.365,0.4576483853542001
120,ubi_only,0.8,45,0.4,0.44687272488476537
160,ubi_only,0.8,45,0.39,0.44998362765301964
240,ubi_only,0.8,45,0.375,0.464825399234661
80,ubi_only,0.8,46,0.365,0.4623974347201951
120,ubi_only,0.8,46,0.35,0.4651347765976592
160,ubi_only,0.8,46,0.395,0.45117560654826605
240,ubi_only,0.8,46,0.41,0.45457262847712415
80,ubi_only,0.8,47,0.415,0.45582190849495563
120,ubi_only,0.8,47,0.38,0.4675271340467731
160,ubi_only,0.8,47,0.315,0.471514062881717
240,ubi_only,0.8,47,0.44,0.4519881071159385
80,ubi_only,0.8,48,0.425,0.4586722770380878
120,ubi_only,0.8,48,0.435,0.44546060326834314
160,ubi_only,0.8,48,0.375,0.4598005194518795
240,ubi_only,0.8,48,0.425,0.4513501120177687
80,ubi_only,0.8,49,0.435,0.4584751131969631
120,ubi_only,0.8,49,0.34,0.47644266936378554
160,ubi_only,0.8,49,0.375,0.4633217219921656
240,ubi_only,0.8,49,0.35,0.4611714052277037
80,full_bundle,0.8,0,0.1,0.5716982842003613
120,full_bundle,0.8,0,0.055,0.5834259933956161
160,full_bundle,0.8,0,0.095,0.5831791074872037
240,full_bundle,0.8,0,0.115,0.56274014994842
80,full_bundle,0.8,1,0.07,0.5827337669404057
120,full_bundle,0.8,1,0.055,0.5724155327918378
160,full_bundle,0.8,1,0.08,0.5873392165183614
240,full_bundle,0.8,1,0.095,0.5718315561304996
80,full_bundle,0.8,2,0.06,0.5785626285455376
120,full_bundle,0.8,2,0.08,0.5840294025361845
160,full_bundle,0.8,2,0.07,0.5790104312723119
240,full_bundle,0.8,2,0.075,0.5873530186319331
80,full_bundle,0.8,3,0.085,0.5790772813915492
120,full_bundle,0.8,3,0.11,0.5874806651673514
160,full_bundle,0.8,3,0.11,0.5749852739889786
240,full_bundle,0.8,3,0.09,0.5767071070816163
80,full_bundle,0.8,4,0.055,0.5810792131892413
120,full_bundle,0.8,4,0.09,0.5688466008938764
160,full_bundle,0.8,4,0.09,0.5798455543820221
240,full_bundle,0.8,4,0.095,0.5645111310099554
80,full_bundle,0.8,5,0.05,0.5855723368873352
120,full_bundle,0.8,5,0.085,0.5867106946622361
160,full_bundle,0.8,5,0.09,0.5832812286977387
240,full_bundle,0.8,5,0.06,0.5856398282932571
80,full_bundle,0.8,6,0.1,0.5741763773528747
120,full_bundle,0.8,6,0.095,0.5720579584814542
160,full_bundle,0.8,6,0.135,0.5584251391210249
240,full_bundle,0.8,6,0.1,0.5703586800084772
80,full_bundle,0.8,7,0.08,0.5818292771107615
120,full_bundle,0.8,7,0.07,0.5816265243752275
160,full_bundle,0.8,7,0.095,0.5729375748479868
240,full_bundle,0.8,7,0.105,0.5745316365197907
80,full_bundle,0.8,8,0.085,0.5842847441038779
120,full_bundle,0.8,8,0.095,0.5780421986691262
160,full_bundle,0.8,8,0.095,0.5706383532705214
240,full_bundle,0.8,8,0.1,0.5732736582462461
80,full_bundle,0.8,9,0.13,0.5614251168089389
120,full_bundle,0.8,9,0.06,0.5885095973079286
160,full_bundle,0.8,9,0.07,0.5961298443753967
240,full_bundle,0.8,9,0.085,0.5850001559401791
80,full_bundle,0.8,10,0.07,0.5920219649732276
120,full_bundle,0.8,10,0.09,0.5755968439227904
160,full_bundle,0.8,10,0.135,0.5565211019039081
240,full_bundle,0.8,10,0.1,0.5687795569668085
80,full_bundle,0.8,11,0.125,0.5704351219058252
120,full_bundle,0.8,11,0.06,0.5829371323875612
160,full_bundle,0.8,11,0.095,0.5774448509486801
240,full_bundle,0.8,11,0.075,0.580284812953742
80,full_bundle,0.8,12,0.105,0.5738779540369354
120,full_bundle,0.8,12,0.105,0.5769021449040669
160,full_bundle,0.8,12,0.1,0.5730671857907348
240,full_bundle,0.8,12,0.055,0.5931024882797442
80,full_bundle,0.8,13,0.105,0.5672082243733786
120,full_bundle,0.8,13,0.1,0.576498156248581
160,full_bundle,0.8,13,0.075,0.5760368294214203
240,full_bundle,0.8,13,0.095,0.5795690067829612
80,full_bundle,0.8,14,0.075,0.5799324519010088
120,full_bundle,0.8,14,0.135,0.5689193118316765
160,full_bundle,0.8,14,0.125,0.5647453716409274
240,full_bundle,0.8,14,0.075,0.5782167569835841
80,full_bundle,0.8,15,0.11,0.5670665178710622
120,full_bundle,0.8,15,0.095,0.5651515759055348
