meaning_index,sink_index,productive_frac,beautiful_one_frac,aggressor_frac,withdrawn_frac,collapsed_frac,birth_intention,social_trust,post_labor_current,band_occupancy,sink_collapsed,ratio,economic_weight,virtual_weight,scenario,post_labor,run_id
0.34068463047300673,0.745,0.03,0.225,0.03,0.355,0.36,0.2045476194919821,0.45564639947897434,0.95,0.46,1,3:1,0.675,0.225,baseline,0.95,29
0.3109362895485397,0.855,0.02,0.125,0.015,0.38,0.46,0.17492802735699547,0.43253875884690013,0.95,0.305,1,3:1,0.675,0.225,baseline,0.95,30
0.32046105360614313,0.845,0.02,0.135,0.025,0.41,0.41,0.17662676890124396,0.4062914629071788,0.95,0.385,1,3:1,0.675,0.225,baseline,0.95,31
0.3350106766439125,0.795,0.035,0.17,0.015,0.43,0.35,0.19768805354688423,0.41738106323843355,0.95,0.405,1,3:1,0.675,0.225,baseline,0.95,32
0.33052207955754104,0.785,0.03,0.185,0.03,0.385,0.37,0.18649013476626433,0.4238134829458491,0.95,0.435,1,3:1,0.675,0.225,baseline,0.95,33
0.33175025309828926,0.78,0.025,0.195,0.025,0.395,0.36,0.19618852607990142,0.4357588634322022,0.95,0.43,1,3:1,0.675,0.225,baseline,0.95,34
0.3269818412257807,0.795,0.015,0.19,0.03,0.35,0.415,0.18507539401746292,0.4211606448492196,0.95,0.35,1,3:1,0.675,0.225,baseline,0.95,35
0.3446499135150007,0.775,0.025,0.2,0.015,0.41,0.35,0.20437562948868532,0.4516383770610213,0.95,0.45,1,3:1,0.675,0.225,baseline,0.95,36
0.3237006410003502,0.815,0.015,0.17,0.025,0.36,0.43,0.19409047946057126,0.44516180137775,0.95,0.37,1,3:1,0.675,0.225,baseline,0.95,37
0.3368664437104171,0.78,0.035,0.185,0.04,0.415,0.325,0.1900447819943065,0.4291229285411896,0.95,0.44,1,3:1,0.675,0.225,baseline,0.95,38
0.3347743647688607,0.78,0.03,0.19,0.03,0.395,0.355,0.20059052116267728,0.4306516630486291,0.95,0.45,1,3:1,0.675,0.225,baseline,0.95,39
0.344487534005529,0.75,0.045,0.205,0.005,0.365,0.38,0.205475924391542,0.4425553224985728,0.95,0.44,1,3:1,0.675,0.225,baseline,0.95,40
0.3145495730588056,0.845,0.025,0.13,0.02,0.36,0.465,0.16994257533358778,0.40225533303310174,0.95,0.395,1,3:1,0.675,0.225,baseline,0.95,41
0.33925622365771746,0.735,0.03,0.235,0.025,0.35,0.36,0.20550200575060087,0.4377498090486581,0.95,0.465,1,3:1,0.675,0.225,baseline,0.95,42
0.3304342119910772,0.79,0.03,0.18,0.02,0.42,0.35,0.19333433911870748,0.4323324945215482,0.95,0.42,1,3:1,0.675,0.225,baseline,0.95,43
0.3378697211260896,0.785,0.03,0.185,0.025,0.39,0.37,0.19986495467341453,0.4382115324593942,0.95,0.405,1,3:1,0.675,0.225,baseline,0.95,44
0.336230304918641,0.765,0.02,0.215,0.03,0.39,0.345,0.19694769955327746,0.43671549409444305,0.95,0.45,1,3:1,0.675,0.225,baseline,0.95,45
0.32124658849424237,0.805,0.02,0.175,0.03,0.39,0.385,0.18397963984566024,0.4140369102990927,0.95,0.405,1,3:1,0.675,0.225,baseline,0.95,46
0.3076773811651693,0.885,0.02,0.095,0.025,0.42,0.44,0.15900059272191538,0.39118432161492805,0.95,0.29,1,3:1,0.675,0.225,baseline,0.95,47
0.31503659620034624,0.8,0.02,0.18,0.04,0.31,0.45,0.17217750825557718,0.40485402972157514,0.95,0.365,1,3:1,0.675,0.225,baseline,0.95,48
0.3260926158542016,0.82,0.04,0.14,0.02,0.415,0.385,0.1868558281759501,0.4359242930006407,0.95,0.42,1,3:1,0.675,0.225,baseline,0.95,49
0.34335640596433736,0.745,0.035,0.22,0.03,0.345,0.37,0.20872387442746593,0.44698232034699326,0.95,0.46,1,3:1,0.675,0.225,ubi_only,0.95,0
0.33820573262841735,0.765,0.055,0.18,0.025,0.36,0.38,0.20718046699332981,0.45374128778097683,0.95,0.435,1,3:1,0.675,0.225,ubi_only,0.95,1
0.34771078909538244,0.755,0.035,0.21,0.035,0.45,0.27,0.20832255828771892,0.44420208049646404,0.95,0.515,1,3:1,0.675,0.225,ubi_only,0.95,2
0.34967055896833615,0.725,0.02,0.255,0.03,0.395,0.3,0.21288630355129454,0.46146284584381336,0.95,0.505,1,3:1,0.675,0.225,ubi_only,0.95,3
0.34480681759041043,0.745,0.045,0.21,0.035,0.385,0.325,0.20865826352081254,0.456884653080082,0.95,0.43,1,3:1,0.675,0.225,ubi_only,0.95,4
0.3662980339981949,0.7,0.08,0.22,0.015,0.405,0.28,0.2337807597188932,0.4802309115314454,0.95,0.505,0,3:1,0.675,0.225,ubi_only,0.95,5
0.3327408120160865,0.77,0.035,0.195,0.025,0.385,0.36,0.19991881739617967,0.4328572928514907,0.95,0.41,1,3:1,0.675,0.225,ubi_only,0.95,6
0.35138278978468207,0.76,0.03,0.21,0.015,0.45,0.295,0.2150936984517142,0.45235443107497303,0.95,0.54,1,3:1,0.675,0.225,ubi_only,0.95,7
0.34139596796623795,0.755,0.025,0.22,0.03,0.385,0.34,0.20760346004852945,0.44250345623938203,0.95,0.445,1,3:1,0.675,0.225,ubi_only,0.95,8
0.34101378537381505,0.77,0.045,0.185,0.03,0.4,0.34,0.2044632537314353,0.44603265001643805,0.95,0.45,1,3:1,0.675,0.225,ubi_only,0.95,9
0.3494696151169595,0.745,0.055,0.2,0.035,0.4,0.31,0.21247327218132978,0.44649475723176685,0.95,0.44,1,3:1,0.675,0.225,ubi_only,0.95,10
0.335959565566222,0.755,0.0,0.245,0.015,0.4,0.34,0.19627628753766693,0.4198552636093518,0.95,0.475,1,3:1,0.675,0.225,ubi_only,0.95,11
0.363344153959883,0.68,0.03,0.29,0.025,0.42,0.235,0.23082191461679102,0.4716039649074435,0.95,0.555,0,3:1,0.675,0.225,ubi_only,0.95,12
0.33723106347598647,0.795,0.025,0.18,0.02,0.42,0.355,0.21150708666083096,0.4562965242780291,0.95,0.46,1,3:1,0.675,0.225,ubi_only,0.95,13
0.34431047423308664,0.765,0.03,0.205,0.005,0.425,0.335,0.205126586565847,0.44578262655667517,0.95,0.46,1,3:1,0.675,0.225,ubi_only,0.95,14
0.34867685323331443,0.705,0.045,0.25,0.02,0.32,0.365,0.2086365441807384,0.4286661798451777,0.95,0.46,1,3:1,0.675,0.225,ubi_only,0.95,15
0.3410937570651357,0.745,0.035,0.22,0.035,0.375,0.335,0.2089956362009064,0.4380630559874237,0.95,0.475,1,3:1,0.675,0.225,ubi_only,0.95,16
0.35167414481521037,0.725,0.055,0.22,0.02,0.39,0.315,0.21514185272978104,0.4471116974617418,0.95,0.5,1,3:1,0.675,0.225,ubi_only,0.95,17
0.34298502239964185,0.76,0.03,0.21,0.015,0.395,0.35,0.20732579325989128,0.44738417658494084,0.95,0.47,1,3:1,0.675,0.225,ubi_only,0.95,18
0.34079574830529274,0.76,0.045,0.195,0.02,0.36,0.38,0.20026456974076584,0.42270367658620317,0.95,0.42,1,3:1,0.675,0.225,ubi_only,0.95,19
0.34518952032217226,0.745,0.035,0.22,0.03,0.4,0.315,0.21128385111581377,0.4554613502273264,0.95,0.495,1,3:1,0.675,0.225,ubi_only,0.95,20
0.3417747251607219,0.725,0.05,0.225,0.04,0.36,0.325,0.21636442463693178,0.459488492411892,0.95,0.48,1,3:1,0.675,0.225,ubi_only,0.95,21
0.3480988363729679,0.745,0.04,0.215,0.005,0.36,0.38,0.21048312057772975,0.4440739657756471,0.95,0.445,1,3:1,0.675,0.225,ubi_only,0.95,22
0.34662237873608875,0.76,0.065,0.175,0.035,0.375,0.35,0.2078848968646521,0.4426496905868417,0.95,0.475,1,3:1,0.675,0.225,ubi_only,0.95,23
0.35165019994573316,0.74,0.035,0.225,0.01,0.435,0.295,0.21226068738188153,0.44991680160109326,0.95,0.52,1,3:1,0.675,0.225,ubi_only,0.95,24
0.34928693867824234,0.77,0.05,0.18,0.035,0.425,0.31,0.2117060333064026,0.44330344718385545,0.95,0.49,1,3:1,0.675,0.225,ubi_only,0.95,25
0.3380751490932468,0.77,0.035,0.195,0.03,0.36,0.38,0.2045802343300843,0.42764008024813976,0.95,0.465,1,3:1,0.675,0.225,ubi_only,0.95,26
0.33120662311683857,0.765,0.04,0.195,0.015,0.365,0.385,0.19753940031581801,0.42268326167196646,0.95,0.435,1,3:1,0.675,0.225,ubi_only,0.95,27
0.3412316903196364,0.745,0.045,0.21,0.015,0.395,0.335,0.20284063498439245,0.44525231204555127,0.95,0.48,1,3:1,0.675,0.225,ubi_only,0.95,28
0.3587227762117227,0.67,0.055,0.275,0.025,0.36,0.285,0.2262227214728991,0.47273490398572493,0.95,0.485,0,3:1,0.675,0.225,ubi_only,0.95,29
0.3274367650556291,0.825,0.025,0.15,0.015,0.41,0.4,0.1956331612136074,0.44935836185636135,0.95,0.355,1,3:1,0.675,0.225,ubi_only,0.95,30
0.33663669587038586,0.81,0.035,0.155,0.025,0.445,0.34,0.19678962548323262,0.4227345438034953,0.95,0.43,1,3:1,0.675,0.225,ubi_only,0.95,31
0.35193604422954194,0.75,0.04,0.21,0.015,0.465,0.27,0.219084375178547,0.4341334958183643,0.95,0.485,1,3:1,0.675,0.225,ubi_only,0.95,32
0.3472638850045479,0.76,0.055,0.185,0.03,0.415,0.315,0.20716267777045178,0.4408240494733121,0.95,0.465,1,3:1,0.675,0.225,ubi_only,0.95,33
0.34933199645840396,0.735,0.035,0.23,0.025,0.42,0.29,0.21766824265709192,0.45271396692753785,0.95,0.48,1,3:1,0.675,0.225,ubi_only,0.95,34
0.3431351909674932,0.755,0.02,0.225,0.03,0.39,0.335,0.20592977986718672,0.4377435002408572,0.95,0.4,1,3:1,0.675,0.225,ubi_only,0.95,35
0.36208302577534845,0.735,0.055,0.21,0.005,0.435,0.295,0.2267740706292482,0.46914234999888477,0.95,0.495,1,3:1,0.675,0.225,ubi_only,0.95,36
0.3404351199780514,0.77,0.04,0.19,0.02,0.395,0.355,0.21548245698375834,0.4621531986073188,0.95,0.435,1,3:1,0.675,0.225,ubi_only,0.95,37
0.3544704402777547,0.72,0.045,0.235,0.03,0.395,0.295,0.21062581562195057,0.446073674839922,0.95,0.485,1,3:1,0.675,0.225,ubi_only,0.95,38
0.35269037967247013,0.71,0.03,0.26,0.03,0.39,0.29,0.22202335357402173,0.447326025817128,0.95,0.485,1,3:1,0.675,0.225,ubi_only,0.95,39
0.36100178221192325,0.715,0.05,0.235,0.0,0.405,0.31,0.22676188142730996,0.45900825198117545,0.95,0.485,1,3:1,0.675,0.225,ubi_only,0.95,40
0.3307742050577241,0.785,0.035,0.18,0.02,0.325,0.44,0.18972668969838463,0.418863126248146,0.95,0.43,1,3:1,0.675,0.225,ubi_only,0.95,41
0.35630111502560413,0.675,0.035,0.29,0.015,0.35,0.31,0.22632671474398944,0.4544032000380841,0.95,0.51,0,3:1,0.675,0.225,ubi_only,0.95,42
0.346562483890569,0.75,0.04,0.21,0.02,0.41,0.32,0.21462770419179833,0.44975076500018213,0.95,0.47,1,3:1,0.675,0.225,ubi_only,0.95,43
0.3548625956834449,0.73,0.035,0.235,0.02,0.415,0.295,0.22150210891390892,0.4555387209846175,0.95,0.46,1,3:1,0.675,0.225,ubi_only,0.95,44
0.3541726192658173,0.72,0.04,0.24,0.03,0.415,0.275,0.21840009069416724,0.4539430324300544,0.95,0.525,1,3:1,0.675,0.225,ubi_only,0.95,45
0.33849051961309173,0.75,0.025,0.225,0.02,0.395,0.335,0.2048753235224708,0.43046729689955243,0.95,0.445,1,3:1,0.675,0.225,ubi_only,0.95,46
0.3243156666027285,0.86,0.02,0.12,0.02,0.48,0.36,0.17973711801055303,0.4083211410897401,0.95,0.37,1,3:1,0.675,0.225,ubi_only,0.95,47
0.33086757541878387,0.775,0.025,0.2,0.035,0.335,0.405,0.19201227642280527,0.4209053706352826,0.95,0.4,1,3:1,0.675,0.225,ubi_only,0.95,48
0.34291891782084755,0.765,0.045,0.19,0.02,0.4,0.345,0.20758236923089066,0.45258646459008156,0.95,0.47,1,3:1,0.675,0.225,ubi_only,0.95,49
0.43456972115302,0.47,0.185,0.345,0.0,0.35,0.12,0.26594331045963904,0.48515466828938064,0.95,0.72,0,3:1,0.675,0.225,virtual_only,0.95,0
0.4283879209969176,0.49,0.16,0.35,0.0,0.35,0.14,0.26284242590241175,0.49323965660508134,0.95,0.69,0,3:1,0.675,0.225,virtual_only,0.95,1
0.44141069886406503,0.365,0.155,0.48,0.0,0.235,0.13,0.2668134291759272,0.4821507480422783,0.95,0.76,0,3:1,0.675,0.225,virtual_only,0.95,2
0.44426601819297085,0.41,0.155,0.435,0.005,0.31,0.095,0.2721258268255777,0.5003154224364479,0.95,0.765,0,3:1,0.675,0.225,virtual_only,0.95,3
0.43897283288189726,0.455,0.16,0.385,0.02,0.325,0.11,0.2670986065899473,0.4954263172704064,0.95,0.71,0,3:1,0.675,0.225,virtual_only,0.95,4
0.4596887815158943,0.395,0.235,0.37,0.005,0.31,0.08,0.2939118323408193,0.5186602710312092,0.95,0.765,0,3:1,0.675,0.225,virtual_only,0.95,5
0.42426298430034187,0.5,0.15,0.35,0.0,0.33,0.17,0.2555803058545265,0.47014547776717763,0.95,0.7,0,3:1,0.675,0.225,virtual_only,0.95,6
0.44580662281592254,0.385,0.165,0.45,0.0,0.29,0.095,0.2741548060245601,0.4916121346296585,0.95,0.785,0,3:1,0.675,0.225,virtual_only,0.95,7
0.4353603867575013,0.45,0.15,0.4,0.005,0.34,0.105,0.26638290757517835,0.48094784010026087,0.95,0.755,0,3:1,0.675,0.225,virtual_only,0.95,8
0.4324713177793628,0.47,0.16,0.37,0.015,0.335,0.12,0.26167067902797264,0.48401212805498717,0.95,0.705,0,3:1,0.675,0.225,virtual_only,0.95,9
0.4418890203161594,0.45,0.165,0.385,0.005,0.32,0.125,0.26960206538031817,0.4849881834767959,0.95,0.73,0,3:1,0.675,0.225,virtual_only,0.95,10
0.4285949143037653,0.445,0.13,0.425,0.005,0.295,0.145,0.25376114451098764,0.45844671115176355,0.95,0.755,0,3:1,0.675,0.225,virtual_only,0.95,11
0.45581172085017685,0.355,0.21,0.435,0.0,0.26,0.095,0.2877449574120569,0.5087012619661596,0.95,0.795,0,3:1,0.675,0.225,virtual_only,0.95,12
0.43125217483036765,0.485,0.13,0.385,0.005,0.375,0.105,0.2694417520665975,0.4950213083058793,0.95,0.765,0,3:1,0.675,0.225,virtual_only,0.95,13
0.4377142166557762,0.45,0.14,0.41,0.0,0.33,0.12,0.26485971857826685,0.4836175351878776,0.95,0.74,0,3:1,0.675,0.225,virtual_only,0.95,14
0.44074253514133305,0.44,0.22,0.34,0.01,0.345,0.085,0.2665022356707702,0.46730025880293496,0.95,0.74,0,3:1,0.675,0.225,virtual_only,0.95,15
0.4325663282284704,0.45,0.165,0.385,0.005,0.305,0.14,0.2663095470423098,0.47610417474844113,0.95,0.74,0,3:1,0.675,0.225,virtual_only,0.95,16
0.44353563714149985,0.45,0.18,0.37,0.005,0.33,0.115,0.27273806579314996,0.48521082053377623,0.95,0.73,0,3:1,0.675,0.225,virtual_only,0.95,17
0.4350317460409863,0.455,0.145,0.4,0.0,0.345,0.11,0.2660318546371716,0.48610377390717924,0.95,0.73,0,3:1,0.675,0.225,virtual_only,0.95,18
0.4307013283958975,0.505,0.15,0.345,0.005,0.405,0.095,0.25621310898819744,0.4600235310925404,0.95,0.7,0,3:1,0.675,0.225,virtual_only,0.95,19
0.4374502813782188,0.435,0.155,0.41,0.005,0.325,0.105,0.2693651487759018,0.49414244203589147,0.95,0.75,0,3:1,0.675,0.225,virtual_only,0.95,20
0.4327275575301202,0.42,0.185,0.395,0.015,0.265,0.14,0.27149623119912564,0.49726187425965107,0.95,0.72,0,3:1,0.675,0.225,virtual_only,0.95,21
0.4368122083363197,0.48,0.195,0.325,0.0,0.37,0.11,0.2665014135724607,0.47996969044387394,0.95,0.71,0,3:1,0.675,0.225,virtual_only,0.95,22
0.4405967756953196,0.43,0.17,0.4,0.0,0.3,0.13,0.26761241779765516,0.48225262135007624,0.95,0.715,0,3:1,0.675,0.225,virtual_only,0.95,23
0.4453327050255362,0.395,0.17,0.435,0.0,0.305,0.09,0.2710613936929434,0.48897544244332247,0.95,0.785,0,3:1,0.675,0.225,virtual_only,0.95,24
0.44357939115965245,0.405,0.15,0.445,0.02,0.295,0.09,0.2708227578334908,0.4835547970675482,0.95,0.74,0,3:1,0.675,0.225,virtual_only,0.95,25
0.42763980387284073,0.47,0.14,0.39,0.01,0.335,0.125,0.2604304870185394,0.46380660396014567,0.95,0.73,0,3:1,0.675,0.225,virtual_only,0.95,26
0.4215291186447672,0.515,0.115,0.37,0.0,0.355,0.16,0.25403336462760706,0.46041523364226644,0.95,0.675,0,3:1,0.675,0.225,virtual_only,0.95,27
0.4334564332394821,0.455,0.155,0.39,0.0,0.315,0.14,0.2606251230578945,0.48348979762650773,0.95,0.715,0,3:1,0.675,0.225,virtual_only,0.95,28
0.4503445600755057,0.41,0.22,0.37,0.01,0.275,0.125,0.2844988036559132,0.5116983198304562,0.95,0.73,0,3:1,0.675,0.225,virtual_only,0.95,29
0.4170269267523226,0.55,0.105,0.345,0.0,0.45,0.1,0.2524553270140647,0.4872714798795807,0.95,0.735,0,3:1,0.675,0.225,virtual_only,0.95,30
0.428238791284902,0.475,0.125,0.4,0.01,0.345,0.12,0.25290138805332113,0.45978636504674353,0.95,0.725,0,3:1,0.675,0.225,virtual_only,0.95,31
0.4443989691926372,0.43,0.15,0.42,0.0,0.325,0.105,0.2759905249620308,0.4706493880560821,0.95,0.78,0,3:1,0.675,0.225,virtual_only,0.95,32
0.43798115719793257,0.45,0.165,0.385,0.01,0.335,0.105,0.26364405708433436,0.4782038781796627,0.95,0.72,0,3:1,0.675,0.225,virtual_only,0.95,33
0.44474466780939037,0.39,0.145,0.465,0.01,0.29,0.09,0.27693016709640944,0.49170861008816075,0.95,0.775,0,3:1,0.675,0.225,virtual_only,0.95,34
0.43332066485543375,0.53,0.17,0.3,0.005,0.455,0.07,0.2642779807715798,0.4771987801090868,0.95,0.765,0,3:1,0.675,0.225,virtual_only,0.95,35
0.4538660924125122,0.41,0.17,0.42,0.0,0.33,0.08,0.28556839517835153,0.5060838233470717,0.95,0.79,0,3:1,0.675,0.225,virtual_only,0.95,36
0.43493111378486277,0.48,0.145,0.375,0.005,0.39,0.085,0.2744014857822792,0.500180053019967,0.95,0.74,0,3:1,0.675,0.225,virtual_only,0.95,37
0.44664335112273507,0.405,0.19,0.405,0.015,0.3,0.09,0.2676734198615279,0.4839068465518414,0.95,0.775,0,3:1,0.675,0.225,virtual_only,0.95,38
0.4457844067062949,0.42,0.185,0.395,0.01,0.325,0.085,0.2800504328665641,0.48504925553089934,0.95,0.745,0,3:1,0.675,0.225,virtual_only,0.95,39
0.4559554838163342,0.395,0.21,0.395,0.0,0.315,0.08,0.2866757393672964,0.4976941890060875,0.95,0.77,0,3:1,0.675,0.225,virtual_only,0.95,40
0.42106056121328467,0.525,0.11,0.365,0.0,0.385,0.14,0.24478103054216102,0.45604867094357315,0.95,0.66,0,3:1,0.675,0.225,virtual_only,0.95,41
0.44865226632347116,0.415,0.2,0.385,0.0,0.31,0.105,0.28405811597336345,0.4921082226727884,0.95,0.76,0,3:1,0.675,0.225,virtual_only,0.95,42
0.4406603442376668,0.425,0.155,0.42,0.005,0.335,0.085,0.2728796109031755,0.4880381842381111,0.95,0.73,0,3:1,0.675,0.225,virtual_only,0.95,43
0.44946366916266156,0.41,0.175,0.415,0.005,0.34,0.065,0.2813396440440079,0.49459713419291346,0.95,0.795,0,3:1,0.675,0.225,virtual_only,0.95,44
0.44786248145785734,0.4,0.195,0.405,0.005,0.275,0.12,0.2758353859113825,0.49287338873425296,0.95,0.745,0,3:1,0.675,0.225,virtual_only,0.95,45
0.4313124621062089,0.445,0.15,0.405,0.005,0.305,0.135,0.2628375702517484,0.4690232361542071,0.95,0.71,0,3:1,0.675,0.225,virtual_only,0.95,46
0.4201197938781065,0.495,0.105,0.4,0.0,0.38,0.115,0.23947800385220494,0.4477669917688582,0.95,0.73,0,3:1,0.675,0.225,virtual_only,0.95,47
0.41977521941049006,0.53,0.13,0.34,0.02,0.365,0.145,0.24746433423293657,0.4574377073674454,0.95,0.705,0,3:1,0.675,0.225,virtual_only,0.95,48
0.4342503430862831,0.445,0.14,0.415,0.015,0.315,0.115,0.2647123234730897,0.49064029237706674,0.95,0.68,0,3:1,0.675,0.225,virtual_only,0.95,49
0.45250122512459723,0.42,0.225,0.355,0.0,0.345,0.075,0.2889930633235963,0.5019625073301959,0.95,0.74,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,0
0.4473172729515758,0.425,0.185,0.39,0.0,0.33,0.095,0.2861885641508063,0.5102577583544691,0.95,0.71,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,1
0.46041719429568284,0.32,0.205,0.475,0.0,0.225,0.095,0.2907829961280052,0.4989989737675283,0.95,0.765,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,2
0.463268823558068,0.34,0.23,0.43,0.005,0.295,0.04,0.29604399690113015,0.5173414052352936,0.95,0.81,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,3
0.4583705780537221,0.37,0.21,0.42,0.01,0.3,0.06,0.29099926416399063,0.5122783440609955,0.95,0.735,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,4
0.47912867109924406,0.325,0.275,0.4,0.005,0.275,0.045,0.3182683646536856,0.5358022727917229,0.95,0.785,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,5
0.4425187854844876,0.44,0.19,0.37,0.0,0.31,0.13,0.27850508843645744,0.48658434574573556,0.95,0.74,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,6
0.4639336063877706,0.33,0.21,0.46,0.0,0.265,0.065,0.2972351057037592,0.5087037613884615,0.95,0.795,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,7
0.4541334619364563,0.385,0.175,0.44,0.005,0.31,0.07,0.2904432839198167,0.49809300914877197,0.95,0.805,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,8
0.45154313790240663,0.42,0.18,0.4,0.01,0.34,0.07,0.2857622388862156,0.5012609293895758,0.95,0.745,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,9
0.46039062138980297,0.37,0.2,0.43,0.005,0.29,0.075,0.2932986107945117,0.502066973719597,0.95,0.75,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,10
0.44808517450156576,0.375,0.2,0.425,0.005,0.26,0.11,0.2778955385214571,0.47614902004929277,0.95,0.765,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,11
