meaning_index,sink_index,productive_frac,beautiful_one_frac,aggressor_frac,withdrawn_frac,collapsed_frac,birth_intention,social_trust,post_labor_current,band_occupancy,sink_collapsed,ratio,economic_weight,virtual_weight,scenario,post_labor,run_id
0.47388862671371795,0.31,0.27,0.42,0.0,0.245,0.065,0.3104716789658892,0.5250721558544238,0.95,0.795,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,12
0.4498499345804545,0.405,0.155,0.44,0.005,0.315,0.085,0.2929272677235216,0.5121430135552757,0.95,0.77,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,13
0.45704626955816197,0.355,0.205,0.44,0.0,0.275,0.08,0.28919520294765066,0.5005865318066918,0.95,0.79,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,14
0.4587995368299858,0.39,0.265,0.345,0.005,0.3,0.085,0.29026281805914417,0.48451387198665125,0.95,0.77,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,15
0.450019096630341,0.405,0.195,0.4,0.0,0.29,0.115,0.28949157438188383,0.4929366436222172,0.95,0.77,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,16
0.4623366523151002,0.375,0.23,0.395,0.005,0.3,0.07,0.29607857429667134,0.5019579601815812,0.95,0.765,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,17
0.4543625396466103,0.39,0.18,0.43,0.0,0.325,0.065,0.2904989459478781,0.5033004857211125,0.95,0.77,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,18
0.44950057549517825,0.43,0.19,0.38,0.005,0.35,0.075,0.27921746739443615,0.47663836489512884,0.95,0.785,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,19
0.45621108599966886,0.355,0.21,0.435,0.005,0.28,0.07,0.2930065733403834,0.5114688130864115,0.95,0.765,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,20
0.45016679892068057,0.39,0.23,0.38,0.015,0.25,0.125,0.2938034565600425,0.5135111138244395,0.95,0.73,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,21
0.45423968547233756,0.445,0.215,0.34,0.0,0.36,0.085,0.2894847970553476,0.4963824424585468,0.95,0.775,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,22
0.45903875124490284,0.38,0.215,0.405,0.0,0.3,0.08,0.2916170260700566,0.4997210601370894,0.95,0.745,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,23
0.46415381114393967,0.335,0.215,0.45,0.0,0.27,0.065,0.2947807319090331,0.5061436819464068,0.95,0.82,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,24
0.4614731214157677,0.365,0.195,0.44,0.015,0.275,0.075,0.2942551542746672,0.5006411955971434,0.95,0.795,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,25
0.44614210657481207,0.435,0.19,0.375,0.01,0.315,0.11,0.28325962239569785,0.48025414201564104,0.95,0.77,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,26
0.4400272456741993,0.43,0.17,0.4,0.0,0.295,0.135,0.27717163755386226,0.4770356937635451,0.95,0.73,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,27
0.45210096778066355,0.4,0.195,0.405,0.0,0.315,0.085,0.28438307404523455,0.5005620712870216,0.95,0.76,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,28
0.4687366385167019,0.34,0.27,0.39,0.0,0.22,0.12,0.3079712904374673,0.5289008062263179,0.95,0.755,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,29
0.4368532127718805,0.47,0.14,0.39,0.0,0.385,0.085,0.27648154232168126,0.5047877890185526,0.95,0.775,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,30
0.4468993601164522,0.405,0.165,0.43,0.01,0.29,0.105,0.2758526053831605,0.4766700895438028,0.95,0.745,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,31
0.4648362579846308,0.305,0.205,0.49,0.0,0.235,0.07,0.29985876726164484,0.48767254687218636,0.95,0.795,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,32
0.45717940302015264,0.375,0.21,0.415,0.005,0.27,0.1,0.28695784961625875,0.4950307782774848,0.95,0.735,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,33
0.46236501625344234,0.345,0.215,0.44,0.005,0.26,0.08,0.3001906889287859,0.5085663323499302,0.95,0.815,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,34
0.4533188739290368,0.415,0.21,0.375,0.005,0.365,0.045,0.28871114278216514,0.4949273101956841,0.95,0.83,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,35
0.47336657523297193,0.325,0.225,0.45,0.0,0.29,0.035,0.30944040806532885,0.5224760752469677,0.95,0.815,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,36
0.454602422178951,0.365,0.2,0.435,0.005,0.3,0.06,0.2980149436085601,0.5166459699659481,0.95,0.795,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,37
0.46542771699302826,0.345,0.245,0.41,0.005,0.255,0.085,0.29099657198117895,0.5007179843084331,0.95,0.795,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,38
0.46304929315007276,0.37,0.235,0.395,0.01,0.3,0.06,0.302656729994826,0.5015003064541483,0.95,0.775,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,39
0.47456171016573767,0.335,0.265,0.4,0.0,0.275,0.06,0.3107001560397926,0.5150535576332035,0.95,0.8,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,40
0.438863995459883,0.485,0.155,0.36,0.0,0.365,0.12,0.26752033036917344,0.4726381094280822,0.95,0.72,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,41
0.4661027669881284,0.355,0.26,0.385,0.0,0.27,0.085,0.3068731270147056,0.5083895568502889,0.95,0.785,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,42
0.4579891665528558,0.365,0.19,0.445,0.005,0.285,0.075,0.2959188106073251,0.5051018808802273,0.95,0.77,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,43
0.468561595078529,0.345,0.215,0.44,0.0,0.31,0.035,0.30502378668745295,0.5118112315997514,0.95,0.825,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,44
0.46628162852670085,0.34,0.225,0.435,0.0,0.26,0.08,0.2988768328819829,0.5096559252767264,0.95,0.755,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,45
0.4496274601988949,0.395,0.21,0.395,0.005,0.3,0.09,0.2861937477727525,0.48611573353046467,0.95,0.735,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,46
0.4403042129942753,0.38,0.13,0.49,0.0,0.3,0.08,0.2639655900382628,0.46510217787504515,0.95,0.785,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,47
0.438368673287692,0.485,0.2,0.315,0.01,0.36,0.115,0.27091414614097437,0.4740241054416898,0.95,0.73,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,48
0.4524455680229015,0.395,0.18,0.425,0.01,0.305,0.08,0.288092669841091,0.5078811895020314,0.95,0.755,0,3:1,0.675,0.225,ubi_plus_virtual,0.95,49
0.3262658003558782,0.805,0.03,0.165,0.02,0.385,0.4,0.18842424231472824,0.419581488992521,0.95,0.375,1,5:1,0.75,0.15,baseline,0.95,0
0.34017048902909097,0.75,0.025,0.225,0.03,0.41,0.31,0.20037261588068472,0.42153427853178393,0.95,0.445,1,5:1,0.75,0.15,baseline,0.95,1
0.3177157260769246,0.825,0.03,0.145,0.02,0.37,0.435,0.18003641890587954,0.42075564184110914,0.95,0.355,1,5:1,0.75,0.15,baseline,0.95,2
0.3309077045965473,0.785,0.045,0.17,0.03,0.34,0.415,0.18941349044700062,0.43994519432375506,0.95,0.37,1,5:1,0.75,0.15,baseline,0.95,3
0.32878260732700326,0.8,0.025,0.175,0.04,0.37,0.39,0.18734647475026148,0.4314231349811057,0.95,0.42,1,5:1,0.75,0.15,baseline,0.95,4
0.3255977724647505,0.775,0.03,0.195,0.045,0.33,0.4,0.18487310961850653,0.4256181401096655,0.95,0.415,1,5:1,0.75,0.15,baseline,0.95,5
0.32420877505183554,0.795,0.045,0.16,0.055,0.355,0.385,0.18688356444284906,0.43391668016191987,0.95,0.35,1,5:1,0.75,0.15,baseline,0.95,6
0.3260323153720306,0.785,0.025,0.19,0.035,0.34,0.41,0.18959108558859408,0.43251880033363393,0.95,0.39,1,5:1,0.75,0.15,baseline,0.95,7
0.33031416811514064,0.78,0.03,0.19,0.065,0.37,0.345,0.19550214441476726,0.44585415871582235,0.95,0.455,1,5:1,0.75,0.15,baseline,0.95,8
0.3223439370183205,0.825,0.03,0.145,0.02,0.415,0.39,0.1857277150162492,0.4185075885605993,0.95,0.36,1,5:1,0.75,0.15,baseline,0.95,9
0.31930241234901546,0.835,0.01,0.155,0.02,0.38,0.435,0.179122715354519,0.4176931547164864,0.95,0.365,1,5:1,0.75,0.15,baseline,0.95,10
0.33004103904034154,0.795,0.04,0.165,0.045,0.415,0.335,0.19351889825654758,0.43744328226427937,0.95,0.415,1,5:1,0.75,0.15,baseline,0.95,11
0.33864168367418995,0.795,0.02,0.185,0.04,0.415,0.34,0.19572928822042396,0.44978954256743786,0.95,0.475,1,5:1,0.75,0.15,baseline,0.95,12
0.32759720277164744,0.775,0.035,0.19,0.05,0.325,0.4,0.1892110369404611,0.41759513646650526,0.95,0.37,1,5:1,0.75,0.15,baseline,0.95,13
0.334427389651818,0.77,0.025,0.205,0.03,0.365,0.375,0.19934733973525595,0.44410997932603935,0.95,0.43,1,5:1,0.75,0.15,baseline,0.95,14
0.3371417481651839,0.74,0.055,0.205,0.035,0.355,0.35,0.2016903711324374,0.4395358860366044,0.95,0.46,1,5:1,0.75,0.15,baseline,0.95,15
0.3244165544230909,0.8,0.03,0.17,0.04,0.39,0.37,0.19235766730650242,0.4303351988916008,0.95,0.405,1,5:1,0.75,0.15,baseline,0.95,16
0.3322745787651023,0.755,0.015,0.23,0.02,0.345,0.39,0.18755803315865852,0.43122696129625787,0.95,0.445,1,5:1,0.75,0.15,baseline,0.95,17
0.33775780998958227,0.78,0.045,0.175,0.015,0.39,0.375,0.1940457894123632,0.42535675730654643,0.95,0.42,1,5:1,0.75,0.15,baseline,0.95,18
0.32589632548410885,0.815,0.02,0.165,0.025,0.41,0.38,0.18933901106072903,0.4145104849680311,0.95,0.42,1,5:1,0.75,0.15,baseline,0.95,19
0.32883744272821497,0.815,0.03,0.155,0.055,0.385,0.375,0.18722120809670328,0.43516493905345016,0.95,0.425,1,5:1,0.75,0.15,baseline,0.95,20
0.35025068704121187,0.715,0.03,0.255,0.02,0.42,0.275,0.21668955159709002,0.4548794335771387,0.95,0.48,1,5:1,0.75,0.15,baseline,0.95,21
0.3458169019419833,0.76,0.025,0.215,0.015,0.43,0.315,0.19693510275466938,0.4280905979988819,0.95,0.49,1,5:1,0.75,0.15,baseline,0.95,22
0.3355305411287142,0.745,0.045,0.21,0.045,0.325,0.375,0.19239594601027335,0.4285776636621233,0.95,0.42,1,5:1,0.75,0.15,baseline,0.95,23
0.3308952537931657,0.775,0.03,0.195,0.015,0.37,0.39,0.19484799926152468,0.44259351884595516,0.95,0.4,1,5:1,0.75,0.15,baseline,0.95,24
0.3113917033986055,0.855,0.015,0.13,0.05,0.4,0.405,0.1700126334325931,0.3997074669599256,0.95,0.35,1,5:1,0.75,0.15,baseline,0.95,25
0.3422481465734708,0.74,0.02,0.24,0.02,0.385,0.335,0.19524283004602538,0.42739796735333785,0.95,0.435,1,5:1,0.75,0.15,baseline,0.95,26
0.32718455427142246,0.795,0.015,0.19,0.03,0.385,0.38,0.19029528160856451,0.4240778978076112,0.95,0.37,1,5:1,0.75,0.15,baseline,0.95,27
0.32598464139388306,0.83,0.03,0.14,0.025,0.41,0.395,0.18352110000617272,0.42390716477967344,0.95,0.39,1,5:1,0.75,0.15,baseline,0.95,28
0.3279688529652421,0.81,0.035,0.155,0.04,0.38,0.39,0.18713301614496963,0.4206524645067564,0.95,0.405,1,5:1,0.75,0.15,baseline,0.95,29
0.33296567558166323,0.795,0.05,0.155,0.035,0.395,0.365,0.19735012736829544,0.44833501607109466,0.95,0.385,1,5:1,0.75,0.15,baseline,0.95,30
0.3250607155079666,0.79,0.01,0.2,0.025,0.355,0.41,0.1805065237878846,0.41162871118700134,0.95,0.415,1,5:1,0.75,0.15,baseline,0.95,31
0.3171419583314363,0.84,0.03,0.13,0.045,0.385,0.41,0.17332089190229139,0.41156376395327227,0.95,0.345,1,5:1,0.75,0.15,baseline,0.95,32
0.31106344755020066,0.845,0.025,0.13,0.035,0.38,0.43,0.16857950573676703,0.4059450377361095,0.95,0.355,1,5:1,0.75,0.15,baseline,0.95,33
0.32740594256046845,0.785,0.02,0.195,0.02,0.37,0.395,0.19178754811097576,0.4478333612703882,0.95,0.42,1,5:1,0.75,0.15,baseline,0.95,34
0.3297046520152432,0.805,0.04,0.155,0.025,0.425,0.355,0.19587012831470937,0.44220005174801114,0.95,0.45,1,5:1,0.75,0.15,baseline,0.95,35
0.3309522363403394,0.74,0.02,0.24,0.04,0.365,0.335,0.19467960941523946,0.43420106812290427,0.95,0.43,1,5:1,0.75,0.15,baseline,0.95,36
0.3272468617436759,0.78,0.02,0.2,0.04,0.36,0.38,0.1885557341029404,0.4371321323060704,0.95,0.415,1,5:1,0.75,0.15,baseline,0.95,37
0.34266873581804774,0.77,0.035,0.195,0.025,0.43,0.315,0.2078953278678338,0.4487495600304776,0.95,0.465,1,5:1,0.75,0.15,baseline,0.95,38
0.32518878196075846,0.82,0.015,0.165,0.02,0.43,0.37,0.1814592446888149,0.42494183718183964,0.95,0.405,1,5:1,0.75,0.15,baseline,0.95,39
0.33376009688229646,0.805,0.035,0.16,0.035,0.405,0.365,0.19648983046634386,0.44315147022784246,0.95,0.445,1,5:1,0.75,0.15,baseline,0.95,40
0.32542068030341076,0.8,0.03,0.17,0.045,0.4,0.355,0.18110523905452638,0.4159210557226109,0.95,0.405,1,5:1,0.75,0.15,baseline,0.95,41
0.3321277341646389,0.8,0.035,0.165,0.045,0.385,0.37,0.18445907995137859,0.41778240544146833,0.95,0.37,1,5:1,0.75,0.15,baseline,0.95,42
0.32130643700810446,0.805,0.03,0.165,0.025,0.33,0.45,0.18001277799535745,0.42091390545196833,0.95,0.385,1,5:1,0.75,0.15,baseline,0.95,43
0.34144343669006766,0.74,0.04,0.22,0.035,0.385,0.32,0.21085820512325382,0.4590106437783129,0.95,0.48,1,5:1,0.75,0.15,baseline,0.95,44
0.3187304600007609,0.835,0.015,0.15,0.03,0.415,0.39,0.1817150890436445,0.4143593179045096,0.95,0.415,1,5:1,0.75,0.15,baseline,0.95,45
0.3342238443245313,0.805,0.025,0.17,0.015,0.405,0.385,0.19062001095117098,0.42473172927660896,0.95,0.405,1,5:1,0.75,0.15,baseline,0.95,46
0.3350694766653515,0.77,0.04,0.19,0.035,0.385,0.35,0.19297481014207263,0.43748099529389317,0.95,0.415,1,5:1,0.75,0.15,baseline,0.95,47
0.3380474853241131,0.775,0.025,0.2,0.025,0.425,0.325,0.19883983748052464,0.4538884338420622,0.95,0.45,1,5:1,0.75,0.15,baseline,0.95,48
0.34680512795402635,0.705,0.05,0.245,0.025,0.34,0.34,0.2070528530794688,0.43230378379178047,0.95,0.49,1,5:1,0.75,0.15,baseline,0.95,49
0.34339564349694046,0.795,0.035,0.17,0.015,0.435,0.345,0.21007336851888023,0.4370366158554152,0.95,0.46,1,5:1,0.75,0.15,ubi_only,0.95,0
0.3584045172441861,0.685,0.03,0.285,0.03,0.39,0.265,0.22138304793777241,0.4385636554854864,0.95,0.505,0,5:1,0.75,0.15,ubi_only,0.95,1
0.33392156920526356,0.79,0.04,0.17,0.02,0.395,0.375,0.20074562932766962,0.43737765509666643,0.95,0.44,1,5:1,0.75,0.15,ubi_only,0.95,2
0.34756796134646145,0.76,0.06,0.18,0.02,0.38,0.36,0.21087156398415616,0.4567691543627535,0.95,0.425,1,5:1,0.75,0.15,ubi_only,0.95,3
0.3454149292358142,0.76,0.025,0.215,0.04,0.405,0.315,0.2080840238668647,0.44795105360309617,0.95,0.48,1,5:1,0.75,0.15,ubi_only,0.95,4
0.3426003709989513,0.735,0.035,0.23,0.03,0.345,0.36,0.20581496424398932,0.44225925401011407,0.95,0.465,1,5:1,0.75,0.15,ubi_only,0.95,5
0.34067134107545494,0.75,0.05,0.2,0.045,0.395,0.31,0.2074811905475287,0.4506769731743354,0.95,0.44,1,5:1,0.75,0.15,ubi_only,0.95,6
0.34250565260808025,0.75,0.035,0.215,0.025,0.35,0.375,0.21063829221436273,0.4491742878840108,0.95,0.435,1,5:1,0.75,0.15,ubi_only,0.95,7
0.3473904695589504,0.71,0.045,0.245,0.055,0.365,0.29,0.2159642837170578,0.4633092800469298,0.95,0.5,1,5:1,0.75,0.15,ubi_only,0.95,8
0.33887312709560563,0.785,0.05,0.165,0.02,0.435,0.33,0.2062207840517572,0.43471454733026726,0.95,0.445,1,5:1,0.75,0.15,ubi_only,0.95,9
0.33600878243911153,0.79,0.035,0.175,0.005,0.385,0.4,0.20033369949659505,0.43431800809403115,0.95,0.415,1,5:1,0.75,0.15,ubi_only,0.95,10
0.34744441908274604,0.77,0.05,0.18,0.03,0.44,0.3,0.21501268421568517,0.45464916649551185,0.95,0.485,1,5:1,0.75,0.15,ubi_only,0.95,11
0.35708709220664625,0.73,0.035,0.235,0.035,0.41,0.285,0.21774801946889327,0.467656865231439,0.95,0.53,1,5:1,0.75,0.15,ubi_only,0.95,12
0.34464040406036206,0.73,0.04,0.23,0.025,0.35,0.355,0.21067321364965752,0.43423232587285765,0.95,0.42,1,5:1,0.75,0.15,ubi_only,0.95,13
0.3523273464030537,0.72,0.03,0.25,0.025,0.385,0.31,0.2212570656230447,0.4607610146790908,0.95,0.485,1,5:1,0.75,0.15,ubi_only,0.95,14
0.35436268403412285,0.685,0.065,0.25,0.025,0.325,0.335,0.22236408576201336,0.4563441428405579,0.95,0.52,0,5:1,0.75,0.15,ubi_only,0.95,15
0.3413161452805167,0.765,0.03,0.205,0.035,0.405,0.325,0.21321108698582714,0.4474492023779334,0.95,0.465,1,5:1,0.75,0.15,ubi_only,0.95,16
0.348930315442907,0.73,0.015,0.255,0.015,0.37,0.345,0.20871759598127995,0.44804353053915763,0.95,0.505,1,5:1,0.75,0.15,ubi_only,0.95,17
0.35553441826491444,0.725,0.055,0.22,0.015,0.38,0.33,0.2159263088572071,0.44223700352931905,0.95,0.47,1,5:1,0.75,0.15,ubi_only,0.95,18
0.34442746607399444,0.755,0.025,0.22,0.01,0.455,0.29,0.21166335422720423,0.4319280323465018,0.95,0.475,1,5:1,0.75,0.15,ubi_only,0.95,19
0.3458855783760963,0.76,0.045,0.195,0.05,0.405,0.305,0.2081344966387217,0.4520261640157207,0.95,0.48,1,5:1,0.75,0.15,ubi_only,0.95,20
0.3678962364334968,0.685,0.035,0.28,0.02,0.425,0.24,0.2382633847017302,0.47173303878163236,0.95,0.54,0,5:1,0.75,0.15,ubi_only,0.95,21
0.3623856514855281,0.715,0.045,0.24,0.015,0.435,0.265,0.21815517250087615,0.4448376127132558,0.95,0.535,1,5:1,0.75,0.15,ubi_only,0.95,22
0.35175449610904336,0.705,0.055,0.24,0.03,0.33,0.345,0.21264000131002367,0.445228656979631,0.95,0.47,1,5:1,0.75,0.15,ubi_only,0.95,23
0.34880483461239536,0.72,0.04,0.24,0.015,0.36,0.345,0.21660793257964156,0.4591640780143875,0.95,0.475,1,5:1,0.75,0.15,ubi_only,0.95,24
0.3279707985993175,0.83,0.025,0.145,0.035,0.47,0.325,0.1903340830028357,0.4166456657404501,0.95,0.41,1,5:1,0.75,0.15,ubi_only,0.95,25
0.35931850959650846,0.705,0.04,0.255,0.015,0.405,0.285,0.21650144245203629,0.444262893592143,0.95,0.56,1,5:1,0.75,0.15,ubi_only,0.95,26
0.34494149787962686,0.76,0.02,0.22,0.025,0.43,0.305,0.21275882256780687,0.4412106948429677,0.95,0.455,1,5:1,0.75,0.15,ubi_only,0.95,27
0.3428425970119642,0.785,0.04,0.175,0.01,0.4,0.375,0.20448753509665138,0.44109778990431153,0.95,0.47,1,5:1,0.75,0.15,ubi_only,0.95,28
0.3457071353557315,0.735,0.04,0.225,0.015,0.37,0.35,0.20842632775073722,0.4375499260473484,0.95,0.475,1,5:1,0.75,0.15,ubi_only,0.95,29
0.35069843070160445,0.75,0.08,0.17,0.03,0.38,0.34,0.21858841028514786,0.465175067979668,0.95,0.445,1,5:1,0.75,0.15,ubi_only,0.95,30
0.34119782111515107,0.77,0.015,0.215,0.015,0.4,0.355,0.20012476578289365,0.4273804362397564,0.95,0.485,1,5:1,0.75,0.15,ubi_only,0.95,31
0.3342404225237381,0.79,0.05,0.16,0.035,0.385,0.37,0.19410786334885033,0.4284974530623719,0.95,0.385,1,5:1,0.75,0.15,ubi_only,0.95,32
0.32710277662358295,0.81,0.035,0.155,0.025,0.38,0.405,0.18884136198874696,0.42188725816760836,0.95,0.41,1,5:1,0.75,0.15,ubi_only,0.95,33
0.3439077866803458,0.75,0.025,0.225,0.02,0.39,0.34,0.21319234170061818,0.46511315711191403,0.95,0.46,1,5:1,0.75,0.15,ubi_only,0.95,34
0.3466661079951669,0.765,0.05,0.185,0.02,0.43,0.315,0.2169475611641338,0.45928279075696593,0.95,0.485,1,5:1,0.75,0.15,ubi_only,0.95,35
0.3481124599929608,0.715,0.05,0.235,0.035,0.395,0.285,0.21560075321600305,0.45090001699066057,0.95,0.495,1,5:1,0.75,0.15,ubi_only,0.95,36
0.34412549884687976,0.745,0.035,0.22,0.03,0.38,0.335,0.20950051553415838,0.4540011363964214,0.95,0.465,1,5:1,0.75,0.15,ubi_only,0.95,37
0.36083357609880023,0.7,0.045,0.255,0.015,0.415,0.27,0.229959415383477,0.46603680070386405,0.95,0.53,0,5:1,0.75,0.15,ubi_only,0.95,38
0.3423133817654269,0.78,0.015,0.205,0.015,0.445,0.32,0.20282545398165003,0.44169644475631104,0.95,0.475,1,5:1,0.75,0.15,ubi_only,0.95,39
0.35128357979338104,0.725,0.05,0.225,0.03,0.39,0.305,0.21815471062543318,0.4601842253464078,0.95,0.495,1,5:1,0.75,0.15,ubi_only,0.95,40
0.3416026804842279,0.77,0.04,0.19,0.025,0.41,0.335,0.2009713871720755,0.4323942400400421,0.95,0.46,1,5:1,0.75,0.15,ubi_only,0.95,41
0.3487873934095871,0.75,0.05,0.2,0.03,0.42,0.3,0.20543052933298828,0.43428927447582993,0.95,0.425,1,5:1,0.75,0.15,ubi_only,0.95,42
0.33802408450515276,0.765,0.045,0.19,0.01,0.33,0.425,0.200805545653842,0.4374990803781433,0.95,0.445,1,5:1,0.75,0.15,ubi_only,0.95,43
0.3596164154653074,0.7,0.05,0.25,0.03,0.405,0.265,0.2332226303220716,0.47589050707595193,0.95,0.535,0,5:1,0.75,0.15,ubi_only,0.95,44
0.33503594673320963,0.795,0.03,0.175,0.02,0.42,0.355,0.20200803900239417,0.4310331825587067,0.95,0.505,1,5:1,0.75,0.15,ubi_only,0.95,45
0.35199764272836037,0.745,0.035,0.22,0.015,0.425,0.305,0.21266726452455714,0.4416710807962113,0.95,0.48,1,5:1,0.75,0.15,ubi_only,0.95,46
0.3515779026418776,0.745,0.08,0.175,0.025,0.4,0.32,0.2138617661894678,0.4548714332168656,0.95,0.48,1,5:1,0.75,0.15,ubi_only,0.95,47
0.35498643722501483,0.72,0.035,0.245,0.02,0.41,0.29,0.21978993732725488,0.47030357133378226,0.95,0.495,1,5:1,0.75,0.15,ubi_only,0.95,48
0.3634364945959303,0.685,0.075,0.24,0.02,0.37,0.295,0.22830309535869214,0.44935246498818415,0.95,0.56,0,5:1,0.75,0.15,ubi_only,0.95,49
0.42494166968647634,0.505,0.14,0.355,0.0,0.38,0.125,0.26377174407988685,0.47451908068536186,0.95,0.715,0,5:1,0.75,0.15,virtual_only,0.95,0
0.436210076841874,0.435,0.165,0.4,0.01,0.305,0.12,0.27333913817326466,0.47668221590358023,0.95,0.77,0,5:1,0.75,0.15,virtual_only,0.95,1
0.41246592925193987,0.53,0.135,0.335,0.01,0.37,0.15,0.25244686864791244,0.4737830498922147,0.95,0.67,0,5:1,0.75,0.15,virtual_only,0.95,2
0.4261536953157997,0.525,0.15,0.325,0.005,0.405,0.115,0.2650525824530128,0.4936469339702644,0.95,0.69,0,5:1,0.75,0.15,virtual_only,0.95,3
0.4232661394344667,0.48,0.145,0.375,0.015,0.34,0.125,0.2605596166447253,0.48485962408798117,0.95,0.685,0,5:1,0.75,0.15,virtual_only,0.95,4
0.42058609753177706,0.5,0.165,0.335,0.0,0.345,0.155,0.2583312396097525,0.4791241671003763,0.95,0.665,0,5:1,0.75,0.15,virtual_only,0.95,5
0.4181584995064847,0.515,0.14,0.345,0.015,0.34,0.16,0.25960049520849937,0.48844885519179665,0.95,0.695,0,5:1,0.75,0.15,virtual_only,0.95,6
0.42011895680367384,0.505,0.14,0.355,0.005,0.37,0.13,0.26455767127717444,0.48601792663949134,0.95,0.685,0,5:1,0.75,0.15,virtual_only,0.95,7
0.42488670148526664,0.465,0.15,0.385,0.01,0.295,0.16,0.2684420248357332,0.5019000774114666,0.95,0.705,0,5:1,0.75,0.15,virtual_only,0.95,8
0.41947066785548487,0.485,0.12,0.395,0.005,0.33,0.15,0.25843186136712165,0.47108856276593614,0.95,0.7,0,5:1,0.75,0.15,virtual_only,0.95,9
0.41389279129714873,0.545,0.115,0.34,0.005,0.37,0.17,0.2537558188811826,0.4708765952711629,0.95,0.72,0,5:1,0.75,0.15,virtual_only,0.95,10
0.42890156763550974,0.45,0.15,0.4,0.005,0.305,0.14,0.2689694462052363,0.4929627643918403,0.95,0.71,0,5:1,0.75,0.15,virtual_only,0.95,11
0.43757933154482487,0.415,0.16,0.425,0.0,0.295,0.12,0.272264478078409,0.5066032232073147,0.95,0.745,0,5:1,0.75,0.15,virtual_only,0.95,12
0.4231425284997064,0.535,0.155,0.31,0.0,0.415,0.12,0.26388710517022756,0.4721498137068735,0.95,0.715,0,5:1,0.75,0.15,virtual_only,0.95,13
0.4302291885679255,0.475,0.175,0.35,0.005,0.365,0.105,0.27397500925124946,0.49603470589639587,0.95,0.705,0,5:1,0.75,0.15,virtual_only,0.95,14
0.4326821913168388,0.45,0.165,0.385,0.0,0.275,0.175,0.27376451940034097,0.49346685635755533,0.95,0.665,0,5:1,0.75,0.15,virtual_only,0.95,15
0.41829880143135967,0.505,0.145,0.35,0.015,0.325,0.165,0.2652187316602476,0.484203397632246,0.95,0.695,0,5:1,0.75,0.15,virtual_only,0.95,16
0.42884012241433767,0.46,0.17,0.37,0.0,0.315,0.145,0.26233850100706296,0.4840456084714519,0.95,0.715,0,5:1,0.75,0.15,virtual_only,0.95,17
0.43439544464107016,0.465,0.16,0.375,0.005,0.355,0.105,0.2696612887762264,0.47828072001630306,0.95,0.69,0,5:1,0.75,0.15,virtual_only,0.95,18
0.42604425232248205,0.45,0.135,0.415,0.0,0.31,0.14,0.2657485118150403,0.46936675647188564,0.95,0.745,0,5:1,0.75,0.15,virtual_only,0.95,19
0.4256796201630233,0.49,0.145,0.365,0.005,0.34,0.145,0.26219301666524353,0.49024638551923105,0.95,0.685,0,5:1,0.75,0.15,virtual_only,0.95,20
0.4463575177172037,0.415,0.21,0.375,0.0,0.315,0.1,0.2915714985902927,0.5085716277859545,0.95,0.78,0,5:1,0.75,0.15,virtual_only,0.95,21
0.4433761645910894,0.395,0.155,0.45,0.005,0.295,0.095,0.2728392156071407,0.48189833712628355,0.95,0.775,0,5:1,0.75,0.15,virtual_only,0.95,22
0.4270698533617196,0.495,0.2,0.305,0.01,0.35,0.135,0.26266284364228043,0.48156865227402035,0.95,0.7,0,5:1,0.75,0.15,virtual_only,0.95,23
