decay_value,mean_meaning,mean_meaning_std,band_occupancy_mean,band_occupancy_std,n_runs
0.05,0.43275262971816403,0.008193025795698817,0.6809350000000001,0.022229174336143628,150
0.1,0.4154029656155679,0.006668465805488253,0.7075016666666667,0.020765185139769115,150
0.15,0.41028600882885596,0.0053439832333779256,0.7276383333333334,0.019568459670829725,150
0.2,0.4079851251539933,0.004207651805313184,0.741305,0.01750761429588091,150
0.25,0.407084880035161,0.00359513481670138,0.7522783333333333,0.015795477640416233,150
0.3,0.40656004103421833,0.0029623815839843657,0.7608566666666667,0.013880302190114194,150
