speed,scenario,step,steps_after_target,run_id,sink_index,meaning_index,post_labor_current
rapid,full_bundle,45,40,42,0.32,0.48176676379779865,0.95
rapid,full_bundle,15,10,43,0.23,0.5007740134805562,0.95
rapid,full_bundle,25,20,43,0.24,0.4931765247155691,0.95
rapid,full_bundle,45,40,43,0.32,0.4752164388039226,0.95
rapid,full_bundle,15,10,44,0.22,0.49532385149300034,0.95
rapid,full_bundle,25,20,44,0.3,0.48185947668535506,0.95
rapid,full_bundle,45,40,44,0.31,0.47475035486865336,0.95
rapid,full_bundle,15,10,45,0.245,0.4897163873667161,0.95
rapid,full_bundle,25,20,45,0.28,0.4928176092755296,0.95
rapid,full_bundle,45,40,45,0.28,0.4888233140485152,0.95
rapid,full_bundle,15,10,46,0.25,0.5006117485008484,0.95
rapid,full_bundle,25,20,46,0.245,0.5043222533376917,0.95
rapid,full_bundle,45,40,46,0.27,0.49949725825399116,0.95
rapid,full_bundle,15,10,47,0.27,0.48934885755742846,0.95
rapid,full_bundle,25,20,47,0.28,0.49168113811414244,0.95
rapid,full_bundle,45,40,47,0.215,0.49660723668382656,0.95
rapid,full_bundle,15,10,48,0.265,0.49631255558551657,0.95
rapid,full_bundle,25,20,48,0.23,0.512919072436308,0.95
rapid,full_bundle,45,40,48,0.335,0.47140374083003667,0.95
rapid,full_bundle,15,10,49,0.225,0.49933534867142226,0.95
rapid,full_bundle,25,20,49,0.235,0.4921350778112532,0.95
rapid,full_bundle,45,40,49,0.305,0.4774481557128118,0.95
gradual,baseline,170,10,0,0.795,0.32674170674627645,0.95
gradual,baseline,180,20,0,0.82,0.3140168433892265,0.95
gradual,baseline,200,40,0,0.795,0.3224793887944304,0.95
gradual,baseline,170,10,1,0.76,0.34739693836003993,0.95
gradual,baseline,180,20,1,0.795,0.3339768171780035,0.95
gradual,baseline,200,40,1,0.765,0.33450706235471217,0.95
gradual,baseline,170,10,2,0.76,0.3448242652748597,0.95
gradual,baseline,180,20,2,0.75,0.349159209542155,0.95
gradual,baseline,200,40,2,0.79,0.32696021479508913,0.95
gradual,baseline,170,10,3,0.82,0.3246529723198537,0.95
gradual,baseline,180,20,3,0.78,0.33215605478114363,0.95
gradual,baseline,200,40,3,0.815,0.3271195310683764,0.95
gradual,baseline,170,10,4,0.745,0.34331598583423856,0.95
gradual,baseline,180,20,4,0.825,0.3246174861231832,0.95
gradual,baseline,200,40,4,0.825,0.32182989509627136,0.95
gradual,baseline,170,10,5,0.765,0.3284715555676959,0.95
gradual,baseline,180,20,5,0.785,0.3314546296339104,0.95
gradual,baseline,200,40,5,0.8,0.3382549713336121,0.95
gradual,baseline,170,10,6,0.765,0.3284007072856344,0.95
gradual,baseline,180,20,6,0.74,0.33107995692748743,0.95
gradual,baseline,200,40,6,0.73,0.33971871426467715,0.95
gradual,baseline,170,10,7,0.735,0.3473833297410968,0.95
gradual,baseline,180,20,7,0.75,0.3402893872247957,0.95
gradual,baseline,200,40,7,0.785,0.33324399845224484,0.95
gradual,baseline,170,10,8,0.785,0.3302708658401613,0.95
gradual,baseline,180,20,8,0.815,0.3223375024521134,0.95
gradual,baseline,200,40,8,0.78,0.32751515048380647,0.95
gradual,baseline,170,10,9,0.79,0.33458378556457946,0.95
gradual,baseline,180,20,9,0.78,0.3340899408454042,0.95
gradual,baseline,200,40,9,0.73,0.3402886926120926,0.95
gradual,baseline,170,10,10,0.79,0.3423092940106824,0.95
gradual,baseline,180,20,10,0.78,0.32963685582850116,0.95
gradual,baseline,200,40,10,0.795,0.32116850822092935,0.95
gradual,baseline,170,10,11,0.79,0.3296990601084633,0.95
gradual,baseline,180,20,11,0.815,0.33036061378445936,0.95
gradual,baseline,200,40,11,0.76,0.3306342688479538,0.95
gradual,baseline,170,10,12,0.83,0.3177492551897306,0.95
gradual,baseline,180,20,12,0.81,0.3309900098910721,0.95
gradual,baseline,200,40,12,0.81,0.33717868278006224,0.95
gradual,baseline,170,10,13,0.77,0.3370053784402783,0.95
gradual,baseline,180,20,13,0.795,0.3328994923464614,0.95
gradual,baseline,200,40,13,0.785,0.33559015738206016,0.95
gradual,baseline,170,10,14,0.77,0.33565002734143745,0.95
gradual,baseline,180,20,14,0.81,0.32374401442387474,0.95
gradual,baseline,200,40,14,0.795,0.32208553396360373,0.95
gradual,baseline,170,10,15,0.835,0.32177439759231435,0.95
gradual,baseline,180,20,15,0.795,0.3253507680437538,0.95
gradual,baseline,200,40,15,0.735,0.3486264300142419,0.95
gradual,baseline,170,10,16,0.76,0.3323470676325786,0.95
gradual,baseline,180,20,16,0.78,0.3310662470871527,0.95
gradual,baseline,200,40,16,0.8,0.32073132067057203,0.95
gradual,baseline,170,10,17,0.745,0.34422740729500534,0.95
gradual,baseline,180,20,17,0.825,0.3152995477338971,0.95
gradual,baseline,200,40,17,0.8,0.3210245361517511,0.95
gradual,baseline,170,10,18,0.79,0.3312794894768962,0.95
gradual,baseline,180,20,18,0.83,0.33000611549746606,0.95
gradual,baseline,200,40,18,0.8,0.3239459603401286,0.95
gradual,baseline,170,10,19,0.785,0.3335457252211512,0.95
gradual,baseline,180,20,19,0.8,0.318827282476074,0.95
gradual,baseline,200,40,19,0.835,0.31178293671160845,0.95
gradual,baseline,170,10,20,0.82,0.32488806055566644,0.95
gradual,baseline,180,20,20,0.805,0.3307743361327684,0.95
gradual,baseline,200,40,20,0.84,0.31413865240959776,0.95
gradual,baseline,170,10,21,0.83,0.3281860602543536,0.95
gradual,baseline,180,20,21,0.78,0.3284123617973588,0.95
gradual,baseline,200,40,21,0.855,0.31032353203450086,0.95
gradual,baseline,170,10,22,0.755,0.34874387844652477,0.95
gradual,baseline,180,20,22,0.755,0.3392933582118356,0.95
gradual,baseline,200,40,22,0.815,0.32408048422198804,0.95
gradual,baseline,170,10,23,0.655,0.363726027333059,0.95
gradual,baseline,180,20,23,0.755,0.3494638743721087,0.95
gradual,baseline,200,40,23,0.795,0.32377428660757923,0.95
gradual,baseline,170,10,24,0.75,0.3374552308138037,0.95
gradual,baseline,180,20,24,0.815,0.3181184994645396,0.95
gradual,baseline,200,40,24,0.78,0.33827772686179514,0.95
gradual,baseline,170,10,25,0.775,0.3391193178759744,0.95
gradual,baseline,180,20,25,0.745,0.33690617150726104,0.95
gradual,baseline,200,40,25,0.81,0.33137995944863236,0.95
gradual,baseline,170,10,26,0.795,0.32110554466872254,0.95
gradual,baseline,180,20,26,0.78,0.3392930525574019,0.95
gradual,baseline,200,40,26,0.835,0.3315361248888962,0.95
gradual,baseline,170,10,27,0.745,0.346031848865415,0.95
gradual,baseline,180,20,27,0.775,0.3480889724758722,0.95
gradual,baseline,200,40,27,0.805,0.3223277351324758,0.95
gradual,baseline,170,10,28,0.775,0.339700961328099,0.95
gradual,baseline,180,20,28,0.805,0.3222741045012629,0.95
gradual,baseline,200,40,28,0.765,0.3283454929875012,0.95
gradual,baseline,170,10,29,0.75,0.3418652849050735,0.95
gradual,baseline,180,20,29,0.77,0.3358254648323552,0.95
gradual,baseline,200,40,29,0.805,0.3308462102245842,0.95
gradual,baseline,170,10,30,0.835,0.30951975451125624,0.95
gradual,baseline,180,20,30,0.765,0.32166213661452375,0.95
gradual,baseline,200,40,30,0.805,0.32830023058934715,0.95
gradual,baseline,170,10,31,0.77,0.3333872396139189,0.95
gradual,baseline,180,20,31,0.82,0.3226946608306707,0.95
gradual,baseline,200,40,31,0.8,0.3221613495185453,0.95
gradual,baseline,170,10,32,0.815,0.3285825614743098,0.95
gradual,baseline,180,20,32,0.815,0.3158454417213278,0.95
gradual,baseline,200,40,32,0.82,0.3134786537338325,0.95
gradual,baseline,170,10,33,0.815,0.320721497742641,0.95
gradual,baseline,180,20,33,0.785,0.3292384897152458,0.95
gradual,baseline,200,40,33,0.765,0.336544801776548,0.95
gradual,baseline,170,10,34,0.825,0.320743879380679,0.95
gradual,baseline,180,20,34,0.77,0.33857399019709383,0.95
gradual,baseline,200,40,34,0.765,0.34301315283484024,0.95
gradual,baseline,170,10,35,0.755,0.3412570789972844,0.95
gradual,baseline,180,20,35,0.785,0.3431995405369562,0.95
gradual,baseline,200,40,35,0.745,0.34159492175529393,0.95
gradual,baseline,170,10,36,0.755,0.3357156951315489,0.95
gradual,baseline,180,20,36,0.755,0.3362452805244217,0.95
gradual,baseline,200,40,36,0.71,0.3485795736009117,0.95
gradual,baseline,170,10,37,0.77,0.3359370390244645,0.95
gradual,baseline,180,20,37,0.8,0.3277213595126661,0.95
gradual,baseline,200,40,37,0.795,0.32755187545537645,0.95
gradual,baseline,170,10,38,0.81,0.33997993109686564,0.95
gradual,baseline,180,20,38,0.8,0.33386133453732525,0.95
gradual,baseline,200,40,38,0.76,0.34449988069302856,0.95
gradual,baseline,170,10,39,0.75,0.33353394840037176,0.95
gradual,baseline,180,20,39,0.81,0.32772286803823475,0.95
gradual,baseline,200,40,39,0.77,0.32596531991606453,0.95
gradual,baseline,170,10,40,0.785,0.3324468990037795,0.95
gradual,baseline,180,20,40,0.82,0.3253025714142978,0.95
gradual,baseline,200,40,40,0.82,0.32308641307904457,0.95
gradual,baseline,170,10,41,0.8,0.3221695130132408,0.95
gradual,baseline,180,20,41,0.735,0.3418678335507692,0.95
gradual,baseline,200,40,41,0.855,0.3117639763321716,0.95
gradual,baseline,170,10,42,0.765,0.34881970537318563,0.95
gradual,baseline,180,20,42,0.77,0.3390822581544182,0.95
gradual,baseline,200,40,42,0.765,0.3372365184911656,0.95
gradual,baseline,170,10,43,0.795,0.3376176713188274,0.95
gradual,baseline,180,20,43,0.8,0.32806828509640823,0.95
gradual,baseline,200,40,43,0.805,0.3334906264105665,0.95
gradual,baseline,170,10,44,0.825,0.3265140351517191,0.95
gradual,baseline,180,20,44,0.815,0.3236018411969825,0.95
gradual,baseline,200,40,44,0.765,0.32552058181699345,0.95
gradual,baseline,170,10,45,0.8,0.321983025448825,0.95
gradual,baseline,180,20,45,0.77,0.32860953541341087,0.95
gradual,baseline,200,40,45,0.76,0.3354563234251708,0.95
gradual,baseline,170,10,46,0.79,0.33130882032143333,0.95
gradual,baseline,180,20,46,0.845,0.31085553655114445,0.95
gradual,baseline,200,40,46,0.78,0.32976382372040136,0.95
gradual,baseline,170,10,47,0.785,0.3250307849378672,0.95
gradual,baseline,180,20,47,0.775,0.34628179255291996,0.95
gradual,baseline,200,40,47,0.78,0.33488690958584,0.95
gradual,baseline,170,10,48,0.72,0.344784926048631,0.95
gradual,baseline,180,20,48,0.75,0.3426595774354665,0.95
gradual,baseline,200,40,48,0.77,0.33500697236658084,0.95
gradual,baseline,170,10,49,0.785,0.34269996997923924,0.95
gradual,baseline,180,20,49,0.78,0.33085854374594015,0.95
gradual,baseline,200,40,49,0.82,0.3285213891263835,0.95
gradual,ubi_only,170,10,0,0.72,0.35692314313935564,0.95
gradual,ubi_only,180,20,0,0.705,0.35672019863422977,0.95
gradual,ubi_only,200,40,0,0.755,0.349497670209214,0.95
gradual,ubi_only,170,10,1,0.74,0.34851172679727654,0.95
gradual,ubi_only,180,20,1,0.755,0.33960944934698256,0.95
gradual,ubi_only,200,40,1,0.665,0.36665918049217583,0.95
gradual,ubi_only,170,10,2,0.715,0.35416689462461315,0.95
gradual,ubi_only,180,20,2,0.725,0.362104149909438,0.95
gradual,ubi_only,200,40,2,0.7,0.35203994284995077,0.95
gradual,ubi_only,170,10,3,0.72,0.3514787099008231,0.95
gradual,ubi_only,180,20,3,0.78,0.3417508444031604,0.95
gradual,ubi_only,200,40,3,0.715,0.3545824834414072,0.95
gradual,ubi_only,170,10,4,0.66,0.37775970274929344,0.95
gradual,ubi_only,180,20,4,0.69,0.3603742101748589,0.95
gradual,ubi_only,200,40,4,0.68,0.37362366667057517,0.95
gradual,ubi_only,170,10,5,0.69,0.3530319856616739,0.95
gradual,ubi_only,180,20,5,0.76,0.33856066878464136,0.95
gradual,ubi_only,200,40,5,0.74,0.3513441336585186,0.95
gradual,ubi_only,170,10,6,0.805,0.3387983692772223,0.95
gradual,ubi_only,180,20,6,0.785,0.33737355244857,0.95
gradual,ubi_only,200,40,6,0.695,0.3467527643073507,0.95
gradual,ubi_only,170,10,7,0.7,0.3605452045778068,0.95
gradual,ubi_only,180,20,7,0.69,0.3561296918020362,0.95
gradual,ubi_only,200,40,7,0.78,0.340649029781514,0.95
gradual,ubi_only,170,10,8,0.755,0.34537391462564315,0.95
gradual,ubi_only,180,20,8,0.755,0.3523409796141377,0.95
gradual,ubi_only,200,40,8,0.745,0.33702599727163657,0.95
gradual,ubi_only,170,10,9,0.7,0.359782314992795,0.95
gradual,ubi_only,180,20,9,0.71,0.34689764867327144,0.95
gradual,ubi_only,200,40,9,0.76,0.34622369015723903,0.95
gradual,ubi_only,170,10,10,0.685,0.3646800146155114,0.95
gradual,ubi_only,180,20,10,0.735,0.34863857128591236,0.95
gradual,ubi_only,200,40,10,0.755,0.3434257784110858,0.95
gradual,ubi_only,170,10,11,0.755,0.3446240796308746,0.95
gradual,ubi_only,180,20,11,0.685,0.35555823661127506,0.95
gradual,ubi_only,200,40,11,0.76,0.3523676902349587,0.95
gradual,ubi_only,170,10,12,0.735,0.347585909485521,0.95
gradual,ubi_only,180,20,12,0.705,0.3521683242107409,0.95
gradual,ubi_only,200,40,12,0.74,0.3451417735938223,0.95
gradual,ubi_only,170,10,13,0.755,0.3527802928348595,0.95
gradual,ubi_only,180,20,13,0.77,0.3411768524716524,0.95
gradual,ubi_only,200,40,13,0.78,0.3448744572072931,0.95
gradual,ubi_only,170,10,14,0.775,0.3392626103580856,0.95
gradual,ubi_only,180,20,14,0.765,0.33904224355692525,0.95
gradual,ubi_only,200,40,14,0.785,0.33967312938280286,0.95
gradual,ubi_only,170,10,15,0.765,0.33916064257116646,0.95
gradual,ubi_only,180,20,15,0.755,0.33847050059602296,0.95
gradual,ubi_only,200,40,15,0.715,0.3529950599480571,0.95
gradual,ubi_only,170,10,16,0.71,0.36327910566363214,0.95
gradual,ubi_only,180,20,16,0.76,0.3453934253412389,0.95
gradual,ubi_only,200,40,16,0.71,0.35594744702338377,0.95
gradual,ubi_only,170,10,17,0.735,0.3493628897909873,0.95
gradual,ubi_only,180,20,17,0.735,0.3484383455692297,0.95
gradual,ubi_only,200,40,17,0.775,0.34448469795430287,0.95
gradual,ubi_only,170,10,18,0.685,0.3715421596746931,0.95
gradual,ubi_only,180,20,18,0.735,0.35498646726802674,0.95
gradual,ubi_only,200,40,18,0.79,0.3325880692969034,0.95
gradual,ubi_only,170,10,19,0.72,0.34941537747398743,0.95
gradual,ubi_only,180,20,19,0.75,0.34518228792116146,0.95
gradual,ubi_only,200,40,19,0.79,0.33496472068144056,0.95
gradual,ubi_only,170,10,20,0.73,0.35269342158271544,0.95
gradual,ubi_only,180,20,20,0.67,0.36851535740086516,0.95
gradual,ubi_only,200,40,20,0.71,0.353301414506831,0.95
gradual,ubi_only,170,10,21,0.71,0.35056215647954303,0.95
gradual,ubi_only,180,20,21,0.78,0.3477959360186844,0.95
gradual,ubi_only,200,40,21,0.765,0.33392395469229746,0.95
gradual,ubi_only,170,10,22,0.715,0.3552021256857991,0.95
gradual,ubi_only,180,20,22,0.725,0.35410205441983705,0.95
gradual,ubi_only,200,40,22,0.75,0.34366073146929893,0.95
gradual,ubi_only,170,10,23,0.72,0.3543298822016992,0.95
gradual,ubi_only,180,20,23,0.705,0.35455130620791864,0.95
gradual,ubi_only,200,40,23,0.77,0.34578031466181897,0.95
gradual,ubi_only,170,10,24,0.745,0.34792672723616586,0.95
gradual,ubi_only,180,20,24,0.755,0.34804923079489425,0.95
gradual,ubi_only,200,40,24,0.735,0.3546555005784113,0.95
gradual,ubi_only,170,10,25,0.71,0.35882932109775223,0.95
gradual,ubi_only,180,20,25,0.725,0.34826062941985036,0.95
gradual,ubi_only,200,40,25,0.79,0.3425385716096054,0.95
gradual,ubi_only,170,10,26,0.715,0.352093298737152,0.95
gradual,ubi_only,180,20,26,0.745,0.34917616174106814,0.95
gradual,ubi_only,200,40,26,0.795,0.3393088121100739,0.95
gradual,ubi_only,170,10,27,0.7,0.35856817363772825,0.95
gradual,ubi_only,180,20,27,0.755,0.3527420054539619,0.95
gradual,ubi_only,200,40,27,0.73,0.3427608196642666,0.95
gradual,ubi_only,170,10,28,0.805,0.33836178697986186,0.95
gradual,ubi_only,180,20,28,0.71,0.35009739558891395,0.95
gradual,ubi_only,200,40,28,0.75,0.3423740440862393,0.95
gradual,ubi_only,170,10,29,0.7,0.35345153727516243,0.95
gradual,ubi_only,180,20,29,0.695,0.354477188299235,0.95
gradual,ubi_only,200,40,29,0.675,0.3602187762401796,0.95
gradual,ubi_only,170,10,30,0.74,0.34890067918772827,0.95
gradual,ubi_only,180,20,30,0.805,0.3350751742760718,0.95
gradual,ubi_only,200,40,30,0.74,0.33799838113934166,0.95
gradual,ubi_only,170,10,31,0.71,0.3681898945548955,0.95
gradual,ubi_only,180,20,31,0.675,0.3657064405988774,0.95
gradual,ubi_only,200,40,31,0.735,0.3502726930464922,0.95
gradual,ubi_only,170,10,32,0.705,0.362629996908211,0.95
gradual,ubi_only,180,20,32,0.76,0.3527041247067585,0.95
gradual,ubi_only,200,40,32,0.725,0.3479049396989602,0.95
gradual,ubi_only,170,10,33,0.725,0.35110541440581033,0.95
gradual,ubi_only,180,20,33,0.71,0.35010314148784166,0.95
gradual,ubi_only,200,40,33,0.745,0.34417321714015797,0.95
gradual,ubi_only,170,10,34,0.85,0.33043442430230924,0.95
gradual,ubi_only,180,20,34,0.715,0.3419619222512882,0.95
gradual,ubi_only,200,40,34,0.73,0.3500474453480314,0.95
gradual,ubi_only,170,10,35,0.73,0.34635362276740617,0.95
gradual,ubi_only,180,20,35,0.735,0.35218307267477256,0.95
gradual,ubi_only,200,40,35,0.68,0.35714824252864524,0.95
gradual,ubi_only,170,10,36,0.685,0.3623204236175035,0.95
gradual,ubi_only,180,20,36,0.74,0.35392784936599897,0.95
gradual,ubi_only,200,40,36,0.715,0.35533165907958986,0.95
gradual,ubi_only,170,10,37,0.76,0.3445191291118783,0.95
gradual,ubi_only,180,20,37,0.765,0.34746332686307213,0.95
gradual,ubi_only,200,40,37,0.74,0.3463979698395577,0.95
gradual,ubi_only,170,10,38,0.775,0.33965780590159866,0.95
gradual,ubi_only,180,20,38,0.78,0.345908537036868,0.95
gradual,ubi_only,200,40,38,0.735,0.33622012771898485,0.95
gradual,ubi_only,170,10,39,0.8,0.33772914076686616,0.95
gradual,ubi_only,180,20,39,0.78,0.3324443418531013,0.95
gradual,ubi_only,200,40,39,0.675,0.358731562618539,0.95
gradual,ubi_only,170,10,40,0.795,0.34831913279257365,0.95
gradual,ubi_only,180,20,40,0.8,0.3371348687252966,0.95
gradual,ubi_only,200,40,40,0.75,0.3501591390586611,0.95
gradual,ubi_only,170,10,41,0.735,0.3527288039625637,0.95
gradual,ubi_only,180,20,41,0.72,0.3553272790825007,0.95
gradual,ubi_only,200,40,41,0.76,0.3394138574695871,0.95
gradual,ubi_only,170,10,42,0.69,0.3549025610780178,0.95
gradual,ubi_only,180,20,42,0.765,0.33990210755524347,0.95
gradual,ubi_only,200,40,42,0.765,0.34369502631106885,0.95
gradual,ubi_only,170,10,43,0.715,0.36387565186799603,0.95
gradual,ubi_only,180,20,43,0.755,0.34994272275229327,0.95
gradual,ubi_only,200,40,43,0.725,0.3480362322340919,0.95
gradual,ubi_only,170,10,44,0.735,0.35377311445702275,0.95
gradual,ubi_only,180,20,44,0.74,0.34523813222143773,0.95
gradual,ubi_only,200,40,44,0.75,0.35529590077478373,0.95
gradual,ubi_only,170,10,45,0.765,0.35347258700228695,0.95
gradual,ubi_only,180,20,45,0.705,0.3550812726197512,0.95
gradual,ubi_only,200,40,45,0.72,0.3541463368497109,0.95
gradual,ubi_only,170,10,46,0.75,0.347935731731892,0.95
gradual,ubi_only,180,20,46,0.725,0.3525441678681018,0.95
gradual,ubi_only,200,40,46,0.715,0.3533549599348486,0.95
gradual,ubi_only,170,10,47,0.715,0.35208192535697963,0.95
gradual,ubi_only,180,20,47,0.73,0.35858356383175094,0.95
gradual,ubi_only,200,40,47,0.76,0.338644794941656,0.95
gradual,ubi_only,170,10,48,0.725,0.3548070944499155,0.95
gradual,ubi_only,180,20,48,0.725,0.3588240474531106,0.95
gradual,ubi_only,200,40,48,0.76,0.3464640495782335,0.95
gradual,ubi_only,170,10,49,0.72,0.3620386805848016,0.95
gradual,ubi_only,180,20,49,0.76,0.35380247578134316,0.95
gradual,ubi_only,200,40,49,0.735,0.3490411655168478,0.95
gradual,full_bundle,170,10,0,0.215,0.49565391793361313,0.95
gradual,full_bundle,180,20,0,0.295,0.498606356721279,0.95
gradual,full_bundle,200,40,0,0.32,0.471739740621512,0.95
gradual,full_bundle,170,10,1,0.295,0.48563524771608,0.95
gradual,full_bundle,180,20,1,0.275,0.4889108629249846,0.95
gradual,full_bundle,200,40,1,0.28,0.487362213936144,0.95
gradual,full_bundle,170,10,2,0.34,0.47819509827657364,0.95
gradual,full_bundle,180,20,2,0.33,0.47906630365954894,0.95
gradual,full_bundle,200,40,2,0.245,0.4791478335025621,0.95
gradual,full_bundle,170,10,3,0.245,0.4903461292724715,0.95
gradual,full_bundle,180,20,3,0.315,0.4830790212657159,0.95
gradual,full_bundle,200,40,3,0.29,0.48678495609034,0.95
gradual,full_bundle,170,10,4,0.285,0.48506709993942043,0.95
gradual,full_bundle,180,20,4,0.27,0.4821330351462714,0.95
gradual,full_bundle,200,40,4,0.27,0.4817665564596765,0.95
gradual,full_bundle,170,10,5,0.285,0.4785001987411246,0.95
gradual,full_bundle,180,20,5,0.255,0.49238612380029423,0.95
gradual,full_bundle,200,40,5,0.37,0.46127800624846194,0.95
gradual,full_bundle,170,10,6,0.225,0.4997459728149053,0.95
gradual,full_bundle,180,20,6,0.275,0.49489664256853066,0.95
gradual,full_bundle,200,40,6,0.275,0.49200603918042285,0.95
gradual,full_bundle,170,10,7,0.29,0.48813289285743044,0.95
gradual,full_bundle,180,20,7,0.295,0.4870065731627601,0.95
gradual,full_bundle,200,40,7,0.31,0.47613023239551483,0.95
gradual,full_bundle,170,10,8,0.265,0.48202513769056293,0.95
gradual,full_bundle,180,20,8,0.29,0.4829744543489562,0.95
gradual,full_bundle,200,40,8,0.28,0.4829117688406076,0.95
gradual,full_bundle,170,10,9,0.335,0.474402343119643,0.95
gradual,full_bundle,180,20,9,0.3,0.48763483546239383,0.95
gradual,full_bundle,200,40,9,0.295,0.48256332782940914,0.95
gradual,full_bundle,170,10,10,0.26,0.4888960860340139,0.95
gradual,full_bundle,180,20,10,0.27,0.4891359825136537,0.95
gradual,full_bundle,200,40,10,0.29,0.4874872480041762,0.95
gradual,full_bundle,170,10,11,0.275,0.48036633620003977,0.95
gradual,full_bundle,180,20,11,0.29,0.48197571910666115,0.95
gradual,full_bundle,200,40,11,0.255,0.48803256052502425,0.95
gradual,full_bundle,170,10,12,0.33,0.4906597176585029,0.95
gradual,full_bundle,180,20,12,0.265,0.48496182883062494,0.95
gradual,full_bundle,200,40,12,0.245,0.4997007374322506,0.95
gradual,full_bundle,170,10,13,0.28,0.4856029825503417,0.95
gradual,full_bundle,180,20,13,0.365,0.4644674669202671,0.95
gradual,full_bundle,200,40,13,0.325,0.4769650973551202,0.95
gradual,full_bundle,170,10,14,0.325,0.4740058234350576,0.95
gradual,full_bundle,180,20,14,0.345,0.46305610786350326,0.95
gradual,full_bundle,200,40,14,0.265,0.4905988137451317,0.95
gradual,full_bundle,170,10,15,0.29,0.490825558446478,0.95
gradual,full_bundle,180,20,15,0.28,0.48833958858780696,0.95
gradual,full_bundle,200,40,15,0.275,0.48401228290123127,0.95
gradual,full_bundle,170,10,16,0.27,0.4834051842444795,0.95
gradual,full_bundle,180,20,16,0.24,0.4956247131370246,0.95
gradual,full_bundle,200,40,16,0.285,0.48875691861175113,0.95
gradual,full_bundle,170,10,17,0.2,0.5045081150296422,0.95
gradual,full_bundle,180,20,17,0.28,0.48852176687289517,0.95
gradual,full_bundle,200,40,17,0.285,0.48324516590287325,0.95
gradual,full_bundle,170,10,18,0.315,0.4748378171166048,0.95
gradual,full_bundle,180,20,18,0.375,0.4701470715882084,0.95
gradual,full_bundle,200,40,18,0.28,0.4889056562945479,0.95
gradual,full_bundle,170,10,19,0.22,0.4894039513127653,0.95
gradual,full_bundle,180,20,19,0.27,0.4926830846682222,0.95
gradual,full_bundle,200,40,19,0.295,0.4913351754276759,0.95
gradual,full_bundle,170,10,20,0.27,0.49861007184578865,0.95
gradual,full_bundle,180,20,20,0.29,0.47660423859930445,0.95
gradual,full_bundle,200,40,20,0.28,0.4898127266131468,0.95
gradual,full_bundle,170,10,21,0.24,0.5000599897955246,0.95
gradual,full_bundle,180,20,21,0.255,0.49184865091293534,0.95
gradual,full_bundle,200,40,21,0.275,0.487537463515139,0.95
gradual,full_bundle,170,10,22,0.3,0.48524204058313386,0.95
gradual,full_bundle,180,20,22,0.31,0.4882761508233811,0.95
gradual,full_bundle,200,40,22,0.32,0.4875911365836862,0.95
gradual,full_bundle,170,10,23,0.215,0.5072351537118223,0.95
gradual,full_bundle,180,20,23,0.285,0.48511311454126144,0.95
gradual,full_bundle,200,40,23,0.285,0.4828021194436388,0.95
gradual,full_bundle,170,10,24,0.26,0.4996934288853548,0.95
gradual,full_bundle,180,20,24,0.24,0.4966563605733658,0.95
gradual,full_bundle,200,40,24,0.23,0.49953623322173113,0.95
gradual,full_bundle,170,10,25,0.205,0.5034744257424592,0.95
gradual,full_bundle,180,20,25,0.23,0.5023085205100892,0.95
gradual,full_bundle,200,40,25,0.27,0.4908881455374636,0.95
gradual,full_bundle,170,10,26,0.25,0.4958028940174819,0.95
gradual,full_bundle,180,20,26,0.26,0.4992731382389168,0.95
gradual,full_bundle,200,40,26,0.285,0.4890117209215341,0.95
gradual,full_bundle,170,10,27,0.27,0.4854151074519501,0.95
gradual,full_bundle,180,20,27,0.305,0.4780419679774578,0.95
gradual,full_bundle,200,40,27,0.31,0.48268377226554504,0.95
gradual,full_bundle,170,10,28,0.245,0.49681577490267387,0.95
gradual,full_bundle,180,20,28,0.29,0.4817761604244561,0.95
gradual,full_bundle,200,40,28,0.32,0.47565853880916165,0.95
gradual,full_bundle,170,10,29,0.245,0.4900230869539827,0.95
gradual,full_bundle,180,20,29,0.28,0.48293824793975465,0.95
gradual,full_bundle,200,40,29,0.33,0.4744987846171266,0.95
gradual,full_bundle,170,10,30,0.35,0.4682108914465905,0.95
gradual,full_bundle,180,20,30,0.295,0.4813217328298255,0.95
gradual,full_bundle,200,40,30,0.29,0.4775228390354485,0.95
gradual,full_bundle,170,10,31,0.23,0.5011364306045752,0.95
gradual,full_bundle,180,20,31,0.255,0.5033800519804271,0.95
gradual,full_bundle,200,40,31,0.225,0.494229857802408,0.95
gradual,full_bundle,170,10,32,0.305,0.4785849158400693,0.95
gradual,full_bundle,180,20,32,0.32,0.4752247374436652,0.95
gradual,full_bundle,200,40,32,0.3,0.4766258559374532,0.95
gradual,full_bundle,170,10,33,0.185,0.515997949057204,0.95
gradual,full_bundle,180,20,33,0.255,0.48881407172095587,0.95
gradual,full_bundle,200,40,33,0.315,0.48833622929423925,0.95
gradual,full_bundle,170,10,34,0.24,0.4844261152817822,0.95
gradual,full_bundle,180,20,34,0.25,0.49205781900760104,0.95
gradual,full_bundle,200,40,34,0.285,0.4897911038943093,0.95
gradual,full_bundle,170,10,35,0.18,0.5143948129746037,0.95
gradual,full_bundle,180,20,35,0.225,0.49579007021347665,0.95
gradual,full_bundle,200,40,35,0.295,0.48100146655535175,0.95
gradual,full_bundle,170,10,36,0.365,0.47335177015674135,0.95
gradual,full_bundle,180,20,36,0.25,0.4877061144167105,0.95
gradual,full_bundle,200,40,36,0.3,0.4880509077764758,0.95
