census_code,soc2010_set,lm_aioe,aioe,title,lm_aioe_z,aioe_z
5900,43-9071,-0.5773576,-0.5171404,"Office Machine Operators, Except Computer",-0.6401238442776261,-0.5653505054211985
5910,43-9081,1.436193,1.288375,Proofreaders and Copy Markers,1.505215828638266,1.3233452408752575
5920,43-9111,1.052958,1.389965,Statistical Assistants,1.0968976818035543,1.429615506344196
5940,43-9199,,,"Office and Administrative Support Workers, All Other",,
6005,45-1011,-0.5575955,-0.4791843,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",-0.6190682933765804,-0.5256457626003935
6010,45-2011,-0.0081121,0.1704867,Agricultural Inspectors,-0.033620608263173146,0.15395567098038063
6020,45-2021,-0.9411108,-1.044292,Animal Breeders,-1.0276850861506186,-1.1167880531559733
6040,45-2041,-1.03238,-1.370968,"Graders and Sorters, Agricultural Products",-1.1249279543831305,-1.4585140620380581
6050,45-2090,-1.2537653333333332,-1.284979,Miscellaneous Agricultural Workers,-1.3608031981449256,-1.3685635368150189
6115,45-2090;45-3011,-1.3181915000000002,-1.3420465,Fishing and Hunting Workers,-1.429446127368503,-1.4282601444993248
6120,45-4011,-0.9999521,-1.064205,Forest and Conservation Workers,-1.0903776131206118,-1.137618447843275
6130,45-4020,-1.2832062333333332,-1.0919798333333335,Logging Workers,-1.3921710370144078,-1.1666728716220807
6200,47-1011,-0.3598737,-0.3054048,First-Line Supervisors of Construction Trades and Extraction Workers,-0.40840538689668293,-0.34386021679805645
6210,47-2011,-1.121584,-1.097532,Boilermakers,-1.2199704530334197,-1.172480827381451
6220,47-2020,-1.5450285,-1.7345495,"Brickmasons, Blockmasons, and Stonemasons",-1.6711298552992646,-1.838845812452419
6230,47-2031,-1.245253,-1.323631,Carpenters,-1.3517337233529416,-1.4089962398458822
6240,47-2040,-1.3085247500000001,-1.45993825,"Carpet, Floor, and Tile Installers and Finishers",-1.4191466780856492,-1.5515831838643976
6250,47-2050,-1.681285,-1.776736,"Cement Masons, Concrete Finishers, and Terrazzo Workers",-1.8163044911602477,-1.8829758503912455
6260,47-2061,-1.404981,-1.622988,Construction Laborers,-1.5219160943723289,-1.7221446585877376
6305,47-2061;47-2071,-1.354052,-1.4038635,Construction Equipment Operators,-1.4676537360278534,-1.4929250623110522
6330,47-2080,-1.4203445000000001,-1.5943725,"Drywall Installers, Ceiling Tile Installers, and Tapers",-1.5382851521277403,-1.6922108385116825
6355,47-2111,-0.9164291,-0.7796905,Electricians,-1.00138794208828,-0.8399963251465297
6360,47-2121,-1.267038,-1.388901,Glaziers,-1.3749445752552842,-1.4772732378492057
6400,47-2130,-1.294783,-1.4436935000000002,Insulation Workers,-1.4045055156284991,-1.5345900359662137
6410,47-2130;47-2141,-1.323416,-1.4917923333333334,Painters and Paperhangers,-1.4350125765658306,-1.5849047892596437
6441,47-2150;47-2161,-1.2928370000000002,-1.3674726666666668,Pipelayers,-1.4024321478156943,-1.4548576982105579
6442,47-2150;47-2161,-1.2928370000000002,-1.3674726666666668,"Plumbers, Pipefitters, and Steamfitters",-1.4024321478156943,-1.4548576982105579
6460,47-2161,-1.577907,-1.755588,Plasterers and Stucco Masons,-1.7061602888210075,-1.8608535590816961
6500,47-2171,-1.781242,-1.970997,Reinforcing Iron and Rebar Workers,-1.9228037853352509,-2.086186481755174
6515,47-2181,-1.553439,-1.752941,Roofers,-1.6800908316556866,-1.8580846114225145
6520,47-2211,-1.244711,-1.174972,Sheet Metal Workers,-1.351156248864483,-1.253488498982146
6530,47-2221,-1.700957,-1.780065,Structural Iron and Steel Workers,-1.8372640449184705,-1.8864582178855471
6540,47-2231,-1.036982,-0.9441692,Solar Photovoltaic Installers,-1.1298311602795996,-1.0120525817956676
6600,47-3010,-1.579662,-1.749400666666667,"Helpers, Construction Trades",-1.7080301554764403,-1.8543811744387382
6660,47-4011,0.0676731,0.2860245,Construction and Building Inspectors,0.04712481535809838,0.2748163135406439
6700,47-4021,-0.9278526,-0.8604742,Elevator and Escalator Installers and Repairers,-1.013559122565967,-0.9245017414725765
6710,47-4031,-1.675288,-1.902113,Fence Erectors,-1.809914980999204,-2.0141289862677993
6720,47-4041,-0.7441202,-0.6887439,Hazardous Materials Removal Workers,-0.8178012375045973,-0.744859802600045
6730,47-4051,-1.281572,-1.27909,Highway Maintenance Workers,-1.3904298413350933,-1.3624032297636695
6740,47-4061,-1.496825,-1.39906,Rail-Track Laying and Maintenance Equipment Operators,-1.6197713838889107,-1.4879002643960995
6750,47-4071,-1.260409,-1.210591,Septic Tank Servicers and Sewer Pipe Cleaners,-1.3678817000080667,-1.2907484712799917
6765,47-4090,-0.9102650999999999,-0.92778715,Miscellaneous Construction and Related Workers,-0.9948205015959212,-0.9949158084673339
6800,47-5010,-1.1130537333333335,-1.0535502,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas  ",-1.2108818711519653,-1.126472779721231
6821,53-7011;53-7021,-1.09860775,-0.8930311,"Excavating and Loading Machine and Dragline Operators, Surface Mining",-1.195490382525217,-0.9585585423963454
6825,47-5021,-0.9993442,-0.7018391,"Earth Drillers, Except Oil and Gas",-1.0897299254056043,-0.758558300290456
6835,47-5031,-0.9547396,-0.773027,"Explosives Workers, Ordnance Handling Experts, and Blasters",-1.042205905907637,-0.8330258367721595
6850,47-5031;47-5040,-1.1975065333333335,-1.0463146666666667,Underground Mining Machine Operators,-1.3008621986037965,-1.1189039043580782
6920,47-5071,-1.500306,-1.518977,"Roustabouts, Oil and Gas",-1.623480219118291,-1.6133418573111376
6950,47-5081;49-1011,-0.8433085,-0.78183545,Other Extraction Workers,-0.9234815194300098,-0.8422400932921896
7000,49-1011,-0.114278,-0.0205169,"First-Line Supervisors of Mechanics, Installers, and Repairers",-0.14673518168428376,-0.04584749151123244
7010,49-2011,-0.4540974,-0.3458247,"Computer, Automated Teller, and Office Machine Repairers",-0.5087961303619454,-0.386142267228492
7020,49-2020,-0.8409136500000001,-0.7432931,Radio and Telecommunications Equipment Installers and Repairers,-0.9209299238973807,-0.8019220918521194
7030,49-2091,-0.2635513,-0.1728535,Avionics Technicians,-0.3057785812378265,-0.20520225991989
7040,49-2092,-0.9800403,-0.8106341,"Electric Motor, Power Tool, and Related Repairers",-1.0691625641920341,-0.8723655011142888
7050,49-2093,-0.910105,-0.8303875,"Electrical and Electronics Installers and Repairers, Transportation Equipment",-0.994649922877098,-0.8930289430073307
7100,49-2093;49-2096,-0.8898415500000001,-0.8109921499999999,"Electrical and Electronics Repairers, Industrial and Utility ",-0.9730602080742281,-0.8727400465277266
7110,49-2096,-0.8695781,-0.7915968,"Electronic Equipment Installers and Repairers, Motor Vehicles",-0.9514704932713581,-0.8524511500481226
7120,49-2097,-0.7303536,-0.571284,Audiovisual Equipment Installers and Repairers,-0.8031335985879673,-0.6219885086247031
7130,49-2098,-0.6848876,-0.6926484,Security and Fire Alarm Systems Installers,-0.7546917995247632,-0.7489441834596127
7140,49-3011,-0.8144518,-0.6551197,Aircraft Mechanics and Service Technicians,-0.8927361170848032,-0.7096865310164178
7150,49-3021,-1.199119,-1.180589,Automotive Body and Related Repairers,-1.3025802029644786,-1.2593642749555594
7160,49-3022,-1.234898,-1.202285,Automotive Glass Installers and Repairers,-1.3407009773603433,-1.282059812701539
7200,49-3023,-1.031144,-0.9547055,Automotive Service Technicians and Mechanics,-1.1236110568411843,-1.023074290606184
7210,49-3031,-1.058387,-1.010472,Bus and Truck Mechanics and Diesel Engine Specialists,-1.1526371407693694,-1.0814099610390375
7220,49-3040,-1.3274543333333335,-1.2749823333333334,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,-1.4393152232003177,-1.358106322320766
7240,49-3050,-0.8549823666666666,-0.848074,Small Engine Mechanics,-0.9359194533445239,-0.9115302625290985
7260,49-3090,-1.0383532666666666,-1.1325786666666666,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",-1.1312921778384069,-1.2091420988694723
7300,49-9010,-1.03124345,-1.07192165,Control and Valve Installers and Repairers,-1.123717015951659,-1.1456906049850297
7315,49-9021,-0.8960592,-0.8491117,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",-0.9796848100173355,-0.9126157695128284
7320,49-9031,-0.9281666,-0.9703799,Home Appliance Repairers,-1.013893674206882,-1.0394708124003207
7330,49-9031;49-9071,-0.9988583,-0.99239395,Industrial and Refractory Machinery Mechanics,-1.0892122227230545,-1.0624990527541596
7340,49-9071,-1.06955,-1.014408,"Maintenance and Repair Workers, General",-1.1645307712392272,-1.0855272931079984
7350,49-9043,-1.015195,-0.9735492,"Maintenance Workers, Machinery",-1.1066181774750858,-1.0427861224933486
7360,49-9044,-1.283911,-1.266085,Millwrights,-1.392921931424585,-1.3487990875998388
7410,49-9051,-1.118984,-1.081398,Electrical Power-Line Installers and Repairers,-1.2172002802105557,-1.1556035317512134
7420,49-9052,-1.054143,-1.083883,Telecommunications Line Installers and Repairers,-1.148115366361587,-1.1582030160478007
7430,49-9060,-0.5250364999999999,-0.24131707500000002,Precision Instrument and Equipment Repairers,-0.5843782714767242,-0.27681996136887704
7440,49-9081,-0.9838256,-0.9709935,Wind Turbine Service Technicians,-1.0731956161867982,-1.0401126810379007
7510,49-9091,-0.8515025,-0.7233995,"Coin, Vending, and Amusement Machine Servicers and Repairers",-0.9322118256263741,-0.7811119909255234
7520,49-9092,-1.08214,-1.102728,Commercial Divers,-1.177944800408403,-1.1779162078261465
7540,49-9094,-0.9909422,-0.8657498,Locksmiths and Safe Repairers,-1.080778005383411,-0.9300203891003739
7550,49-9095,-1.439807,-1.414062,Manufactured Building and Mobile Home Installers,-1.5590214938835052,-1.5035934086284553
7560,49-9096,-1.277513,-1.221519,Riggers,-1.3861051753781684,-1.3021799257641393
7610,49-9098,-1.320576,-1.346555,"Helpers--Installation, Maintenance, and Repair Workers",-1.4319866954823948,-1.4329763517231333
7640,49-9098;51-1011,-0.67879935,-0.7155416,"Other Installation, Maintenance, and Repair Workers",-0.7482050669521474,-0.7728920763765681
7700,51-1011,-0.0370227,-0.0845282,First-Line Supervisors of Production and Operating Workers,-0.06442343842189982,-0.11280780103000272
7710,51-2011,-0.9270664,-0.8684706,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",-1.0127214649223764,-0.9328665367358487
7720,51-2020,-0.7576342666666666,-0.6505268333333333,"Electrical, Electronics, and Electromechanical Assemblers",-0.8321998145070476,-0.7048820703418425
7730,51-2031,-1.044632,-0.9561453,Engine and Other Machine Assemblers,-1.1379818610853338,-1.0245804223929955
7740,51-2041,-1.077573,-1.076307,Structural Metal Fabricators and Fitters,-1.1730788852999336,-1.1502779886711623
7750,51-2090,-0.9146059333333333,-0.7674464000000002,Other Assemblers and Fabricators,-0.9994454471838372,-0.8271881377518234
7800,51-3011,-0.4742939,-0.3852989,Bakers,-0.5303145132146264,-0.42743504912802915
7810,51-3020,-1.1818073333333334,-1.3037634666666664,"Butchers and Other Meat, Poultry, and Fish Processing Workers",-1.28413546891891,-1.3882134064809217
7830,51-3091,-0.7900841,-0.758859,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-0.8667735246633798,-0.8182051150361231
7840,51-3092,-0.4268211,-0.3791114,Food Batchmakers,-0.47973456691260574,-0.4209624901400475
7850,51-3093,-0.6185341,-0.5559894,Food Cooking Machine Operators and Tenders,-0.6839953909086476,-0.6059892842695379
7855,51-3099,,,"Food Processing Workers, All Other",,
7905,51-4010,-0.61468585,-0.34896340000000003,Computer numerically controlled tool operators and programmers,-0.6798952687680376,-0.38942556757525215
7925,51-4010;51-4021,-0.8513822333333335,-0.6440929333333333,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",-0.9320836873757986,-0.6981517596714949
7950,51-4031,-1.149575,-1.036569,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",-1.2497934943737212,-1.1087092534688328
8000,51-4033,-1.194061,-0.9901662,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-1.2971911513729226,-1.0601686700009514
8025,51-4032;51-4033,-1.04044125,-0.8749897,"Other Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-1.1335168219478657,-0.9396859725820792
8030,51-4041,-0.9782187,-0.8675535,Machinists,-1.0672217384942924,-0.9319071858109391
8040,51-4050,-1.223425,-1.0883025,"Metal Furnace Operators, Tenders, Pourers, and Casters",-1.3284770570539133,-1.1628261230291963
8060,51-4060,-0.8280533,-0.6776654,"Model Makers and Patternmakers, Metal and Plastic",-0.9072278500271815,-0.7332709145599068
8100,51-4070,-1.374936,-1.443244,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",-1.4899046165019647,-1.5341198274385208
8130,51-4111,-0.6871514,-0.5317897,Tool and Die Makers,-0.757103767692609,-0.5806747007153625
8140,51-4120,-1.1728265,-1.1000035000000001,"Welding, Soldering, and Brazing Workers",-1.2745668302932673,-1.1750661897311558
8225,51-4081;51-4120,-1.0635097333333332,-0.980889,Other Metal Workers and Plastic Workers,-1.1580951625612075,-1.0504640681030437
8250,51-5111,-0.0014732,0.4107973,Prepress Technicians and Workers,-0.0265471850502073,0.40533741383892896
8255,51-5112,-0.84434,-0.7093881,Printing Press Operators,-0.9245805322249268,-0.7664550837733284
8256,51-5113,-0.9139293,-0.9062089,Print Binding and Finishing Workers,-0.9987245274642049,-0.9723434454802767
8300,51-6011,-0.8894878,-1.054399,Laundry and Dry-Cleaning Workers,-0.9726833047526557,-1.1273606840556147
8310,51-6021,-1.853906,-1.950063,"Pressers, Textile, Garment, and Related Materials",-2.000223723027783,-2.0642880494554716
8320,51-6031,-1.272624,-0.9639661,Sewing Machine Operators,-1.3808961850200985,-1.0327615277397766
8335,51-6031;51-6041,-1.1398030000000001,-0.9774390500000001,Shoe and Leather Workers,-1.2393819063640958,-1.046855178425373
8350,51-6050,-0.8129498000000001,-0.5146242999999999,"Tailors, Dressmakers, and Sewers",-0.8911358095540566,-0.5627184883432735
8365,51-6050;51-6061,-0.8496215,-0.6300599333333333,"Textile Machine Setters, Operators, and Tenders",-0.9302077121341406,-0.6834722574042874
8450,51-6093,-1.405178,-1.313735,Upholsterers,-1.522125988236215,-1.3986443297456697
8465,51-6091;51-6093,-1.16449135,-1.08671375,"Other Textile, Apparel, and Furnishings Workers",-1.2656861356761544,-1.1611641790951104
8500,51-7011,-1.326847,-1.327489,Cabinetmakers and Bench Carpenters,-1.4386681392409255,-1.4130319784439642
8510,51-7021,-1.238141,-1.197727,Furniture Finishers,-1.344156235231323,-1.2772918250058265
8530,51-7041,-1.265049,-1.165031,"Sawing Machine Setters, Operators, and Tenders, Wood",-1.3728253930457932,-1.243089515725657
8540,51-7042,-1.203906,-1.130357,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",-1.3076805173118053,-1.2068180797096124
8555,51-7030;51-7042,-1.0713891666666666,-0.9720469666666668,Other Woodworkers,-1.1664903133610414,-1.0412146810608296
8600,51-8010,0.07476096666666666,0.30782456666666663,"Power Plant Operators, Distributors, and Dispatchers",0.05467659059351492,0.297620712319138
8610,51-8021,-0.579769,-0.5032496,Stationary Engineers and Boiler Operators,-0.6426930730257239,-0.5508197543278238
8620,51-8031,-0.5590585,-0.44501,Water and Wastewater Treatment Plant and System Operators,-0.6206270483149843,-0.4898970478330429
8630,51-8090,-0.6489368249999999,-0.430402775,Miscellaneous Plant and System Operators,-0.7163880072686495,-0.47461686593999713
8640,51-9010,-0.8631927500000001,-0.72471755,"Chemical Processing Machine Setters, Operators, and Tenders",-0.9446672151811759,-0.7824907636728543
8650,51-9020,-1.0987346666666664,-1.0032213333333335,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",-1.1956256060255124,-1.0738252551477743
8710,51-9030,-1.0722918,-1.01363295,Cutting Workers,-1.1674520250260456,-1.0847165364464009
8720,51-9041,-1.137883,-1.042151,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",-1.2373362402795194,-1.1145484169873643
8730,51-9051,-0.846812,-0.9582346,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",-0.9272143273088189,-1.026765976735394
8740,51-9061,-0.1556781,-0.0293395,"Inspectors, Testers, Sorters, Samplers, and Weighers",-0.1908449631780715,-0.055076549923736215
8750,51-9071,-0.6366536,-0.1560197,Jewelers and Precious Stone and Metal Workers,-0.7033008318562948,-0.18759292440604985
8760,51-9080,-0.6346862333333334,-0.3634363666666667,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,-0.7012046989052917,-0.40456530583482264
8800,51-9111,-1.010728,-0.978608,Packaging and Filling Machine Operators and Tenders,-1.1018588074751885,-1.0480779821149087
8810,51-9120,-1.2659553666666665,-1.1798142333333335,Painting Workers,-1.3737910823948505,-1.2585538146805013
8830,51-9151,-0.4977627,-0.3615806,Photographic Process Workers and Processing Machine Operators,-0.555319371655099,-0.4026240437389956
8850,51-9191,-1.285473,-1.311418,Adhesive Bonding Machine Operators and Tenders,-1.394586166020475,-1.3962205852325134
8865,51-9192;51-9198,-1.2397925,-1.2765944999999999,Other Production Equipment Operators and Tenders,-1.3459158276993846,-1.3597927617306176
8910,51-9194,-0.774569,-0.6395226,Etchers and Engravers,-0.8502429445233737,-0.6933708704440625
8920,51-9195,-1.241238,-1.183408,"Molders, Shapers, and Casters, Except Metal and Plastic",-1.3474559372437884,-1.26231314667873
8930,51-9196,-0.9174437,-0.8740445,"Paper Goods Machine Setters, Operators, and Tenders",-1.0024689487598484,-0.9386972270862505
8940,51-9197,-1.462842,-1.610915,Tire Builders,-1.5835641596429937,-1.7095154537938948
8950,51-9198,-1.35537,-1.411304,Helpers--Production Workers,-1.469058000558828,-1.5007083471837919
8990,51-9141;51-9193,-0.8720734,-0.7988632,Other Production Workers,-0.9541291133655475,-0.8600523141095804
9005,53-1000,-0.18163360000000003,-0.14884416666666664,Supervisors of Transportation and Material Moving Workers,-0.21849927883339623,-0.18008681325126538
9030,53-2010,-0.7014266,-0.1943979,Aircraft Pilots and Flight Engineers,-0.7723132950314348,-0.22773921343272593
9040,53-2020,0.44670265,0.8186859,Air Traffic Controllers and Airfield Operations Specialists,0.45096226092438196,0.8320174985298803
9050,53-2031,-0.3649124,-0.7621183,Flight Attendants,-0.4137738752822847,-0.8216145714417036
9110,53-3011,-0.8443602,-0.8298703,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",-0.9246020543368583,-0.8924879155311959
9121,53-3020;53-3030,-1.02030812,-0.78040486,"Bus Drivers, School",-1.1120659567304865,-0.8407435958113627
9122,53-3020;53-3030,-1.02030812,-0.78040486,"Bus Drivers, Transit and Intercity",-1.1120659567304865,-0.8407435958113627
9130,53-3030,-1.1076215333333332,-0.9996222333333332,Driver/Sales Workers and Truck Drivers,-1.2050941277641338,-1.0700603441088012
9141,53-3041;53-3099,-0.9380351,-0.6322603,Shuttle Drivers and Chauffeurs,-1.0244080782462792,-0.6857739952701765
9142,53-3041;53-3099,-0.9380351,-0.6322603,Taxi Drivers,-1.0244080782462792,-0.6857739952701765
9150,53-3099,,,"Motor Vehicle Operators, All Other",,
9210,53-4010,-1.0034146333333334,-0.7003006666666666,Locomotive Engineers and Operators,-1.0940667730199427,-0.7569489911188878
9240,53-4031,-0.5790616,-0.4662731,Railroad Conductors and Yardmasters,-0.6419393729276877,-0.5121397418156454
9265,53-4021;53-4031,-0.9425802999999999,-0.84196005,Other Rail Transportation Workers,-1.0292507665210795,-0.9051346419998749
9300,53-5011,-1.269228,-1.150001,Sailors and Marine Oilers,-1.377277913133004,-1.2273670815293962
9310,53-5020,-0.98477405,-0.6576527,Ship and Boat Captains and Operators,-1.0742061432690464,-0.7123362266796999
9330,53-5031,-0.5671973,-0.5264951,Ship Engineers ,-0.6292985416114169,-0.5751361777549152
9350,53-6021,-1.037648,-0.8353891,Parking Attendants,-1.130540750702687,-0.8982609674169129
9365,53-6031,-1.108146,-1.221489,Transportation Service Attendants,-1.2056529213435563,-1.3021485436599551
9410,53-6051,-0.3175816,-0.18376,Transportation Inspectors,-0.3633452230344358,-0.216611223896039
9415,53-6061,-0.1178739,-0.3752249,Passenger Attendants,-0.15056643724341312,-0.41689693854299037
9430,53-6011;53-6061,-0.4584359,-0.5037204,Other Transportation Workers,-0.5134185898973281,-0.5513122441494871
9510,53-7021,-1.351634,-1.030619,Crane and Tower Operators,-1.46507747530259,-1.1024851361389756
9570,53-7011;53-7021,-1.09860775,-0.8930311,"Conveyor, Dredge, and Hoist and Winch Operators",-1.195490382525217,-0.9585585423963454
9600,53-7051,-1.575411,-1.39869,Industrial Truck and Tractor Operators,-1.703500922911058,-1.487513218444495
9610,53-7061,-1.535339,-1.629897,Cleaners of Vehicles and Equipment,-1.660806167004211,-1.729371957181348
9620,53-7062,-1.49843,-1.709183,"Laborers and Freight, Stock, and Material Movers, Hand",-1.6214814328814862,-1.8123106742595079
9630,53-7063,-1.013417,-1.037413,Machine Feeders and Offbearers,-1.104723805444681,-1.1095921366665467
9640,53-7064,-1.193372,-1.51362,"Packers and Packagers, Hand",-1.2964570555748638,-1.6077380595739872
9645,43-5081,-0.5232333,-0.7892948,Stockers and Order Fillers,-0.5824570500789596,-0.8500430965870585
9650,53-7070,-0.9812640333333333,-0.8748296333333334,Pumping Station Operators,-1.070466392200662,-0.9395185316217546
9720,53-7081,-1.262763,-1.283373,Refuse and Recyclable Material Collectors,-1.3703897718638445,-1.3668835481710273
9760,53-7081;53-7121,-1.332974,-1.3355665,Other Material Moving Workers,-1.445196158043113,-1.4214816099955478
9800,55-1010,,,Military Officer Special and Tactical Operations Leaders,,
9810,55-2010,,,First-Line Enlisted Military Supervisors,,
9825,55-3010,,,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,,
9830,55-3010,,,"Military, Rank Not Specified",,
9920,55-3010,,,"Unemployed, with no work experience in the last 5 years or earlier or never worked",,
